PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(antiqu),termFreq(art),termFreq(board),termFreq(book),termFreq(bound),termFreq(calf),termFreq(complet),termFreq(copi),termFreq(cut),termFreq(edit),termFreq(elegantli),termFreq(elegi),termFreq(england),termFreq(essai),termFreq(fine),termFreq(gilt),termFreq(half),termFreq(head),termFreq(histori),termFreq(larg),termFreq(law),termFreq(leav),termFreq(letter),termFreq(life),termFreq(map),termFreq(memoir),termFreq(moral),termFreq(natur),termFreq(neat),termFreq(neatli),termFreq(note),termFreq(opera),termFreq(origin),termFreq(paper),termFreq(plate),termFreq(poem),termFreq(portrait),termFreq(print),termFreq(sermon),termFreq(state),termFreq(translat),termFreq(travel),termFreq(voyag),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1164900700_000011,"A catalogue of a valuable collection of books; Containing many Thousand Volumes, in Greek, Latin, English, French, Italian and Spanish. Cheifly in good Condition, and many in Russia, Morocco, and other elegant Bindings. In which is included the Library of the late Gilbert Joderell, Esq. And likewise the Collection of an Eminent Divine, Amongst which are Folio. Coke on Littleton, best Cay's Statutes at large, 8 v. Viner's Abridgment, 24 v. Bacon's Abridgment, 5 v. Coke's Reports, 7 vol. best Year Books, 7 vol. best Hawkins and Hale's Pleas of the Crown bulstrode, best Peere Williams's Reports, 3 vol. best Religious Ceremonies, 6 v. Russ. L. P. Montfaucon, 7 v. Russ, L. P. Camden's Britannia, 2v. Russ. Rapin with Contin. 5 v. Dr. Stukeley's Works, Burton's Leicestershire, Morocco Dugdale's Baronage Rushworth, 6 vol. Churchill's Voyages, 8 v. Great Variety of Bibles Dr. Hill's Herbal, L. P. coloured Willough by on Birds and Fishes Chambers, Postethwayte and Johnson's Dictionaries Biograph, Britannica, 7 v. Rymer's Foedera, 20 v. Medailes do Louis XIV. Morocco Statute di Rosi Darte's Canterbury, L. P. Le Roy's Greece Lord Clarendon's Anatomy Dictionaire de Calmet, 41. Calmet's Dictionary, 3 v. Patrick, Louth, and Whitdy, 6 v. Tillotson, Barrow, Stackhouse, &c. Which will begin Selling this Day (for Ready Money only) and continue on Sale till Midsummer, 1773. By Joseph White, Bookseller, At the Corner of Lincoln's Inn Fields; Who gives the full Value for any Library or Parcel of Books. Catalogues to be had at Mr. Ridley's, St. James's Street; Mr. Horneastle's. Broad Street, near Carnaby Market; Mr. Emsley, in the Strand; Mr. Lewis's, Russel Street, Covent Garden; Mr. Wilki's, St. Paul's Church Yard; Messrs. Merrill's, in Cambridge; Mr. Fletcher, in Oxford; Mr. Easton, in Salisbury; and at the Place of Sale.","White, Joseph           1791",116,1,1,0,0,8,13,0,0,0,4,5,10,0,2,0,4,4,1,1,1,2,0,3,5,1,0,0,0,0,6,5,3,0,1,3,1,7,0,6,0,2,2,1,2,11,1773,1,1,"[London : s.n., 1773].",London,104,unknown,,,FALSE,"the Royal Society, zs -; i74 623 Perrin's History of the Waldenfes and Albigenses; zs : 164 624 Carew Survey of Cornwall, 4s - 16oz * 625 Traas relatingto the late andprefent State of Scotland, 4s 1692, 626 Contareno on the Government of Venice; is 1599; 627 Voyage to thelevant.by"
1198800700_000030,"Second part of Lackington's catalogue for 1787; consisting of about thirty thousand volumes,...The whole selling...by J. Lackington,...",James Lackington,112,0,0,3,6,1,0,8,1,1,6,5,4,0,2,3,4,17,0,3,0,1,0,0,3,1,0,0,1,0,13,2,5,0,0,2,3,8,0,3,0,0,1,0,0,5,1787,1,1,"[London, 1787].",London,149,male,1746,1815,FALSE,"the.lock, ane isay on Critifin, Essay on Man, Moral Essays , c. with cuts and notes , fevwed, is 6d 177 1862 Plutarch's Comedies, is 3d rake Progress, jfcl'ed, 6d 1863 Plays eng!ifh Man in Paris richard in Cyprus roman Fa there school for Rakes cyrus maid of the Mill"
1263000400_000041,"A catalogue of books, prints, and books of prints, For 1792. Consisting of a great variety of curious articles, Selected from the valuable Libraries which have been sold during the last Winter; consisting of antient Mss. and missals, illuminated on vellum and paper; capital books of prints, histories of counties, black-letter books, &c. amongst which are the following: Folio. Gough's Sepul. Monum. Ogilby's Homer, L. P. Pine's Tapestry Campo's Crem[o]na Funeral of Albert A. Austria MS. Missal, illuminated Hollar's Cathedrals Bullart's Academie, 2 vol. Sir W. Hamilton's Vases Quarto. Grainger's Biography, with Portraits Life of Aesop, by Dudley Rademaker's Views, 4 vol. Queen Elizabeth's Prayer Book British Autography Brand's Newcastle Dresses of all the Relig-Coloured Richardson on Painting Twelves. Ancient Poetry, 26 vol. in Morocco And many others equally Scarce and Valuable. The books are now selling, for ready money only, the price of every book printed in the catalogue, By John Simco, book and print seller, No. 11, Great Queen Street, Lincoln's Inn Fields, London. Catalogues (price Sixpence) may be had of the following Booksellers, S. Hayes, No. 332, Oxford Street; Egerton, Whitehall; Sewell, Cornhill; Cook, Oxford; Merrills and Lunn, Cambridge; and Archer, Dublin. The full Value given for any Library or Parcel of Books, also Books exchanged.","Simco, John",89,4,5,0,2,0,3,1,1,1,9,1,0,0,4,0,0,3,0,0,18,2,0,0,1,5,1,1,1,1,6,2,1,0,1,2,1,0,3,1,0,3,1,2,2,0,1792,1,1,"[London : s.n., 1792].",London,176,male,1749,1824,FALSE,"of Greece, a vol. uwith ct/s, elegancty bound ad dgil:, 12s - 17 2333 ditto, 2 vol. vc:; y neat cop'; is 6d 175 2334 Pre. sent State of Germany, z vol. 3s 1738 2335 il !mana.z.r Deicriptiol of Formo cfa t, uts 4 z236 Putf'edorfi  Complete History of"
1161400200_000006,"Deighton's catalogue, 1791. A catalogue of upwards of thirty thousand volumes of valuable books; consisting of four Libraries, and several parcels of books, lately purchased; among which are Folio. Historiae Romanae Scriptores, 3 tom. Aristotelis Opera, Duval, 2 tom. Dionysius Halicarnass. ed. opt. Euripides, Barnes Platonis Opera, Serrani, 3 tom. Pindar, West, and Welsted Fables de la Fontaine, 4 tom. Edmonson's Baronetage, &c. 8 vol. Bolmfield's Norfolk, 5 vol. russia Gough's Camden, 3 vol. russia Lords Journals, 31 vol. Rushworth's Collections, 8 vol.Dodd's bible, 3 vol. Tillotson's Works, 3 vol. russia Palladio's Architecture, 5 vol. Duchald's China, 2 vol. Hanbury's Gardening, 2 vol. Chambers's Dictionary, 5 vol. russia Postlethwait's Dictionary, 2 vol. Johnson's Dictionary, 2 vol. Biographia Britannica, 4 vol. Calassia Concordantia, 4 vol. Virgilii Opera, Galsgrow Suveral Early Editions of the Classies Bacon's Works, 5 vol. russia Bruce's Travels, 5 vol. russia Gibbon's Roman History, 6 vol. russia Ashley's Voyages, 4 vol. New Peerage, 3 vol. Horsley's Newton, 5 vol. Henry's Britain, 5 vol. Colle's, and other Voyages, 9 vol. Ciceronis Opera, 9 vol. Ox. Bandello Novelle, 4 tom. Octavo. Variourum classics Ancient and Modern History, 60 vol. Anunal Register, 30 vol. Spectator, Tatler, and Guardian, 14 vol. Biographical Dictionary, 12 vol. Goldsmith's Animated Nature, 8 vol. Buffon's Natural History, 9 vol. Gentleman's Magazine, two Sets Monthly Reviews, two Sets Johnson's Poets, 75 vol. Bell's Poets, 109 vol. British Theatre, &c. &c. &c. The Whole in good condition- Many in Elegant Bindings, now on sale, (for ready money only,) January, 1791, By J. Deighton, No. 274, Holborn, London, Who gives the Full Value for, or Exchanges Books. Catalogues at the Place of Sale; where also may be had, just pulished, a separate Catalogue of Two Thousand Volume of Law Books.","Deighton, J. (John)",128,3,1,0,5,1,3,0,4,1,5,8,2,0,10,0,0,4,1,1,14,3,0,0,0,3,8,3,0,1,19,0,0,0,2,2,13,0,4,0,0,5,0,2,0,0,1791,1,1,"[London : s.n., 1791].",London,185,male,,,FALSE,"Natural hirlory of Jamaica, illu/lraled uwith 49 copperplates of curious prodnufions, delineated frcm the Objeast by GEORGE DIONYSIUS EHRET; to qwhiih is nowv added, complete Linnean Indexes, and a large Map of the i/ands; new, boards , 21 lzs 6d -789 272 The same, new, and elerantly bound in rnjfia,"
0513700400_000034,"A catalogue of valuable books, ancient and modern, in various languages, and upon every branch of science and literature. ... Now on sale ... by Thomas Payne, ...",Thomas Payne,107,1,4,0,9,0,5,0,0,0,7,0,6,0,2,0,0,2,2,0,9,3,1,2,0,2,6,2,0,0,15,1,1,0,0,4,6,0,2,1,0,2,0,6,6,0,1794,1,1,"[London], 1794.",London,311,male,1752,1831,FALSE,"of Cicero, 2 vol. large paper , very neat , rl is - - 174 2002 .nttbherocopy, 2 vol. large paper , gilt leaves , 21 2s 1741 2003 Meredith's (Sir W.) Historical remarks on the Taxation of the Free States of Antiquity , fivued, as 6d 1778 2004 Miraculous"
0513200500_000047,"A catalogue of several large collections and parcels of books, purchased since June 1785, in most languages, arts and sciences; containing a great Number of very rare Books: A fine Collection of Books of Prints, Prints, &c. The Library of a German Gentleman, Containing the best Authors in that Language. A great Number of French and Italian Books, and a large Collection of Tracts and Pamphlets. The Books in general are in exceeding good Condition, many of them in fine Preservation, and in elegant Bindings. Which are now selling remarkable cheap, for Ready Money only, By Henry Chapman, bookseller, No. 7. Old Round Court, Strand; near Chandois Street. Catalogues to be had of the following Booksellers; Mr. Hayes, No. 332. Oxford Street; Mr. J. Walker, Paternoster Row; Mr. Collins, Change-Alley; Mr. King, New Broad Street; Mess. Fletcher's, Oxford; Mess. Merril's, Cambridge: and at the Place of Sale. N. B. At the same Place may be had (price 6d.) A large Catalogue of Twenty Thousand Volumes of Books, published June 1, 1785, many of which remains unsold. N. B. The full Value given for any Library, or large Parcel of Books. - Books exchanged.","Chapman, Henry",96,0,2,1,4,1,4,0,5,2,4,4,2,0,2,0,8,1,3,1,2,5,2,0,1,0,2,0,0,0,14,0,0,0,1,2,8,4,1,2,0,1,0,1,4,2,1785,1,1,"[London : s.n., 1785].",London,119,male,1776,1796,FALSE,"Canot, ec, fine imprefiono, 15, 3244 Afi'e large Drawing, in colours, of the River Thames, from piterjham Meadowzs up tozcards Tuvitenham, by Hectel, il s 3245 Two fine Prints , by Wille, beautiflly engraved, 7s 6d 3246 Heads ofillunrious Americans, containing 12, fine Portraits , ibcfauiflt engraved, los 6d 3247"
1227200200_000036,"A catalogue of an extensive and valuable collection of ancient and modern books; consisting of many thousand volumes, ... to be sold this day, by Robert Faulder, ... 1797.",Robert Faulder,112,7,4,0,14,7,2,0,1,10,1,1,1,0,2,0,1,11,2,0,4,1,0,0,1,1,1,2,0,0,8,0,1,0,0,3,11,0,2,0,0,2,0,4,5,2,1797,1,1,"[London, 1797].",London,463,male,1747,1815,FALSE,"State of Bengal, 3 vol. in ""2, neat and gilt , 1l 16s -- i772, C. z615 Blainville's Travelsin Holland, Germany, Switzerland, Italy, c. with plates , 3 vol. feved, izs 1743 2616 The same Book , 3 vol. boards , 18s - 757 2617 Another Copy , 3 vol."
1192900400_000002,"A catalogue of several scarce and valuable libraries and parcels of books, lately purchased, with modern publications, which compose A great Variety of the most curious Books, in every Class of Learning and Branch of Literature; The Books in general are in good Condition, many of them on Royal Paper and in elegant Bindings, Which will begin to be sold, (for ready money), On Monday the 29th of April, 1782, At the Prices marked in the Catalogue, And will continue selling till all are disposed of, By Pearson and Rollason, Printers, Booksellers, and Stationers, No. 99, High-Street, Birmingham (late Aris's), where Catalogues may be had gratis. Also of Mr. Baldwin, No. 47, Pater-Noster Row, Mr. White, Fleet-Street, London; and of the Booksellers at Wolverhampton, Stourbridge, Shrewsbury, Lichfield, Stafford, Newcastle, Worcester, Warwick, Kidderminster, Bewdley, the Universities, &c. &c.","Pearson and Rollason (Birmingham, England)",133,0,1,0,5,0,2,15,0,2,0,5,0,0,4,0,4,14,2,1,10,10,0,0,3,1,1,0,0,1,17,1,0,1,1,13,0,2,1,3,0,0,0,2,4,7,1782,1,1,"[Birmingham : s.n., 1782].",Birmingham,181,unknown,,,FALSE,"of England , 5 vols. with heads , monuments, c. neat , - - 4 14 6 crety's church history , large paper , gilt and fair, I o 0 Gerrard's herbal, best edition , - - I 10 o Hill's foifils and animals, 2 vols. boards , -, 14o"
1161300500_000145,"A catalogue of a very large and curious collection of books; including the libraries of Jonathan Scot, Esq; the Rev. Mr. Laxton, ... selling this day, 1786, ... by Thomas Payne and Son, ... Catalogues may be had, ... at Mr. Sewell's, ... Mr. Owen's, ... Mr. Lewis, ... Mr. Walter, ... Mr. Robson, ... of the booksellers at Oxford and Cambridge, and at the place of sale. ...",Thomas Payne and Son,138,5,1,0,11,0,21,0,1,2,9,2,4,0,1,0,3,2,7,0,3,3,0,2,1,1,5,0,0,0,17,1,0,0,0,2,4,0,1,2,0,1,0,7,19,0,1786,1,1,"[London, 1786].",London,564,unknown,,,FALSE,"31 3s - Firenza 1661 1266 Maps and Plans to Rapin and Tindal's Hilt. of England , 72 plates , half bound , is s167 Marshal's Chronological Tables, half owned, 4s General hij!r)', Voyages , fravels, and Biography. 9 U A R 0.. 1268 ulusching's Geography, with tnapr, 6 vol."
1058701000_000011,"A catalogue of a valuable collection of books, in all branches of learning, and most languages: comprehending several libraries and parcels of books, lately purchased. The Books in general are in good Condition. Among which are Folio. Catesby's Carolina, 2 vol. coloured, and bound in Morocco Inigo Jones's Designs, by Kent, R. P. Ruins of Palmyra Rushworth's Collections, 8 vol. R. P. Universal Hist. Ancient and Modern, 24 vol. Biographia Britannica, 7 vol. Collection of Voyages, 8 vol. Russia Harris's Voyages, 2 vol. ... Locke's Works, 3 vol. Spence's Polymetis Holy Bible, bound in Turkey Patrick, Lowth & Whitby, 6 vol. Tillotson, Scot's, &c. Works Chamber's Dict. 2 vol. - Johnson's Dict. 2 vol. - Bayle's Dict. 5 vol. R. & S. P. - Ainsworth's Dict. 2 vol. Rymeri Foedera, 20 vol. Overbeke Reliquiae Urbis Romae, Russia Folio. Dion Cassius Reimarii, 2 vol. Polybius Casauboni Thuanus Buckleii, 7 vol. Plutarchi Opera, 4 vol. edit. opt. Hickesii Thesaurus, 2 vol. ch. max. Du Fresnes Glossarium, 6 vol. edit. opt. Waltheri Lexicon Diplomaticum S. Basilii Opera a Garnier, 3 vol. Hoffmanni Opera, 6 vol. Hortus Cliffortianus Gaulteri Index Conchiliorum Oeuvres de Bayle, 4 tom. Estampes de Crozat Desgodetz Edifices de Rome Overbeke Restes de L'ancienne Rome Dictionnaire de la Bible, par Calmet. 4 tom. Quarto. ... Oeuvres de Moliere, 6 vol. Ciceronis Opera Oliveti, 9 vol. Living a Crevier, 6 vol. Bacon's Works, 5 vol. Statures at Large, by Russhead, 9 vol. Philosophical Transactions, abridged, 11 vol. Which will begin to be sold cheap (the Prices printed in the Catalogue) on Monday, March 9, 1767, and continue on Sale every Day, by Charles Marsh, Bookseller, at Charing-Cross, Ten Doors below Northumberland House.","Marsh, Charles           1782",105,1,4,0,1,0,10,0,3,1,6,1,0,0,1,1,3,9,0,0,1,1,1,1,1,4,0,2,0,2,8,13,4,0,1,0,0,7,0,4,0,0,5,4,2,3,1767,1,1,"[London : s.n., 1767].",London,98,unknown,,,FALSE,"4s - - 736 7o; Liberty, a Poem , by Thompson, 5 parts complete , and ele gant/y bound , gilt leaves , 6s 173 709 Thompson's Seasons, and other Poems , with cuts , royl pap r', veyf/air, los - 1730 io Crulius's Lives of the Roman Poets, with"
1198700300_000040,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,112,0,2,0,17,0,5,4,0,4,4,4,2,0,2,0,2,7,3,0,6,1,2,0,5,3,1,3,4,2,18,2,0,0,0,2,1,0,0,0,0,4,0,1,0,1,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"morocco, ilk headbands, regij.ers, Sc. 4s 3d - 1784- 2380 Perry's State of Russia, under Peter, Is 3d 1716 2382 Puffendorf's History of Europe, 2 vol., very neat , 6s 1748 2383 Puffendorf's Hitlory of Europe, is ditto, Is 3d ditto, is 6d 2384 Paley's Principles of Moral and Political"
0513200100_000093,"A catalogue of books, including the libraries of the Rev. Francis Blackburne, ... the Rev. Richard Ward, ... and several other collections: ... Which are now selling, 1789 ... by Thomas and John Egerton, ...",Thomas and John Egerton,119,0,0,1,8,0,5,0,0,12,9,3,4,1,0,1,2,4,0,1,0,5,0,1,1,3,0,1,1,0,13,0,1,0,1,2,1,16,2,2,0,0,6,0,0,12,1789,1,1,"[London, 1789].",London,437,unknown,,,FALSE,"-- - Works , published by Bell, 9 vol. largepaper, with plates , fcwed, 1 Its 6d - - - 1774 6672 - - Another Copy , 9 vol. large paper , eleg. bound , by Banungarten, 21 12s 6d - - 1774 6673 -- -- Works , by Theobald,"
0513701000_000002,"From Lady-day to Michaelmas, 1794. A catalogue of a very extensive and valuable collection of books, ... now selling ... by William Otridge & Son, ...",William Otridge and Son,106,2,2,0,5,0,10,0,4,12,0,3,4,0,5,0,3,1,2,1,4,6,1,0,1,0,7,0,0,1,12,3,0,0,1,5,3,0,3,1,0,2,0,2,0,0,1794,1,1,"[London, 1794].",London,374,unknown,,,FALSE,"Atlas on 47 whole sheet Map :, col'ired, eitly 1nalf bound , 31 3s - 1757 IS danville's Atlas de la Chine, Tartarie, Chinoife, Thibet, and Corec, a.ee 42 Carts, I Z - alalt ye, 1737 19 Morder's English Atlas, half bound 9s. 20 Popple's American Atlas, coloured, half bonid,"
0031501900_000067,"J. Todd's catalogue for 1794. A catalogue of a most valuable and curious collection of prints, drawings, books of prints, &c. amongst which are the entire collection ofmarmaduke tunstall of wycliffe, Esa. Lately deceased to which are added a select collection of books, in all languages, and in every class of literature, including the principal Part of the library of The late Right Hon. Lord Viscount Fairfax, Of Gilling Castle, in this Country, And several other Libraries and Parcelsof Books lately purchased. The Whole will begin to be sold extremely Cheap, at the Prices printed in the Catalogue, on Monday, March 17, 1794, for Ready Money only, and continue on Sale tll Christmas next, By J. Todd, bookseller, stationer, and printseller, in Stonegate, York. - The full Value for Libraries, Parcels of Books, and Prints, in Ready Money. Catalogue, Price 1s. may be had of Mr. Johnson, Bookseller, St. Paul's Church Yard, London, and at the Place of Sale.","Todd, John",113,2,2,0,4,0,2,0,0,0,7,1,0,0,3,2,1,9,3,0,3,1,1,0,5,4,2,0,1,0,36,1,0,0,0,2,3,2,2,0,4,1,0,5,4,0,1794,1,1,"[York : s.n., 1794].",York,270,male,,,FALSE,"Vol. neat , is. - - 1735, C' 4213 Collins's Peerage of England down to the present Time, 9 Vol with the Arms, neat and gilt , 2zl is. 6d. 1779 & 1784 4214 Chapel's Modern Cook, 3 Vol. with Cuts , neat and gilt , 6s. 1736 4215 Critical"
