PassageID,Title,Author,Total termFreq,termFreq(1791),termFreq(1793),termFreq(anarchi),termFreq(assembl),termFreq(bailli),termFreq(barrer),termFreq(blood),termFreq(cap),termFreq(committe),termFreq(constitut),termFreq(convent),termFreq(cordeli),termFreq(danton),termFreq(death),termFreq(decre),termFreq(deputi),termFreq(evil),termFreq(execut),termFreq(franc),termFreq(french),termFreq(gener),termFreq(girondift),termFreq(govern),termFreq(guillotin),termFreq(head),termFreq(hebert),termFreq(jacobin),termFreq(king),termFreq(leader),termFreq(liberti),termFreq(loui),termFreq(member),termFreq(mountain),termFreq(orlean),termFreq(pari),termFreq(parti),termFreq(peopl),termFreq(popular),termFreq(power),termFreq(priest),termFreq(principl),termFreq(prison),termFreq(public),termFreq(reason),termFreq(red),termFreq(republ),termFreq(revolut),termFreq(revolutionari),termFreq(robespierr),termFreq(san),termFreq(scaffold),termFreq(terror),termFreq(trial),termFreq(tribun),termFreq(victim),termFreq(xvi),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0003000302_000047,"An historical view of the French Revolution, from the assembling of the States General in May, 1789, to the acceptance of the republican constitution in September, 1795. Together with a comprehensive detail of the causes which produced, and the consequences which have teemed from that Great Political Phaenomenon.",,51,0,0,0,6,0,1,2,0,0,1,4,0,1,0,2,0,0,1,0,2,1,0,1,0,1,0,1,6,1,3,6,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1796,2,2,"Newcastle upon Tyne : printed by and for M. Angus, 1796.",Newcastle upon Tyne,559,unknown,,,FALSE,"pension of 200, 0 livres to his children. A quetion, the most embaraffing both to the accusers of the King and to the Convention , was introduced upon the discussion of the above report. It was, whether the King was not by the constitution invested with perfec and legal inviolability;"
1278900200_000215,"A Residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. author of The history of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c.","Davis, Cornelius",29,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,2,1,1,0,1,1,1,2,0,0,0,0,0,1,0,0,1798,1,1,"Elizabeth-Town [N.J.] : Printed by Shepard Kollock for Cornelius Davis, no. 94, Water-Street, New-York, 1798.",Elizabeth|New York.,540,male,1758,1831,FALSE,"to have i3oiea a vafl qanti: o; : ir C.;. it \w.s common for himi to; fy, that h. ac.iio.. acau a. TRUE patriot, those only wlo, like himfetf, "" e: : : .:;. ir uz: : e vere ie fang,"" (wevre capab!e of dsi=ii:; a gal o bl.'od."") D'artigoyte"
0004100300_000117,"An impartial history of the war, from the commencement of the Revolution in France. Containing an Accurate Description of the Sea Engagements, Sieges, Battles, Expeditions and Conquests, of The various Contending powers. Including an Account of the General Mutiny among the Seamen, at Spithead and the Nore. Together with a particular narrative of the rise, progress, and various events accompanying the Rebellion in Ireland.",,65,0,0,0,5,0,0,0,0,1,1,10,0,0,4,4,2,0,5,1,0,1,0,0,1,0,0,0,12,0,0,3,1,1,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,2,1799,1,1,"Manchester : printed by Sowler and Russell, 1799.",Manchester,940,unknown,,,FALSE,"fair trial , or until the idea of a trial , fclould dissipate altogether. When this failed, they attempted to carry the sentence of confinement during the war, and exile after it: when that failed, they tried the appeal to the primary assemblies ; and finally, they endeavoured to save"
0199400202_000103,"The correspondent, a selection of letters, from the best authors; together with some originals, adapted to all the periods and occasions of life: Calculated to form the Epistolary style of Youth of both Sexes; to Impart a Knowledge of the World and Letters; and to Inspire Sentiments of Virtue and Morality. ...",,53,0,0,0,0,0,0,0,0,5,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,3,1,0,0,0,0,0,7,0,0,0,2,0,5,5,0,1,1,0,4,0,0,1796,2,2,"London : printed for T. Cadell, Jun. and W. Davies, (successors to Mr. Cadell) Strand, 1796.",London,353,unknown,,,FALSE,"members appeared to listen to him with sensations similar to tilofe of the inhabitants of ome great city, who hear the the murmurs of the earthquake, and feel the ground Thake beneath them, but are ignorant where the gulf will open, and what part, or if the whole, will be"
0309800402_000030,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. Author of the History of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c. In two volumes.",English Lady,39,0,0,0,0,0,2,0,0,3,0,2,0,0,1,2,0,0,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,5,3,0,0,2,0,2,1,0,1,0,0,1,0,0,1797,2,2,"London : printed for T. N. Longman, Paternoster Row, 1797.",London,493,female,,,FALSE,"danger attending it, has occasioned my abandoning my pen for the last month. several circumstances have occurred within there few days, to add to the uneasiness of our situation, and my own apprehensions. Le Bon %, whose cruelties at Arras seem I have already noticed the cruel and ferocious temper"
1278900200_000193,"A Residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. author of The history of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c.","Davis, Cornelius",38,0,0,0,1,0,1,0,0,0,0,3,0,0,2,1,2,0,0,0,2,1,0,3,0,0,0,1,0,0,0,0,1,0,0,1,1,3,1,1,0,1,1,4,0,0,1,0,2,2,0,0,1,1,0,0,0,1798,1,1,"Elizabeth-Town [N.J.] : Printed by Shepard Kollock for Cornelius Davis, no. 94, Water-Street, New-York, 1798.",Elizabeth|New York.,540,male,1758,1831,FALSE,"the seeds of division between the inhabitants of C the towns and those of the country, between the farmer, the CC mechanic, and the trader the like has happened between It is true, the wants of the lower classes are afflicting. The whole town has, for some weeks, been reduced"
1287600900_000014,"State of France, in May, 1794. Translated from the original of le comte de Montgaillard, by Joshua Lucock Wilkinson, of Gray's Inn.","Montgaillard, Maurice, comte de",44,0,0,0,1,0,0,0,0,2,0,5,0,0,1,2,0,1,0,4,2,2,0,0,0,0,0,1,0,0,0,1,0,0,1,4,0,3,0,0,0,0,0,3,0,0,5,1,2,0,0,1,1,0,1,0,0,1794,1,1,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street; J. Owen, Piccadilly; and T. Boosey, Old Broad Street, [1794].",London,71,male,1761,1841,FALSE,"[ 55 ] quently repeated these very words at the tribune of the Jacobins , particularly after the surrender of Valenciennes, and the evacuation of Toulon. Vote -14 p. 25 Cattle absolutely failed in the markets of Sceaux and Poiffy, in July and August lafi: Normandy and Poitou, which supplied"
0410800101_000012,"Letters containing a sketch of the politics of France, from the thirty-first of May 1793, till the twenty-eighth of July 1794, and of the scenes which have passed in the prisons of Paris. By Helen Maria Williams.",Helen Maria Williams,46,0,0,0,4,0,0,1,0,0,0,6,0,2,0,4,4,0,1,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,0,1,4,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,2,0,0,1796,1,2,"London : printed for G.G. and J. Robinson, Paternoster-Row, 1796.",London,292,female,1762,1827,TRUE,"nor was any member permitted to leave the hall; but, although besieged, the assembly was not yet conquered. The day passed in the. mnqft frightful tumult, and] Rabaut de.st. Etienne in vain' flood at the tribune , holding in his hand the report of the commission of twelve upon the"
1006401200_000043,"Essays on the following interesting subjects: viz. I. Government. II. Revolutions. III. The British Constitution. IV. Kingly Government. V. Parliamentary Representation & Reform. VI. Liberty & Equality. Vii. Taxation. and, Viii. The present war, & the stagnation of credit as connected with it. By John Young, D. D. Minister of the Gospel at Hawick.","Young, John, minister of the Gospel at Hawick, in Scotland",58,0,1,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,10,2,2,0,11,1,0,0,1,3,1,1,0,0,0,0,1,2,5,0,0,0,1,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1799,1,1,"London : printed for J. Mathews, No. 18, Strand; and F. Alfeston, facing Argyle Buildings, Oxford Street, [1799].",London,161,male,,,FALSE,"called a general Convention , Europe saw with astonishment, men chosen into that Convention , from the dregs of the people , of the most infamous characers, the most depraved morals, and the most abandoned principles . We saw these men adopting the views of the mob, and of the"
0372801400_000023,"Letters containing a sketch of the politics of France, from the thirty-first of May 1793, till the twenty-eighth of July 1794, and of the scenes which have passed in the prisons of Paris. By Helen Maria Williams.",Helen Maria Williams,46,0,0,0,0,0,0,0,0,3,1,4,0,0,2,1,2,2,1,3,1,1,0,3,2,0,0,0,0,0,1,0,1,0,0,3,0,3,0,2,0,0,1,2,1,0,0,2,3,0,0,0,1,0,0,0,0,1795,1,1,"Dublin : printed by J. Chambers, No. 5, Abbey-Street, 1795.",Dublin,287,female,1762,1827,TRUE,"that sentiment which our animated poet has so beautifully' described in his ode on the glorious dead. How sleep the brave, who fink to rest By all their country's wifes best? When Spring with dewy fingers cold Returns to deck their hallowed mould, She there shall drefs'a sweeter sod Than"
1558600300_000068,"An historical essay on the ambition and conquests of France, with some remarks on the French revolution. Containing 1.-Sketch of general history previous to the Frech revolution; 2.-Remarks on the French revolution from 1789 to 1791; 3.-Abridgement of the history of the revolution from 1791 to 1796.",Amabel Hume Campbell,69,0,0,0,1,0,0,0,0,1,2,1,0,0,3,1,0,0,3,14,7,3,0,3,0,1,0,2,6,1,0,0,1,0,0,0,5,1,0,2,0,1,0,0,0,0,3,4,1,1,0,0,0,1,0,0,0,1797,1,1,"London : Printed for J. Debrett, opposite Burlington House, Piccadilly, 1797.",London,373,female,1751,1833,FALSE,"nurn. bers of the people were ready to promote a cou nter revolution , 190 Fluduation of parties , r94* Every fiep taken to serve the unhappy royal family of France , observed to have umltimnately accelerated their deftwa~ion, 199 Embarrassing situation of the King under the new constitution which"
1476500137_000049,"The Parliamentary register; or, History of the proceedings and debates of the House of Commons; Containing an account of the most interesting speeches and motions; accurate copies of the most remarkable letters and papers; of the most material evidence, petitions, &c. laid before and offered to the House, during the first session of the fifteenth Parliament of Great Britain. Begun to be holden at Westminster on the 31st day of October 1780.",Great Britain. Parliament. House of Lords,45,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,3,0,2,1,0,0,0,2,0,0,0,4,0,0,3,0,0,0,0,2,0,1,1,1,0,0,1,2,0,0,1,0,4,1,0,0,0,5,4,0,0,1781,37,45,"London : Printed for J. Almon and J. Debrett, opposite Burlington-House, in Piccadilly, MDCCLXXXI. [1781].",London,775,unknown,,,FALSE,"imprisonment. A few more sentences of this kind are want'( ( to dcrtroyi the decfire of gain, which is carried to a fcuindalous "" ecefsc in this commercial town; but the' Tribunal spares nobody, "" and thle cause of liberty will prosper."" From Bordeaux a regular account was transmitted to"
0410800102_000015,"Letters containing a sketch of the politics of France, from the thirty-first of May 1793, till the twenty-eighth of July 1794, and of the scenes which have passed in the prisons of Paris. By Helen Maria Williams.",Helen Maria Williams,43,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,1,0,2,0,0,0,1,2,0,0,0,0,1,0,0,1,0,2,0,6,0,1,0,0,5,1,0,0,1,1,2,5,0,0,0,1,3,1,0,1796,2,2,"London : printed for G.G. and J. Robinson, Paternoster-Row, 1796.",London,275,female,1762,1827,TRUE,"In the groves of their ( 90) their academy, at the end of every vista I see the gallows !"" Ah Liberty ! best friend of mankind, why have sanguinary monsters profaned thy name, and fulfilled this gloomy predieion! -- - A great amphitheatre was raised in the garden of"
1584200124_000090,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,45,0,0,0,0,0,0,1,0,0,0,4,0,2,0,1,0,0,2,0,1,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,1,2,5,0,0,0,3,0,0,2,0,1,9,0,0,0,0,1,0,0,1783,24,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,527,unknown,,,FALSE,of which he was the author were committed under the idea of .their being necessary to the safety of the Republic ; and it was some time before the nation discovered that there atrocities were in reality orinly thie contrivancesof Robespierre to get removed out of the way such as
1288701400_000008,"The history of Robespierre, political and personal. Containing, his principles, actions, and designs, in the Jacobin Club, Commune of Paris, Constituent Assembly, and the Convention The whole comprehends interesting particulars respecting His commencing Politician, establishing his Tvranny, and falling the Victim of National Vengeance. Interspersed with interesting traits and curious anecdotes of rmarkable characters. To which is added, a brief sketch of his person, life and manners.",,51,0,0,0,5,0,0,3,0,0,1,4,0,1,2,1,2,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,4,0,0,2,0,2,1,2,0,0,4,0,0,0,0,1,0,8,2,0,0,0,0,0,0,1794,1,1,"London : printed by C. Whittingham, for B. Crosby, No. 4, Stationers Court, Ludgate Street; and T. Boosey, Old Broad Street, 1794.",London,140,unknown,,,FALSE,"meffagcs, and withheld his forces' Nothing could evince more the height of powver to which Robespierre had now risen, than his screening Santerre from being brought to justice by the National Assembly , for this civil dclin quency, and daring to accuse britfot, a republican of the most zealous integrity."
0662901200_000013,"The history of Robespierre, Political and Personal. Containing, his principles, actions, and designs, in the Jacobin Club, Commune of Paris, Constituent Assembly, and the Convention. The whole comprehends interesting particulars respecting His commencing Politician, establishing his Tyranny, and falling the Victim of National Vengeance. Interspersed with interesting traits and curious anecdotes of remarkable characters. To which is added, a brief sketch of his person, life and manners.",,53,0,0,0,5,0,0,0,0,2,0,4,0,1,0,2,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,3,0,0,1,3,0,0,0,1,2,0,1,0,0,15,0,0,1,0,4,0,0,1794,1,1,"London : printed by C. Whittingham, for B. Crosby, No. 4, Stationers Court, Ludgate Street; and T. Boosey, Old Broad Street, 1794.",London,142,unknown,,,FALSE,"who, they informed him, were, to their knowledge, .potcd in this. place to murder him. This increased the indignant horror against Robespierre , who now vainly endeavoured to mount [ 57 ] mount the Tribune . It was stated, that a imai accused of such atrocity, ought to be heard"
0663600500_000016,"J. P. Brissot, Deputy of Eure and Loire, to his constituents, on the situation of the National Convention; on the influence of the anarchists, And The Evils IT Has Caused; and on the necessity of annihilating that influence In Order To Save The Republic. Translated from the French. With a preface and occasional notes by the translator.",Jacques Pierre Brissot,44,0,0,1,2,0,0,1,0,0,0,8,0,1,2,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,4,2,0,0,0,1,1,5,0,0,1794,1,1,"Dublin : printed for Messrs. Burnet, Wogan, Mcdonnell, Jones, Moore, and Dugdale, [1794?].",Dublin,88,male,1754,1793,FALSE,"inaaive who remained under their power ; they hoped to frighten all the journal writers out of the Convention . a narrow coiputation of little conspirators 1 I hey knew not that a revolution , at all times and in all places, brings out men of courage, who fear not"
1212000300_000023,"Information concerning the strength, views, and interests of the powers presently at war; intended to assist true friends to Themselves and Their Country, to judge of the Progress and Effects of the Present War; and to decide upon the grand question of immediate peace? Or war for another campaign? By Robert Heron.",Robert Heron,64,0,0,0,3,0,1,0,0,6,0,3,0,0,0,0,3,0,1,3,2,1,0,6,0,1,0,0,0,1,0,0,1,0,0,1,1,5,0,6,0,3,0,6,0,0,4,1,2,0,1,2,0,0,0,0,0,1794,1,1,"Edinburgh : printed for R. Morrison and Son, Perth; G. Mudie, and Manners and Miller, Edinburgh; Ja. Gillies, and Brash and Reid, Glasgow; J. Burnet, Aberdeen; and the other booksellers in town and country; and for Vernor and Hood, Birchin-Lane, London, 1794.",Edinburgh,329,male,1764,1807,FALSE,"Brittany, and Normandy are the provinces in which a new order of things is the most impatiently desired. In these provinces, the whole mass of the people want only arms, a secure opportunity, ad leaders , to rise in infur reetion, and declare openly against the Convention . Normandy will"
0045102600_000010,The religious and civil advantages enjoyed by those who live under the British government; and their duty in consequence of these; with the dreadful nature of a national revolution.,,56,0,0,0,3,0,0,3,0,0,1,1,0,0,2,0,0,0,1,10,0,2,0,3,1,0,0,5,6,1,3,0,1,0,0,3,0,3,0,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1796,1,1,"Berwick : printed for the Author. Sold by B. Law and Son, London; J. Dickson, Edinburgh; G. Elliot, Kelso; and W. Phorson, [1796].",Berwick-upon-Tweed,71,unknown,,,FALSE,"it was accomplished, was of short duration. Thole who conffituted the first national. Assembly many of whom were persons of learning and integrity, afraid least they should give the people too little liberty , undoubtedly erred in giving them too much. Their permitting the Jacobins to meet, deliberate, and animadvert"
