PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accept),termFreq(accord),termFreq(altar),termFreq(anoint),termFreq(aton),termFreq(blood),termFreq(bread),termFreq(bring),termFreq(brought),termFreq(bullock),termFreq(burn),termFreq(burnt),termFreq(children),termFreq(clean),termFreq(command),termFreq(congreg),termFreq(continu),termFreq(door),termFreq(drink),termFreq(eat),termFreq(fat),termFreq(father),termFreq(favour),termFreq(fine),termFreq(flour),termFreq(foul),termFreq(goat),termFreq(god),termFreq(hall),termFreq(halt),termFreq(hand),termFreq(head),termFreq(holi),termFreq(israel),termFreq(kid),termFreq(kill),termFreq(lamb),termFreq(law),termFreq(levit),termFreq(meat),termFreq(month),termFreq(mose),termFreq(offer),termFreq(oil),termFreq(peac),termFreq(peopl),termFreq(priest),termFreq(princ),termFreq(ram),termFreq(sacrific),termFreq(servic),termFreq(spake),termFreq(tabernacl),termFreq(tenth),termFreq(unclean),termFreq(vow),termFreq(water),termFreq(work),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0071000100_000087,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, by his Majesty's Special Command. Appointed to be Read in Churches.",,134,0,0,0,12,1,4,10,0,3,0,6,6,8,0,1,1,4,0,1,0,1,6,0,0,0,0,0,3,1,3,0,4,4,0,0,2,4,2,0,0,0,0,1,20,0,3,1,8,0,0,3,0,1,3,0,6,0,0,0,1,1795,1,1,"Cambridge : printed by John Archdeacon and John Burges, Printers to the University; and sold by C. Dilly, F. & C. Rivington, and B. & J. White, in London; and J. & J. Merrill, in Cambridge, MDCCXCV. [1795].",Cambridge,1031,unknown,,,FALSE,"7fcr any' ofth.epepfp'e. X When the sin, which they have fn A N D the LORD spake unto Moses , ned against it, is known, then the con.. gregation fiall offer a young bullock for the 1, m tile sin, and briig him before the taber come to his knowledrge:"
1480900401_000122,"The Holy Bible illustrated and explained: Or, A complete treasure for every Christian. Containing the sacred text at large of the Old and New Testaments. With an exposition and paraphrase of all the difficult passages, by way of notes, at the bottom of each page. Together with the books of Apocrypha, printed and commented on in the same manner. Embellished with the books of Apocrypha, printed and commented on in the same manner, embellished with an hundred and ten copper-plate prints, descriptive of the principal scripture histories. By the Reverend John Butley, A.B. late student of Christ Church, Oxon.","Butley, John",117,8,0,0,7,6,0,5,1,2,4,3,2,3,5,0,4,4,0,2,0,1,5,0,0,0,0,0,0,0,0,0,2,4,1,2,1,1,0,1,0,1,0,7,13,3,5,3,1,0,3,3,0,1,2,0,0,0,1,0,0,1762,1,1,"London : Printed for H. Woodgate, at the Golden Ball in Pater-noster-Row; and sold by Mr. Prince, at Oxford; Merill, at Cambridge; Collins, at Salisbury; Leake, at Bath; Williamson, in Bride-street, Dublin; and by all other booksellers and stationers in town and country, 1762.",London,1018,unknown,,,FALSE,"made by fire unto the LORD, even the soul that eateth? it, shall be cut off from his people . 26 motcover, ye thall eat no manner of blood , whether it be of fowl or of beaff, in any of your dwellings,. 27j Whatsoever soul it be that eateth"
0065900200_000139,"The holy Bible, containing the Old and New Testaments: Translated out of the Original Tongues: and with the Former Translations Diligently Compared and Revised, by his Majesty's Special Command. Appointed to be read in Churches.",,121,0,0,0,2,1,1,0,3,3,1,0,1,3,1,1,0,3,0,3,9,2,0,1,0,1,1,0,0,1,6,0,2,8,2,1,0,0,3,4,0,2,0,1,22,2,3,2,8,0,2,1,0,1,2,0,1,3,6,0,1,1800,1,1,"Oxford : printed at the Clarendon Press, by Dawson, Bensley, and Cooke, Printers to the University: and sold at the Oxford Bible Warehouse, in Paternoster Row, London, [1800].",Oxford,1230,unknown,,,FALSE,"these curses in a book, and he shall blot them out with the bitter water : 24 And he Thall cause the woman to drink the bitter water that caufeth the curse: and the water that caufeth the curie shall enter into her, and become bitter. 25 Then the priest"
0060000200_000104,"The new family Bible: or, divine library. Containing the sacred text at large of the Old and New Testament; with the Apocrypha. With notes selected from the most eminent and approved Commentators. The Whole carefully Revised and Corrected.",,137,14,0,0,9,1,3,7,3,0,4,1,1,10,1,0,8,2,0,3,0,2,6,0,1,0,0,0,1,0,1,0,7,2,0,1,1,0,0,0,0,1,0,15,13,3,1,2,2,0,7,1,0,0,1,0,0,0,1,0,1,1777,1,1,"Shrewsbury : printed by T. Wood; and sold by G. Robinson, Pater-Noster-Row; and T. Vallance, Cheapside, London, MDCCLXXVII. [1777].",Shrewsbury,1320,unknown,,,FALSE,"burnt the head , and the pieces, and the fat . at And he walled the inwards and the legs in water ; and Moses burnt the whole ram upon the altar : it was a burnt facrifice for a ifect favour , and an offiering made by fire unto"
1271300700_000110,"The New Testament of our Lord and Saviour Jesus Christ, ...",,124,0,4,0,0,0,1,0,6,1,4,2,0,2,3,1,1,0,0,0,2,2,0,0,0,2,2,0,2,3,18,0,1,0,8,3,1,1,4,0,0,2,2,1,24,1,1,0,3,0,1,3,0,2,1,1,0,1,0,5,2,1773,1,1,"Oxford : printed by T. Wright and W. Gill: sold by S. Crowder, London ; and W. Jackson, in Oxford, 1773.",Oxford,1187,unknown,,,FALSE,"will offering ; but for a vow it shall not be accepted . z2 Ye stall not offer unto the LORD that which is bruised, or crushed, or broken, or cut; neither ( hall you make any offering thereof in your land. 25 Neither from a firanger's hand shall ye"
1533300100_000097,"The Holy Bible, containing the Old and New Testaments: Translated out of the original tongues: and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,120,5,1,0,10,1,1,5,0,6,0,1,3,4,0,0,0,3,0,2,0,0,5,0,1,3,3,0,2,0,2,0,2,5,1,1,0,4,1,0,0,5,0,1,20,4,1,0,7,0,0,3,0,1,4,0,0,0,2,0,0,1783,1,1,"Oxford : Printed at the Clarendon Press, by W. Jackson and A. Hamilton, printers to the University: and sold by W. Dawson, at the Oxford Bible Warehouse, in Paternoster Row, London, 1783.",Oxford,1472,unknown,,,FALSE,"mrott holy of the offerings of the Loan mnade by fire. 4 B And if thou bring an oblation of 2 meat offeringg baken in the oven, itfal ctn be! unleavened cakes of fine flour mingle d with oil , or unleavene d wafers "" anointed wtith oil . 5"
1682600101_000101,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,99,1,0,0,0,0,2,0,3,2,3,1,1,3,4,1,1,1,2,0,3,1,0,0,1,2,2,0,0,5,8,2,0,0,4,1,1,0,2,1,0,4,3,4,14,2,1,2,1,0,0,1,0,3,2,2,0,0,0,2,0,1743,1,2,"London : Printed by Thomas Baskett and Robert Baskett, printers to the King's Most Excellent Majesty, 1743.",London,643,unknown,,,FALSE,"no workin that same rnffh, of the first year, for a burnt offering day; for it a day of atonement to mnkt unto the LORD.. an atonement for you before the LORD 13 And the meat ofitring thereof/iall be your God . two tenth deals of fine flour mingled with"
1533400300_000089,"The Holy Bible containing the Old and New Testaments, Newly translated our of the original tongues: and with the former translations diligently compared and revised. By His Majesties special command. Appointed to be read in churches.",,150,16,0,0,12,0,2,5,1,0,3,4,1,14,1,0,7,4,0,2,0,1,6,0,0,0,0,0,1,0,0,0,2,2,1,1,1,1,1,1,0,1,0,11,21,1,3,10,0,0,6,2,0,0,4,0,0,0,0,0,1,1705,1,1,"Edinburgh : Printed by the heirs and successors of Andrew Anderson, printer to the Queens Most Excellent Majesty, Anno Dom, Anno Dom. MDCCV. [1705].",Edinburgh,916,unknown,,,FALSE,"the liver, C the two kid and of the bread , shall ye burn with fire. neys, their fat , &8mofesburned it upon the altar 33 And ye hal: not go out: of the door of the 17 But the bullock and his hide, his flesh and tabernacle of the"
0071000200_000074,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the Former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be Read in Churches.",,164,14,0,0,8,6,0,6,5,3,1,6,3,2,2,0,0,3,0,2,0,1,5,0,0,0,1,0,0,0,11,23,7,6,4,2,0,2,0,0,0,0,0,0,12,5,1,0,2,0,15,1,0,0,4,0,0,0,1,0,0,1763,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXIII. [1763].",London,841,unknown,,,FALSE,"unleavened bread , and cakes unleavened tempered with oil , and wafers unleavened anointed Before anointed with oil : of wheaten flour ( halt thou Chrilt make them. 1491 3 And thou Ihalt put them into one basket, and bring them in the basket, with the bullock and the two"
1152800200_000094,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently Compared and Revised. By his Majesties Special Command. Appointed to be Read in Churches.",,140,4,0,1,7,2,0,8,0,3,0,7,4,2,1,0,1,8,0,3,0,1,13,0,1,0,0,0,1,0,4,1,4,4,0,1,0,4,1,0,0,1,0,1,29,2,5,2,5,0,0,2,0,1,5,0,0,0,0,0,1,1712,1,1,"London : printed by the assigns of Thomas Newcomb, and Henry Hills, deceas'd; Printers to the Queens most Excellent Majesty, MDCCXII. [1712].",London,1192,unknown,,,FALSE,"the fire, even corn beaten out of full ears. 5 And thou ( halt put oil upon it, and lay frankincense thereon :. it is a meat offer ing. 16 And the pries shall burn the memorial of it, part of the beaten corn thereof, and part of the oil"
0066400201_000092,"The holy Bible, containing the Old and New Testament. With notes. By the Revd. Anselm Bayly, LL. D. Sub-Dean of His Majesty's Chapels Royal. ...",Anselm Bayly,118,12,1,1,3,1,1,1,0,1,1,0,1,5,2,4,3,4,0,1,2,6,3,0,0,0,0,0,1,1,3,0,2,1,5,3,0,0,0,0,0,1,0,11,16,1,3,6,0,0,0,2,0,3,3,0,2,0,1,0,0,1773,1,2,"London : printed for W. Davis, Piccadilly, G. Kearsley, Fleet Street, F. Newbery, St. Paul's Church-Yard, W. Domville, Royal Exchange C. Piguenit, Berkley-Square, and John Wheble, Pater-Noster-Row, MDCCLXXIII. [1773]-74.",London,743,unknown,,1794,FALSE,"fat upon the altar ; 21 And the breasts and the right Ihoulder Aaron waved for a wave offering before the LORD; as Moses commanded . 22 And Aaron lift up his hand towards the people , and blessed them; and came down from offering of the sin offering ,"
0070300500_000094,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,138,15,0,0,5,10,0,5,4,0,5,3,1,4,4,0,7,5,0,3,0,2,3,0,1,0,0,0,0,0,2,0,7,4,1,3,0,0,0,1,0,1,0,7,15,5,2,0,1,0,5,1,0,1,4,0,0,0,1,0,0,1752,1,1,"Dublin : printed by and for George Grierson, Printer to the King's Most Excellent Majesty, at the King's Arms and Two Bibles in Essex-Street, MDCCLII. [1752].",Dublin,1036,unknown,,,FALSE,"I tlken of the children of frael, from off' the sacri sices of their peace offerings , and have given them unto Aaron the pries, and unto his sons, bya tatute for ever, among the children of Israel . 35 ¶ This istl ephrtiin of the anointing of Aaron ,"
1370200100_000101,The Holy Bible containing the Old Testament and the New: Newly translated out of the original tongues. And with the former translations diligently compar'd & revis'd by His Ma[jesties] special comand appointed to be read in churches.,,112,0,0,3,1,1,0,0,0,0,0,5,0,3,4,0,2,1,0,0,0,0,0,0,0,3,3,0,10,0,1,1,0,0,0,2,4,0,8,0,2,5,2,4,19,2,4,0,0,3,8,1,2,3,1,1,0,0,0,0,3,1711,1,1,"London : Printed by the assigns of Thomas Newcomb, and Henry Hills, deceas'd printers to the Queens Most Excellent Majesty, 1711.",London,1149,unknown,,,FALSE,"he goats ,, five lambs of the first year, Thisla wa .heof eig of Pagiel the 7 78 On the twelfth day Ahir the Tonne of Enan, pri~cse' of the chil Sdrcn of ~naptali, ofered. · 79/ His offering wash one silver charger, the weight whereof was an ~hinmdred arid"
0065800200_000096,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,135,13,0,0,8,9,0,4,3,0,4,4,3,4,4,0,8,6,0,2,0,1,4,0,0,0,0,0,0,0,0,0,2,5,1,3,0,1,0,1,0,1,0,10,14,2,4,0,2,0,5,1,0,1,4,0,0,0,1,0,0,1743,1,1,"Oxford : printed by Thomas Baskett and Robert Baskett, Printers to the University, MDCCXLIII. [1743].",Oxford,1292,unknown,,,FALSE,"shall burn the fat upon the altar : but the breast Shall be Aarons and his sons. 32 And the right shoulder shall ye give unto the prieftfi; an heave ofiering, of the flcrifices of your peace offerings , 33 He among the sons of Aaron that offereth the blood"
0077300400_000110,"The holy Bible, containing the Old and New Testaments: newly translated out of the original tongues; and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,87,0,0,1,1,2,0,0,1,0,2,2,0,3,3,0,0,2,0,1,4,2,0,2,0,2,3,0,2,1,2,1,2,4,1,2,2,0,3,2,0,1,0,0,10,3,3,0,2,1,6,3,0,1,1,0,0,2,0,0,1,1770,1,1,"Edinburgh : printed by Alexander Kincaid His Majesty's Printer, MDCCLXX [1770].",Edinburgh,1014,unknown,,,FALSE,"driorofthetabernacleofthe when. wise goeth aside to another in congregation . stead of her hsband, and in defiled; a Andhe fhllofferlisofferingun 30 Or when the fipirit of jelouly to the LO .D, one he lamhofthe sirs comneth upon him, and he be Jealous year without blemiti for a burnt of nocrhia"
1454000300_000114,"The New Testament of our Lord and Saviour Jesus Christ, ...",,124,9,0,2,0,1,2,0,1,2,0,4,0,1,13,0,1,7,0,0,0,1,0,0,0,1,1,0,0,0,4,1,2,1,0,10,0,0,1,0,17,1,2,8,10,1,0,0,0,0,1,0,6,2,5,0,1,0,1,2,2,1716,1,1,"London : printed by John Baskett, and by the assigns of Thomas Newcomb, and Henry Hills, 1716.",London,1215,unknown,,,FALSE,": I I thall be h nune* Is And after that thall the Levates go io, to I do the service of the tabernacle of the conglre gation: and thou thalt ckeanfe them, and of ser them for an offering . i6 For they are wholly given unto me from"
0066300201_000180,"The elegant family Bible: or, a treasury of divine knowledge; containing the sacred text of the Old and New Testament at large; with notes, Historical, Critical, Practical, and Explanatory: Calculated to restore True Piety, and create a Veneration and Esteem for that most Valuable of Books, the Bible. By the Reverend Samuel Rogers, M. A. Rector of Chellington, in Bedfordshire.","Rogers, Samuel, Rector of Chellington",137,10,0,0,5,4,0,5,1,3,3,4,2,3,5,0,5,3,0,2,0,2,6,0,0,0,0,0,0,3,7,0,3,2,0,3,0,0,0,2,0,1,0,10,20,1,6,2,4,0,2,4,0,1,2,0,0,0,1,0,0,1765,1,2,"London : printed for S. Bladon, at the Paper-Mill, in Pater-Noster-Row; and sold by the booksellers; of Oxford and Cambridge; Messrs. Smith and Son, in Dublin; Mr. Ewtherington at, York; Mr. Slack at Newcastle; and all other Booksellers in Great Britain and Ireland, MDCCLXV. [1765]-67.",London,1284,unknown,,,FALSE,"the heave'  itself, and the fat of that which is torn shoulder have I taken of the children of si with beasts, may be used in any other ule: Ilifael, from offthefacrifices of their peace +-. ye stall in no wise eat of it. offerings , and have given"
1708600100_000123,"The Holy Bible, containing the Old and New Testaments: Newly translated out of the original tongues; and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,172,0,0,1,1,2,0,0,0,0,2,6,0,6,5,0,0,1,0,0,0,0,0,1,0,5,5,0,12,0,0,0,0,1,0,1,6,0,12,0,2,5,0,1,45,5,6,0,0,10,12,6,3,1,3,0,0,0,0,0,6,1787,1,1,"Edinburgh : Printed by the assigns of Alexander Kincaid, His Majesty's printer, MDCCLXXXVII. [1787].",Edinburgh,1134,unknown,,,FALSE,"to Alofes. 5  One young bullock , one ram , r Lcv. :. and it came to pars, on the day one lamb of the first year, for a i: that Moses had fully a set up the burnt offering : .""0. tabernacle , and had anointed it, and"
1617300100_000069,"The Holy Bible, Containing the Old testament and the New: translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,127,5,0,2,7,2,6,1,0,0,1,0,5,3,4,0,0,6,1,1,3,0,0,0,0,0,1,0,0,3,13,12,2,0,3,5,0,0,2,0,0,2,0,2,15,5,0,0,1,0,0,1,1,3,6,1,0,0,2,0,0,1790,1,1,"Cambridge : Printed by J. Archdeacon printer to the University; and sold by John, Francis & Charles Rivington, Benjamin White, and Charles Dilly, in London; and J. & J. Merrill, in Cambridge, 1790.",Cambridge,1193,unknown,,,FALSE,"one lamb a tenth deal cf flour mingled with the fourth part of an hin of beaten oil ; and the fourth part of an hin of wine, for a drink offering . 41 And the other lamb thou ( halt offer at even, and ( halt do thereto according"
0065100200_000083,"The holy Bible, containing the Old Testament and the New: Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,160,6,0,0,4,3,1,2,2,1,0,0,4,5,1,0,0,1,0,0,0,5,4,0,0,2,3,0,0,0,21,3,1,0,10,0,0,2,0,4,0,7,0,3,36,6,5,0,8,0,0,3,0,3,2,1,0,0,1,0,0,1778,1,1,"Oxford : printed by T. Wright and W. Gill, Printers to the University: sold by S. Crowder, in Pater-Noster Row, London; and by W. Jackson, in the High-Street, Oxford, MDCCLXXVIII. [1778].",Oxford,1007,unknown,,,FALSE,"wist it not: morning, and lay the burnt offering in, and it fall be forgiven him. and he hall burn thereon 19 It i; a trefpafs offering : he hath the fat of the peace offerings . certainly trespassed against the lord. 13 The fire hall ever be burning upon"
0065900101_000172,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues; and with the Former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,179,0,0,1,0,0,3,0,1,1,0,10,0,13,1,0,0,1,4,0,5,0,0,0,1,0,5,0,4,0,4,0,1,0,5,1,3,0,12,0,0,11,7,2,40,6,0,0,1,0,10,3,0,0,1,14,0,0,0,4,4,1773,1,2,"London : printed by Charles Eyre and William Strahan, Printers to the King's most Excellent Majesty, MDCCLXXIII. [1773].",London,830,unknown,,,FALSE,"at his word they shall come in, both without spot; , li: :,, : D. Uzt. he, and all the children of Israel with him, 2 And k three tentlh deal of flour /or a' : k.; 4.. { ', -14 ever all the congregation . meat offering , mingled"
