PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(appoint),termFreq(arm),termFreq(armi),termFreq(articl),termFreq(britain),termFreq(brother),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(common),termFreq(council),termFreq(countri),termFreq(court),termFreq(crown),termFreq(duke),termFreq(duti),termFreq(earl),termFreq(england),termFreq(english),termFreq(forc),termFreq(franc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hous),termFreq(ireland),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(london),termFreq(manner),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(reason),termFreq(receiv),termFreq(reign),termFreq(salt),termFreq(scot),termFreq(scotland),termFreq(sever),termFreq(state),termFreq(taken),termFreq(trade),termFreq(treati),termFreq(union),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1321700100_000106,"Memorials of the English affairs, from the suppos'd expedition of Brute to this island, to the end of the reign of King James the First. By Sir Bulstrode Whitlocke, lord commissioner of the Great Seal, &C. Publish'd from his original manuscript, with some account of his life and writings by William Penn, Esq; governour of Pensylvania. And a preface by James Welwood. M.D.","Whitlocke, Bulstrode",97,0,0,1,1,1,1,0,0,0,2,2,0,1,1,1,1,1,0,2,2,2,3,2,0,2,0,0,3,26,0,3,7,0,1,0,1,0,0,4,0,0,3,5,1,1,0,1,0,2,0,0,4,3,0,1,0,2,0,0,3,1709,1,1,"London : Printed for E. Curll at the Peacock without Temple-Bar, E. Sanger at the Post-House at the Middle Temple-Gate, and J. Pemberton at the Golden-Buck against St. Dunstan's-Church, Fleet-street, 1709.",London,386,male,1605,1675,FALSE,"and some of his Council ; for which Five mean Persons were caught and executed. Meanwhile the King did not neglect Ireland ; the Soil where there Muihrooms most did prosper; he sent Commissioners and Forces thither. The wild iri/h and guilty Persons fled into the Woods and Boggs; Poynings,"
0953900700_000319,"Memorials of the English affairs: or, an historical account of what passed from the beginning of the reign of King Charles the First, to King Charles the Second his happy restauration. Containing the publick transactions, Civil and Military: together with the private consultations and secrets of the cabinet. By Mr. Whitelock. With a Compleat index.","Whitlocke, Bulstrode",123,0,0,2,0,22,3,0,0,2,1,0,4,4,0,0,0,0,0,0,0,0,2,0,10,2,2,4,2,5,6,3,0,4,2,0,0,2,7,10,1,0,2,2,2,5,0,0,0,0,0,0,2,2,4,0,1,1,2,0,0,1732,1,1,"London : printed for J. Tonson: and sold by J. and J. Knapton, R. Knaplock, A. Bettesworth and C. Hitch, G. Strahan, J. Pemberton, F. Fayram and T. Hatchet, C. Rivington, J. Batley, J. Brotherton, F. Giles, R. Williamson, J. Stagg, T. Osborne, L. Gilliver, and F. Coggan, MDCCXXXII. [1732].",London,732,male,1605,1675,FALSE,"- ··· ·. 7 · Juo Discharge of the Sequestration of Colonel i647 Braling's Estate. a. Confirmation ds Exeter Articles . Order for five hundred Pounds, for the Lotd Ormond. Army . The General , Council of the Army desired fioic Alterations and Additions might be made to the Propositions"
0705300103_000663,"The history of England, written originally in French by Rapin de Thoyras: translated into English, with additional notes; and continued from the Revolution to the accession of King George II. By N. Tindal, M. A. Late Rector of Alverstoke in Hampshire, and Chaplain to the Royal Hospital at Greenwich: with the reign of George the II: by T. Smollett, M.D. And an index to each volume. ... Illustrated and Embellished with Portraits of the Kings, Queens, and illustrious Personages, Monuments, Great-Seals, Coins, naval and military Engagements, &c. and Maps of the different Parts of the World, where the Important Events of this History took Place.",Tobias Smollett,82,1,0,1,0,4,2,0,1,1,1,0,0,2,3,0,1,2,1,1,4,2,1,6,1,3,0,2,1,12,0,2,5,0,0,0,3,1,3,4,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,3,0,0,1789,3,5,"London : printed by and for John Harrison No. 115, Newgate-Street; and sold by all the book-sellers in Great-Britain and Ireland, MDCCLXXXIX. [1789].",London,678,male,1721,1771,TRUE,"as II is cont; be alferted and held f nations , and no other upon, recommended t to be permitted, by V the said confession of The general terms ing religion are expre the parliament , or ra was, to oblige equal The first, by support blifhnient, and the latitude"
0011900105_000278,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In five volumes. By David Hume, Esq ; ...",David Hume,94,1,1,2,0,2,0,0,0,1,1,0,0,1,2,2,6,2,0,5,12,2,2,6,2,0,0,0,0,8,0,2,1,1,0,0,0,0,0,2,1,1,1,0,0,0,2,8,1,1,1,0,4,1,0,2,2,0,2,0,3,1796,5,5,"Montrose : printed by D. Buchanan; and sold by him, Messrs. Darton & Harvey Grace-Church Street London, W. Creech, Bell & Bradfute, Geo. Mudie & Son Edinburgh; W. Coke Leith; Ja. Duncan & Son, J a. Gillies, Glasgow; and Morison & Son Perth, M,DCC,XCVI. [1796].",Montrose,506,male,1711,1776,TRUE,"express inquiry into the nature of the. homage paid by the kings of, to tbofc of England , sig; He reduces the Englihh in Scotland , and isacknowledged by the whole country , II 8 Bruce defeats Edward at Bannockburn, lo. The independency of, oftablithed by this iriaory, ib. He"
0011000103_000900,"The history of England. Written originally in French by M. Rapin de Thoyras. Translated into English by John Kelly of the Inner Temple, Esq; to which is added, critical and explanatory notes; also Chronological and Genealogical tables: with some particulars of the life of M. Rapin.",Thomas Lediard,93,0,0,1,0,0,3,4,0,1,0,0,1,0,0,0,2,0,2,1,9,1,0,0,2,0,0,0,0,2,18,0,0,0,0,0,1,0,1,5,0,0,0,2,0,3,0,4,0,1,4,2,1,8,2,1,0,3,4,3,1,1732,3,3,"London : printed for James Mechell, at the King's Arms, near Red Lion Street, High Holborn, MDCCXXXII. [1732].",London,891,male,1685,1743,FALSE,"tions of the inliiing year. Her Majesty and the states - general continued, And of iiun in the mean time, their mediation between the Em gary. peror and the malcontents in Hungary; but to very little purpose: the negotiations were broken off, and each fide again prepared to renew the"
1475000100_000136,"A new geographical and historical grammar: Wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing, I. A description of the figure and motion of the Earth. II. Geographical definitions and problems, being a necessary introduction to this study. III. A general division of the globe into land and water. IV. The situation and extent of the several countries contained in each quarter of the world; their cities, chief towns, history, present state, respective forms of government, forces, revenues, taxes, revolutions, and memorable events. Together with an account of the air, soil, produce, traffic, curiosities, arms, religion, language, universities, bishopricks, manners, customs, habits, and coins, in use in the several kingdoms and states described. By Mr. Salmon. Illustrated with a set of twenty-three new maps of the several countries; drawn, by the direction of Mr. Salmon, and ingraved by Mr. Jefferys, geographer to his Royal Highness the Prince of Wales.",Thomas Salmon,94,0,1,0,0,2,0,1,2,1,0,1,1,1,1,3,2,6,0,6,4,0,3,4,5,0,0,2,1,11,0,2,0,2,0,0,1,2,2,3,1,0,0,2,0,0,4,2,0,0,2,0,0,2,0,3,1,0,0,0,7,1751,1,1,"London : Printed for William Johnston, at the Golden-Ball in St. Paul's Church-Yard, MDCCLI. [1751].",London,646,male,1679,1767,FALSE,"be proclaimed King of England , Scotland , and Ireland , by the Name of .ames III At which King William and thje British Nation were so exasperated, that they concluded an Alliance with the Emperor and the States genertl against France , which obtained the Naime of The Grand"
1726700300_000491,"A new, universal and impartial history of England, from the earliest authentic records, and most genuine historical evidence, to the year 1788. Containing a clear, authentic, candid, accurate, faithful, and circumstantial account of every memorable transaction, interesting event, and remarkable occurrence, recorded in the annals of Great Britain. With a comprehensive account of its origin and progressive state, the various revolutions it has undergone, and the conquests and acquisitions it has obtained in different parts of the world. Also a concise view of the constitution and political establishments of Britain, its laws, institutions, parliaments, charters, commerce, arts, sciences, inventions, civil, ecclesiastical, military and naval transactions, &c. Likewise an accurate and chronological account of all the sovereigns who have swayed the British scepter; with an impartial display of their characters, whether distinguished for their wisdom in the cabinet, their military atchievements in the field, their private virtues, or their public vices. Including anecdotes of other illustrious and extraordinary personages, such as historians, poets, orators, admirals, generals, statesmen, patriots, heroes, heroines, divines, physicians, philosophers, &c. &c. whose private virtues, and public actions, have combined in promoting the honour, and supporting the dignity, of the British nation. Interspersed with occasional remarks, observations and reflections, wherein the errors of former writers are corrected, glaring absurdities pointed out, fabulous narrations and legendary tales expunged, party prejudices removed, and what has hitherto appeared obscure and doubtful placed in the clearest light, and authenticated from the most undeniable historical evidence. The whole comprizing, in the most accurate, clear and impartial manner, every thing worthy of being recorded in the annals of the British empire. Embellished and illustrated with upwards of one hundred and twenty beautiful copper plate engravings, taken from the original drawings of Messrs. Metz, Stothard; and Samuel Wale, Esq. by those celebrated artists Messrs. Heath, Grignion, Walker, Taylor, Roberts, Chesham, &c. representing the most remarkable transactions that occur in the course of the history; with whole length figures of all the British sovereigns, from Egbert the great, first sole monarch of England, to their present majesties. By George Frederick Raymond, Esq. Assisted by Alexander Gordon and Hugh Owen, Esqrs. and others, who, for many years past, have made the history of this country their peculiar study.","Owen, Hugh",76,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,3,0,1,2,7,2,0,1,1,1,0,3,1,4,1,1,1,0,2,1,0,3,3,4,1,1,1,1,1,0,4,5,0,2,2,0,0,3,2,1,1,0,1,0,2,1788,1,1,"London : Printed for J. Cooke, at Shakespear's Head, No. 17, Pater-noster-Row, [1788?]",London,684,male,1761,1827,FALSE,"war returning home, besides a great number of merchant ships. Upwards of 1500co seamen perihed on the English coafis, and in London only the damage was computed at s, ooo, oool. 1709 This year there was a severe frost, which lasted from December to March, and was attended with very"
0156500200_000012,"The history of England, from the Revolution to the present time, in a series of letters to the Reverend Doctor Wilson, ... By Catherine Macaulay. Vol.I.",Catharine Macaulay,87,0,0,0,0,0,0,1,0,1,1,1,2,3,0,2,2,3,0,0,3,1,0,5,1,0,0,2,0,11,1,0,1,2,0,1,2,1,3,4,2,1,0,0,3,2,2,1,5,1,1,0,0,0,3,1,0,0,8,1,2,1778,1,1,"Bath : printed by R. Cruttwell: and sold by E. and C. Dilly, T. Cadell, and J. Walter, London, 1778.",Bath,455,female,1731,1791,TRUE,"for the duchy of Milan. The contracting powers mutually engaged to keep the treaty a profound secret, during the King of Spain's life; but though' the negotiation was only committed to a few individuals, it was oon laid open to the world; the Spanish ambassador at the Hague ent intelligence"
1726700300_000709,"A new, universal and impartial history of England, from the earliest authentic records, and most genuine historical evidence, to the year 1788. Containing a clear, authentic, candid, accurate, faithful, and circumstantial account of every memorable transaction, interesting event, and remarkable occurrence, recorded in the annals of Great Britain. With a comprehensive account of its origin and progressive state, the various revolutions it has undergone, and the conquests and acquisitions it has obtained in different parts of the world. Also a concise view of the constitution and political establishments of Britain, its laws, institutions, parliaments, charters, commerce, arts, sciences, inventions, civil, ecclesiastical, military and naval transactions, &c. Likewise an accurate and chronological account of all the sovereigns who have swayed the British scepter; with an impartial display of their characters, whether distinguished for their wisdom in the cabinet, their military atchievements in the field, their private virtues, or their public vices. Including anecdotes of other illustrious and extraordinary personages, such as historians, poets, orators, admirals, generals, statesmen, patriots, heroes, heroines, divines, physicians, philosophers, &c. &c. whose private virtues, and public actions, have combined in promoting the honour, and supporting the dignity, of the British nation. Interspersed with occasional remarks, observations and reflections, wherein the errors of former writers are corrected, glaring absurdities pointed out, fabulous narrations and legendary tales expunged, party prejudices removed, and what has hitherto appeared obscure and doubtful placed in the clearest light, and authenticated from the most undeniable historical evidence. The whole comprizing, in the most accurate, clear and impartial manner, every thing worthy of being recorded in the annals of the British empire. Embellished and illustrated with upwards of one hundred and twenty beautiful copper plate engravings, taken from the original drawings of Messrs. Metz, Stothard; and Samuel Wale, Esq. by those celebrated artists Messrs. Heath, Grignion, Walker, Taylor, Roberts, Chesham, &c. representing the most remarkable transactions that occur in the course of the history; with whole length figures of all the British sovereigns, from Egbert the great, first sole monarch of England, to their present majesties. By George Frederick Raymond, Esq. Assisted by Alexander Gordon and Hugh Owen, Esqrs. and others, who, for many years past, have made the history of this country their peculiar study.","Owen, Hugh",98,1,0,4,1,3,1,1,5,0,0,1,0,0,0,0,1,2,0,4,14,0,6,2,3,2,1,1,2,8,5,1,0,1,2,0,0,0,3,4,0,2,0,0,1,1,2,5,1,1,0,0,0,3,1,0,2,0,0,0,0,1788,1,1,"London : Printed for J. Cooke, at Shakespear's Head, No. 17, Pater-noster-Row, [1788?]",London,684,male,1761,1827,FALSE,"to prove her innocence, ib. Empson and Dudley aflilt Henry VII in oppressing his fubjeas, 265 Are committed to the Tower, 268 Found guilty of high.treafon, and beheaded, ib. England , bank of, established by a of parliament , 410o. England and Scotland united as one kingdom , 426 Essex,"
1313700108_000138,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; A new edition, corrected. To which is added, a complete index.",David Hume,104,3,0,4,0,10,2,0,1,0,2,1,2,2,0,1,0,0,0,3,4,1,2,1,7,1,0,3,2,14,0,0,1,3,3,0,1,4,0,12,0,1,0,0,1,1,0,0,0,1,0,0,4,3,0,0,1,0,2,0,0,1772,8,8,"Dublin : printed for James Williams, in Skinner-Row, MDCCLXXII. [1772].",Dublin,620,male,1711,1776,TRUE,"endeavour to relieve Treves, VIII i9. cre//7nghamn, treasurer of Scotland , is joined in the adminiffration with Ormefby, on earl Warrenne leaving his government there, II 3'2. Exasperates the Scots by his opprefifons, ib. Urges Warrenne to give battle to Wallace, 3 r5. Is slain in the aaion with Wallace,"
0974400106_000038,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,85,1,2,0,0,0,3,0,0,1,0,0,3,1,5,0,1,1,8,1,0,1,1,1,1,0,0,5,0,1,2,1,3,0,0,0,1,1,1,3,2,1,1,1,0,2,0,4,2,0,0,0,7,3,1,0,0,0,0,8,4,1758,6,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, J. Hodges, J. Robinson, H. Woodfall, W. Strahan, J. Rivington, J. Ward, R. Baldwin, W. Owen, W. Johnston, J. Richardson, P. Davey and B. Law, G. Keith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ward, MDCCLVIII. [1758].",London,562,male,1661,1725,TRUE,"fill in being. They were, not with 4 sanding this calamity, a con slant mnrt for the produt and  manufactures of the country . But, if such a law , as that abovementioned, had pasl'd, France would have gone on from that moment to exhault the treasures of the"
0141700108_000135,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself. ...",David Hume,96,2,1,5,0,6,0,0,1,2,0,0,1,1,0,3,0,2,2,2,0,2,0,0,2,1,2,6,1,18,1,1,1,1,0,0,1,0,3,7,3,0,2,2,1,3,0,1,2,1,0,0,3,1,1,0,0,1,0,0,0,1790,8,8,"London : printed for T. Cadell: and sold by T. Longman, 1790.",London,568,male,1711,1776,TRUE,"money, 257 Present Prefenta remonflranceagainft the duke ofbuckingham's conduat, 25 Irfir on the king's discontinuing levying the duties of tonnage and poundage, 268 Attack Arminianifm, z7,. An aliufion made use of by Rouse, a member, 274 First appearance of Oliver Cromwell, ib. Call oficer to account for levying tonnage and"
1057800104_000983,"Rapin's impartial history of England: written originally in French; first translated into English by John Kelly ... This edition is an improvement on Kelly's, Morgan's, Lediard's, and Tindal's: with the continuation to the year 1786. To which are added, explanatory notes; and a general index ... In two volumes. ...","Tindal, Nicolas",108,0,0,2,0,0,3,0,0,0,0,4,1,0,0,1,0,0,0,0,11,1,1,0,1,0,1,1,4,9,3,1,4,0,0,1,2,1,0,9,2,0,0,1,4,0,1,0,0,1,1,0,4,14,1,0,1,2,1,12,2,1784,4,5,"London : printed by and for John Harrison, 1784-89.",London,833,male,1687,1774,FALSE,"throne, in March 1604, moved the parliamcent of England for an  union betwixt the two' kingdoms ; "" Thar, as they were nlm; rd one in thle head, so iamong thenmfelves they might be iliintrably conjoined, nnal memory of by pua divifons extinguished."" The motion feemecl at firr to"
