PassageID,Title,Author,Total termFreq,termFreq(advanc),termFreq(arm),termFreq(armi),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(bodi),termFreq(camp),termFreq(carri),termFreq(citi),termFreq(colonel),termFreq(command),termFreq(continu),termFreq(count),termFreq(countri),termFreq(duke),termFreq(enemi),termFreq(engag),termFreq(field),termFreq(follow),termFreq(foot),termFreq(forc),termFreq(form),termFreq(french),termFreq(gener),termFreq(ground),termFreq(guard),termFreq(head),termFreq(hors),termFreq(join),termFreq(kill),termFreq(king),termFreq(left),termFreq(line),termFreq(mean),termFreq(near),termFreq(night),termFreq(number),termFreq(oblig),termFreq(offic),termFreq(order),termFreq(parti),termFreq(pass),termFreq(piec),termFreq(princ),termFreq(quarter),termFreq(receiv),termFreq(regiment),termFreq(retir),termFreq(retreat),termFreq(return),termFreq(river),termFreq(sever),termFreq(soldier),termFreq(taken),termFreq(took),termFreq(town),termFreq(troop),termFreq(war),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0576100108_000340,"A collection of state papers, relative to the war against France now carrying on by Great-Britain and the several other European powers, containing authentic copies of treaties, conventions, proclamations, manifestoes, declarations, memorials, ...",,120,3,1,4,3,4,5,1,0,0,0,1,2,0,2,1,1,14,0,10,1,0,6,0,1,9,1,6,0,1,2,2,0,5,1,1,0,1,1,0,0,1,0,0,1,4,0,3,6,0,3,0,4,0,0,3,1,0,3,0,1,1794,8,11,"London : printed for J. Debrett, 1794-1802.",London,779,unknown,,,FALSE,"a brig from Lisbon to that port; the following day we took pofeffion of a schooner laden with corn, c. and, on the subsequent day, retook another schooner, also with corn. These vefntls were part of a Portuguese convoy from Lisbon, that had been taken by a French privateer. During"
0015100400_000062,"A new history of the life and reign of the Czar Peter the Great, Emperor of all Russia, and Father of his country. Giving an exact Relation of I. His Travels, Studies, and Personal Fatigues, for the attaining of Knowledge in Civil and Military Affairs, and the Improvement of his Subjects. II. His Introduction of Arts and Sciences, a Naval Force, and Commerce with foreign Nations: Also his many Reformations in Church and State, the Army, and the Customs and Manners of his People. III. His Wars with the Swedes, Turks, Tartars, and Persians; Victories by Sea and Land; Acquisitions of Territory; and Increase of Power. IV. His Regard to Genius and Merit, particularly in the Instances of General Le Fort, Prince Menzikoff, and the Empress Catharine: And his severe Justice on Offenders, exemplified in the Proceedings against the Czarewitz, and others. To which is prefixed, a chronological summary of the history of Russia, a political view of the constitution and a geographical description of that vast empire. The whole compiled from authentic Memoirs, and containing many Particulars that were never before collected together. By the author of the critical review of the political life of Oliver Cromwell.",John Bancks,111,2,0,8,2,4,3,2,1,0,0,1,2,0,0,2,0,4,0,2,0,4,1,0,0,9,1,2,2,8,2,1,10,3,0,0,4,0,1,1,4,2,1,3,2,3,0,2,3,1,1,0,1,1,2,1,0,0,1,0,1,1740,1,1,"London : printed for J. Hodges, at the Looking-Glass on London-Bridge, MDCCXL. [1740].",London,377,male,1709,1751,FALSE,"higher, where he threw a Bridge over, and then cut a Way through' a Body of 3ooo amifcoai/ies, who defended that Poll. General Gotz, hearing the Swedes were coming up, did not stay to receive them, but inarched towards the Boriflhenes, laying all the Country waige as he went along."
1366700400_000016,"Memoirs of the life and glorious actions of Frederick III. King of Prussia. Containing all the material transactions in Germany from the year 1740, to the end of the campaign of 1758. In which is included a concise history of the glorious atchievements of Prince Ferdinand of Brunswick against the French in Westphalia. Published for the entertainment and improvement of our British youth, and proper to be read at this juncture by all lovers of liberty and their country. To which is added an appendix, containing a succinct account of the person, the way of living, and the Court of the King of Prussia.--Translated from a curious manuscript in French, found in the cabinet of the Late Field Marshal Keith. By W. Salmon, gent.","Salmon, W., gent",121,6,1,7,1,4,3,1,3,0,0,1,4,1,0,0,0,5,0,1,0,2,0,4,0,11,1,2,3,2,2,0,7,7,3,1,4,1,1,1,2,9,1,0,3,4,0,0,1,1,2,0,0,3,0,0,1,0,3,1,0,1759,1,1,"Nottingham : Printed by Sam. Creswell, and sold by J. Deacres, 1759.",Nottingham,112,unknown,,,FALSE,"that lay between both: All these Corps, as well as the main Body of the Army , encamped between Hills, where they could not be perceived. Nio Noise was suffered in the Camp , and Major- general winterfeld was even ordered to send out small Parties , with Orders to"
0156500101_000140,"The history of Great Britain: from the revolution in 1688, to the accession of George the First. Translated from the Latin manuscript of Alexander Cunningham, ... To which is prefixed, an introduction, ... by William Thomson, ... Published by Thomas Hollingbery, ... In two volumes. ...","Cunningham, Alexander",124,1,0,7,1,1,5,1,6,0,0,0,6,1,1,0,6,11,3,0,0,2,4,1,2,2,2,0,1,3,1,0,10,7,1,2,2,1,2,0,0,2,1,0,0,10,0,3,0,1,1,2,1,1,1,1,2,3,1,1,0,1787,1,2,"London : printed for A. Strahan; and T. Cadell, 1787.",London,551,unknown,,,FALSE,"glad he would have been to have continued among them in that kingdom; though he changed his mind after the discovery of the conspiracy against him. The people, having tasted of king Philip's bounty, took their leave of him. In the mean time the chapel of our Lady of the"
0520300104_000173,"The continuation of Mr Rapin de Thoyras's History of England, from the revolution to the accession of King George II. By N. Tindal, M. A. Rector of Alverstoke in Hampshire and Chaplain to the Royal Hospital at Greenwich. Illustrated With Thirty-Six heads of the Kings, Queens, and several Eminent Persons; also with Twenty Maps and Sea-Charts. The second edition. ...",Paul de Rapin,106,3,0,6,0,1,3,0,0,0,0,2,1,0,4,0,4,11,0,2,2,3,2,2,3,6,1,0,1,4,0,2,1,3,0,1,0,1,2,1,2,3,0,1,0,6,0,0,2,2,3,0,1,1,2,2,0,0,4,1,4,1751,4,4,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, MDCCLI. [1751].",London,792,male,1661,1725,TRUE,"wlnood(l inio trli' pl.iil, illn (or r to i L Ia i teli' e('ney's caw'; ilry), which wicrl thliier drawn Il. 11., 1709 This was executed with such refolution'and success, that, after a short dispute, the enemy quit ted thofe intrenchments, which gave the horse an opportunity to enter them."
0673500502_000043,"A voyage to the East-Indies; began in 1750; with observations continued till 1764; including authentic accounts of the Mogul government ... of the religions in India; ... general reflections on the trade of India. Of the European settlements, ... Illustrated with views drawn on the spot. By John Henry Grose. In two volumes.","Grose, John Henry",109,2,2,3,2,5,0,8,3,0,4,0,3,0,0,0,0,9,1,1,1,2,1,2,11,0,0,2,1,1,2,2,1,3,2,0,0,1,1,1,2,3,2,0,2,0,0,2,0,1,3,1,0,3,3,1,2,0,6,1,0,1766,2,2,"London : printed for the author; and sold by S. Hooper, 1766.",London,484,male,1750,1783,FALSE,"always prevail against undisciplined cavalry, not with itanding a great superiority of numbers . The English officers and soldiers unanimously agreed, that it was safer to make a gallant push, than a timid retreat before their enemies . The major ordered his grenadiers to attack the rock with fixed bayonets;"
0635100104_000080,"The continuation of Mr. Rapin's History of England. From the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,97,3,1,2,2,3,0,3,3,1,0,5,4,2,0,0,8,8,1,1,0,3,1,0,1,6,1,1,0,4,2,2,1,1,0,0,0,2,1,0,4,1,0,0,1,0,0,1,2,3,1,1,2,2,0,1,0,0,3,1,1,1762,4,4,"London : printed, by assignment from Mr. Knapton, for T. Osborne, H. Woodfall, W. Strahan, J. Rivington, R. Baldwin, W. Owen, W. Johnston, J. Richardson, B. Law and Co. T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, G. Kearsley, C. Ware, and J. Hinxman, MDCCLXII. [1762].",London,563,male,1661,1725,TRUE,"were regimented and drawn up under arms to attend him, publicly acknowledging, that they owed their preservation to his resolution and activity (a). About (a) Dr. Friend observes, p. 268, that his lordship had, as his officers conceived, two in hperable difficulties; the one to get poffefion of Molviedro, and"
0550600101_000042,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,101,1,1,8,1,2,1,1,1,0,0,1,5,2,2,2,8,4,1,1,1,0,3,0,10,4,0,2,0,1,2,0,4,0,1,2,1,0,0,1,1,0,0,3,1,6,1,0,0,4,1,1,0,1,1,1,3,1,1,0,1,1800,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin [by H. Baldwin and son], No. 47, in Pater-Noster-Row. MDCCC. (H. Baldwin and Son, Printers, New Bridge-Street.), [1800].",London,526,male,1721,1771,TRUE,"Luxembourg, that William could not avail himself of his superiority. In vain he exhausted his invention in marches, counter marches, and stratagems, to bring on a general engagement : the French marshal avoided it with such dexterity, as baffled Bo o Kbaffled all his endeavours. In the course of thi"
0362800100_000091,"The operations of the allied army, under the Command of His Serene Highness Prince Ferdinand, Duke of Brunswic and Luneberg, during the greatest part of six campaigns, beginning in the year 1757, and ending in the year 1762. By an officer, who served in the British forces. Illustrated with maps and plans.","Hotham, Charles, Sir",112,5,0,5,0,2,0,3,3,2,1,2,2,0,0,1,0,7,0,0,1,0,1,0,8,10,0,2,2,3,2,2,0,0,0,0,6,1,2,0,1,2,3,1,0,5,0,0,2,3,1,6,2,1,0,2,4,1,2,1,2,1764,1,1,"London : printed for T. Jefferys, Geographer to the King, M.DCC.LXIV. [1764].",London,318,male,1729,1794,FALSE,"were charging, the whole would have been routed. During their retreat , Lord Cavendish's corps, which could not advance sooner, followed them close, and pushed them vigorously. THE Colonels Hervey and Erskine, Majors Sorbes and Ainfley diftinguifhled themselves greatly. THE loss of the Allies in killed , wounded , and"
0450200104_000065,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,95,5,0,10,1,2,1,1,1,1,1,2,3,0,0,3,0,3,0,2,0,0,1,0,6,0,0,2,1,0,1,2,4,1,2,0,3,1,4,2,1,3,1,1,2,3,1,2,1,1,0,1,0,2,0,0,0,1,3,3,3,1793,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCIII. [1793].",London,516,male,1721,1771,TRUE,"the Autirian Netherlands. Otlend and Nieuport, by order of her Imperial Majesty, received each of them a French garrison; the former on the nineteenth of July, and the latter the next day, under the command of M. de la Motte, upon whose arrival the Aufrian troops evacuated those places; though"
0070100104_000214,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,103,0,0,4,0,2,5,3,5,3,1,1,2,2,1,1,7,4,1,3,0,0,0,1,5,5,0,1,0,2,1,3,1,3,3,2,0,0,4,2,2,3,0,0,1,3,0,0,0,1,0,1,0,1,0,2,3,3,3,1,1,1757,4,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,703,male,1721,1771,TRUE,"on the canal. There they thought proper to cast up entrench ments, upon which they planted their artillery which they had left at Gavre with their heavy baggage. About three thousand were slain on the field of battle : two thouflnd deserted, and about seven thousand were taken , includ"
0186300203_000027,"The military history of Charles XII. King of Sweden, written by the express order of his Majesty, by M. Gustavus Adlerfeld, Chamberlain to the King. To which is added, an exact account of the Battle of Pultowa, with a Journal of the King's Retreat to Bender. Illustrated with plans of the Battles and Sieges. Translated into English. In three volumes.","Adlerfeld, Gustavus",114,1,1,1,3,5,0,2,1,1,0,7,3,0,5,1,0,6,0,0,1,1,1,0,0,4,0,1,0,5,1,5,6,1,0,0,2,2,0,0,4,4,0,0,1,2,4,2,11,0,1,0,1,1,0,4,2,4,5,1,0,1740,3,3,"London : printed for J. and P. Knapton in Ludgate-Street; J. Hodges upon London-Bridge; A. Millar opposite to St. Clement's Church in the Strand; and J. Nourse without Temple-Bar, 1740.",London,320,male,1671,1709,FALSE,"next day, ordering three attacks , of which one was to be conducted by yames Sperlrg, and the other two by Fritlki and Albedybl. The seventh in the morning the attack was begun by the discharge of the cannon, while the troops were drawn"" up to mount the assault, which"
1537900200_000038,"Memoirs of Frederick III [sic], King of Prussia, &c. Containing all the military operations of that Great Prince, to the end of the campaign in 1758. Together with the several memorials, &c. Published, by order of that monarch, in vindication of his conduct. Illustrated with maps of Germany, Hanover, and Upper Saxony, comprehending the present seat of the war.",Frederick II of Prussia,95,1,4,9,2,1,0,1,2,2,0,1,2,0,2,0,0,2,2,4,1,1,2,0,0,5,0,3,1,2,2,4,7,4,0,0,1,2,0,1,8,2,0,1,1,1,1,0,1,1,0,0,0,0,2,1,0,0,2,2,1,1759,1,1,"Dublin : Printed for P. Wilson, and J. Exshaw, in Dame-streert, M,DCC,LIX. [1759].",Dublin,449,male,1712,1786,TRUE,"0 £ Men strong; and, notwithstanding such a Superiority,  our Infantry forced enclosed Vineyards and Stone  Houses; and, from Seven in the Morning, till Three  in the Afternoon, they sustained the Fire of the Can  non and of the Infantry, and especially of the Attack "
0897100200_000733,"The new, impartial and complete history of England; from the very earliest period of authentic information, And most Genuine Records of Historical Evidence, to the end of the present year. Containing A Copious, Full, Accurate, Clear, Candid, Comprehensive, Impartial, Universal and Circumstantial History of Every Memorable Transaction, Interesting Event, Remarkable Occurrence, recorded in the Whole Annals of Great-Britain. With A Copious Account and circumstantial Detail of the Origin, Constitution, and Present State of this Kingdom, and of our various Conquests, Acquisitions, and Revolutions, in various Parts, at Home and Abroad. Also a Complete View of the Constitution, and political Establishments of Britain, its Laws, Institutions, Parliaments, Charters, Commerce, Arts, Sciences, Inventions, Civil, Ecclesiastical, Military and Naval Transactions, &c. Together with an Accurate Faithful Chronological Account of all The Kings and Sovereign Queens who have swayed the British Scepter, and other Illustrious Personages, who have rendered themselves conspicuous either by their Valour, their Patriotism, their Virtue, their Vice, or their Learning. The Whole Including every particular Circumstance worthy of Notice in the Annals of the British Empire, which can be supposed to come under the following Heads: War on Peace, Battles, Sieges, Blockades, Bombardments, Invasions, Usurpations, Revolutions, Rebellions, Sea-Fights, Expedititions, Insurrections, Attacks, Repulses, Ravages, Inroads, Reprisals, Crusades, Settlements, Devastations, Conquests, Defeats, Alliances, Negociations, Treaties, Surrenders, Conspiracies, Associations, Conventions, Plots, Massacres, Assassinations, Executions, Storms, Tempests, Shipwrecks, Famines, Dearths, Plagues, Mortalities, Inundations, Fires, Hurricanes, Earthquakes, Institutions, Parliaments, Laws, Charters, Coronations, Discoveries, Colonies, Inventions, Arts, Sciences, Commerce, Literature, Civil, Ecclesiastical, and Military Government, &c. &c. Comprehending A Genuine Description of the Manners and Customs of the Times, And the State of the Nation during the Space of near Two Thousand Years. In which The Noble Structure of the British Constitution is traced from its original Foundation; and the Sources of all the great Events and Changes in these Kingdoms accounted for with the strictest Impartiality. Interspersed With valuable Reflections and Remarks, elucidating obscure Facts, rectifying former Difficulties, correcting the Errors of other Writers, and setting contested Circumstances in the clearest Light, by the most genuine historical Evidence. The Whole Tending to display the Patriotic Virtues of our Illustrious Ancestors, and to Inspire the Present Age with an Emulation of imitating their Glorious Examples. By Edward Barnard, Esq. Assisted by several gentlemen, who have made the History of this Country their Peculiar Study.","Barnard, Edward",113,1,2,5,1,2,2,3,0,0,3,2,0,2,1,1,8,11,0,1,0,3,0,0,6,1,0,0,1,7,0,2,4,4,0,0,0,0,1,1,0,6,0,2,5,6,1,2,1,3,1,1,0,2,0,0,2,0,2,2,2,1790,1,1,"London : printed for Alex. Hogg, at the King's Arms (no. 16,) Pater-Noster Row, and sold by all other booksellers, Newscarriers, or Postmen, in Every Part of England, Scotland, and Ireland, [1790?].",London,836,unknown,,,FALSE,"battalions of the left wing began the attack against the enemy's brigade of foot , which they drove from their post on the Mehaigne; while Monfleur d'auverquerque charged with the horse of that wing. The ticcefs was for some time doubtful; which the duke of Marlborough perceiving, sustained them with"
