PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(action),termFreq(administr),termFreq(agre),termFreq(assign),termFreq(bond),termFreq(brought),termFreq(cafe),termFreq(cau),termFreq(charg),termFreq(cite),termFreq(condit),termFreq(court),termFreq(coven),termFreq(creditor),termFreq(death),termFreq(debt),termFreq(deceas),termFreq(decre),termFreq(defend),termFreq(devis),termFreq(dure),termFreq(estat),termFreq(evid),termFreq(execut),termFreq(executor),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(indentur),termFreq(judgment),termFreq(laid),termFreq(land),termFreq(law),termFreq(legaci),termFreq(life),termFreq(mention),termFreq(monei),termFreq(paid),termFreq(parti),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(present),termFreq(prove),termFreq(receiv),termFreq(recit),termFreq(releas),termFreq(rent),termFreq(sever),termFreq(statut),termFreq(suit),termFreq(term),termFreq(wife),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
0119200302_000116,"The practising attorney: or, lawyer's office. Comprehending the business of an attorney in all its branches. Divided into two volumes, viz. Vol. I. Contains I. The practice of the court of King's Bench. II. The practice of the court of common pleas. III. The practice of Courts-Leet, Courts-Baron, &c. Vol. II. contains IV. The practice of the high court of Chancery. V. The practice of equity in the exchequer. VI. The practice and method of conveyancing, &c. Wherein all the precedents and forms of processes and proceedings are truly and faithfully rendred in the English language, in pursuance of the late statute. The fourth edition: In which the errors in former impressions are carefully corrected, many useful modern English precedents, rules of the courts, and acts of parliament are added; and the whole continued down to the present year. By a gentleman of the Inner Temple. ...","Bohun, William",92,0,0,3,1,5,8,1,0,0,0,0,4,2,3,0,0,1,2,0,0,0,0,0,0,0,6,0,4,1,2,3,4,0,6,1,3,0,0,0,4,3,1,3,0,0,1,0,6,0,4,2,1,0,0,5,1,1,0,1737,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of E. Sayer, Esq;) for A. Bettesworth and C. Hitch at the Red-Lion, and T. Longman, at the Ship, both in Pater-noster-row; T. Worrall, at the Judge's Head, and F. Cogan, at the Middle-Temple Gate, both in Fleet-street; Ward and Chandler, at the Ship, just without Temple-Bar, and at their shops in York and Scarborough, MDCCXXXVII. [1737].",London,550,male,,,FALSE,"his Heirs , Executors or Administrators , or his or their Lands , Tenements, Goods or Chattels, or any of them, by or upon the said Judgement. I, lwitnefs,, c. adefeazance trhis indee2ture made, Etc. between A. B. f astasnte. L of, cof the one Part, and C D. of,"
0231200101_000900,"The complete conveyancer; or, the theory and practice of conveyancing in all its branches. The Practical Part. Consisting Of AtPrecedents of every Kind that the Practisers of the Law of every Denomination can possibly have Occasion to consult in the Course of Business. Particularly Under The Following Heads, Viz. Acknowledgments Acquittances Acts of Parliament relating to Conveyancing Affidavits Agreements of all Kinds Anonities Appointments Articles Assignments of all Kinds Awards Bargain and Sale Bills Bonds of all Kinds Certificates Charter-Parties Collateral Securities Compositions of Creditors Conditions Confirmations Consent Consideration Copartnership Copyhold Precedents Covenants Declarations Defeasances Demise Deputations Disclaimer Distribution Distress Enfranchisement Exceptions Exchange Feoffments Fines Gift (deeds of) Grants Indemnity Indorsements Inrollment of Deeds Jointures Leases of all Kinds Lease and Release Letters of Attorney Letters of Licence Limitations of Uses Licence Livery of Seisin Memorials Mortgages Orders Partition Petitions Presentation Provisoes Receipts Recitals Reconveyances Recoveries Releases Resignations Revocations Separation (deeds of) Settlements Surrenders Uses Warrants of Attorney Warrants Wills, &c. The Theoretical Part Consists Of At The Law of Conveyancing: OR, The Various Methods of Acquiring and Conveying Estates, both Real and Personal. By William Newnam of the Inner Temple, Esq; and others. ... . Part I.",William Newnam,88,2,1,1,3,4,0,0,0,0,5,0,1,0,3,0,1,5,2,0,0,1,3,0,0,0,4,0,3,0,1,7,1,0,3,2,2,4,0,1,4,5,2,6,0,0,0,0,2,0,1,1,0,1,4,0,0,0,2,1786,1,3,"Dublin : printed by Elizabeth Lynch, No. 6, Skinner-Rows And In The Four-Courts, M,DCC,LXXXVI. [1786].",Dublin,1420,male,,,FALSE,"which said two several sums, it is hereby declred, were so borrowed by them the Laid parties , as the then committee for managing of the Pleffey and Blyth'undertaking, on account thereof, and were applied to the use of the said undertaking; awi these pre/ents ewiltnefs, that is hereby declared"
0571300200_000073,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following heads, viz. I. Of Actions and Remedies, Writs, Process, Arrests, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired, Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, the Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen, Peers, Judges, Sheriffs, Coroners, Justices of Peace, Constables, &c. Vii. Of Publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of, that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In all Cases whatsoever.",Giles Jacob,117,0,0,5,0,11,0,0,0,0,0,1,2,2,4,0,1,0,0,0,0,5,4,2,0,1,11,0,5,1,1,2,8,0,9,8,4,1,1,3,0,2,0,0,3,0,0,0,2,1,0,6,0,3,0,0,0,8,0,1736,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J. Hazard against Stationers-Hall, S. Birt in Ave-Mary Lane, and C. Corbett against St. Dunstan's Church in Fleet-Street, MDCCXXXVI. [1736].",London,496,male,1686,1744,FALSE,"N. B. 98 The Form of an Alignment of a Lease. T, H I IS Indenture made, c. Between A. B. 1  of, C of the one Part, and C D. of,  cof the there Part; m/lereai N. B. of, Sc.  in and by his Indenture of"
0932000104_000122,"Ecclesiastical law. By Richard Burn, LL. D. Chancellor of the Diocese of Carlisle, and Vicar of Orton, in the County of Westmorland. The Fifth Edition. In Four Volumes. ...",Richard Burn,101,1,3,2,0,0,0,3,4,0,2,0,0,2,0,1,1,5,0,0,2,1,1,2,0,3,28,0,2,2,2,0,0,1,0,1,2,3,1,0,0,1,1,1,5,0,2,1,0,4,0,0,3,2,1,0,5,0,0,1788,4,4,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's most Excellent Majesty ; for T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,531,male,1709,1785,FALSE,"o Aod. 2.. Also tenants may be sued at the conmmon law by executors or administrators for rent behind, and due to the tetator or inteftate in his life time, or at the time of his death ; and they may for. the same distrain the land charged with the"
1246800102_000349,"Reports of cases argued and determined in the High Court of Chancery, in the time of Lord Chancellor Hardwicke: collected and methodised by John Tracy Atkyns, ...",Great Britain. Court of Chancery,98,3,1,3,1,0,0,1,1,0,2,0,2,6,0,2,3,6,0,1,1,1,0,7,0,2,21,0,0,1,1,0,0,1,1,0,3,7,0,0,3,3,1,3,2,2,0,0,0,1,2,0,2,0,0,0,0,0,1,1781,2,3,"London : printed by the King's law-printers; and sold by Messrs. Payne, J. Rivington and Sons, T. Longman, W. Strahan, P. Uriel, [and 9 others in London], 1781-82.",London,769,unknown,,,FALSE,"for it shows he relies more on the executor's credit than the charge in the will. Page 42 An express devise of an estate to an executor to sell, or a charge on it for payment of debts , without such power, gives him an equal right to do it."
0573500102_000388,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage-Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent. deceased. The fourth edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",91,0,0,4,2,6,3,0,1,0,3,0,1,0,3,0,0,0,0,0,0,0,1,1,0,3,7,0,7,3,0,0,8,1,1,0,5,0,0,6,2,2,0,1,0,0,1,0,1,0,2,4,1,4,0,0,1,3,3,1777,2,3,"London : printed by his Majesty's law-printers; for J. Beecroft, W. Strahan, J. Rivington, and sons, P. Uriel, W. Owen, B. Law, T. Caslon, S. Crowder, T. Longman, W. Flexney, G. Robinson, T. Lowndes, R. Baldwin, E. Johnston, W. Stuart, W. Brown, R. Critchett, M. Hingeston, W. Fox, E. Brooks, J. Johnson, and J. Knox. M.DCC.LXXVII. [1777].",London,883,male,,,FALSE,"F. to the said A. B. and to have, hold and enjoy the said Bond and Judgement, and the Money and Premises thereby respectively secured, and: all Benefit and Advantage of the same refpecively, unto the said C D. his Execu Letter of Actors, Administrators and Assigns , to and"
0528100101_000384,"The practical register: or, a general abridgment of the law, relating to the practice of the several courts of Chancery, King's Bench, Common Pleas, and Exchequer: ... Together with all the rules of the said courts. By John Lilly, ... In two volumes. The second edition. To which is added, a supplement, continuing the rules of the ... courts down to Michaelmas term 1744. ...","Lilly, John",106,0,0,5,1,1,3,0,4,0,1,0,0,0,0,0,0,9,0,2,0,1,0,5,0,3,28,0,3,0,0,2,0,5,0,3,1,8,2,0,1,2,0,1,2,0,1,2,0,2,0,0,0,3,0,2,2,0,1,1745,1,2,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer, Esq;) and sold by J. Shuckburgh, 1745.",London,953,male,,,FALSE,"recovered shall be had by or in the Name of any Executor or by an Esxeutor or Ad Administrator , that in such Cafe an Administrator miniftirator. 17 Car,. cap. 8 De bonis non may sue forth a Sci. Fa. and take Execution upon such Judgement. Note, This Statute doth"
0542900104_000134,"Ecclesiastical law. By Richard Burn, LL. D. Chancellor of the Diocese of Carlisle, and Vicar of Orton, in the County of Westmorland. ...",Richard Burn,98,0,0,2,0,0,8,1,4,0,0,0,0,4,2,3,0,12,0,9,0,1,0,2,0,2,7,1,0,1,1,2,0,2,0,1,8,0,0,0,2,4,0,2,2,2,0,1,0,0,0,0,0,3,0,6,0,1,2,1775,4,4,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's most Excellent Majesty ; for T. Cadell, in the Strand, M.DCC.LXXV. [1775].",London,512,male,1709,1785,FALSE,"be paid equally without any preference. buib. 48 And it is now become the established dofrine, that a decree of the court of chancery, is equal to a judgement in a court of law . So where an executrix, whose testator was greatly indebted to diverse persons in debts of"
0233500400_000058,"Lex vadiorum. The law of mortgages. Wherein is treated the nature of mortgages, and the several sorts of proviso's in the same deed, or by deed absolute; Defeazance, Demise and Redemise; or by Covenant, and otherwise: With special Clauses, Conditions and Covenants; Explained and illustrated by many adjudged Cases at Common Law, and by Presidents. Likewise of the payments of the mortgage-money, by whom and to whom; and several Cases and Rules of Tender. Also of assignments of mortgages; and the Manner of Assignees Transferring, Accounting, &c. With proper and Well-Pen'd Presidents, according to the Circumstances of Cases. And further, of the equity of redemption, and the Nature of it, and how it is governed by the Rules of Equity; and of Releases of Equity of Redemption, and how Transferrable or Extinguishable; With the Niceties of buying in Precedent Incumbrances. And several other Matters and Cases adjudged in the High Court of Chancery (with Presidents of Bills, Answers, Pleas) &c. To which are added several cases of pawns and pledges adjudged at Common Law.","S. C. (Samuel Carter), of the Inner-Temple, Esquire",80,0,1,2,2,2,0,1,6,0,0,1,2,0,0,0,0,1,1,0,3,0,0,2,0,0,2,1,0,1,1,6,4,0,1,1,2,0,0,3,3,0,1,1,0,6,1,0,2,1,0,1,14,3,0,0,1,0,0,1706,1,1,"London : printed by the assigns of Richard and Edward Atkins Esqs; for M. Wotton, at the Three Daggers in Fleetstreet; and F. Cogan, in the Inner Temple-Lane, MDCCVI. [1706].",London,264,unknown,,,FALSE,"RT. (the Defen ant) of, cof the one part, and)j. T. (the laintiff) of the other part: Whereas the Oyerofthe re. aid J. T. hath formerly by certain Deeds, cafe of the E. Vritiigs and Surrenders, conveyed and fur quity of Re endred by way of Mortgage, and given up"
0502500102_000035,"Original precedents in conveyancing, settled and approved by the most eminent conveyancers; interspersed with the observations and opinions of counsel upon various intricate cases. The whole selected from the draughts of actual practice, and now first published under the direction and immediate Inspection of Thomas Walter Williams, of the Inner Temple, Barrister at Law. In four volumes. ...",,82,0,0,3,1,5,2,0,1,0,5,0,2,0,0,0,0,2,4,0,2,3,0,5,0,1,5,0,0,3,3,7,1,0,2,1,0,5,0,0,1,5,0,1,4,0,0,0,0,1,0,4,2,1,0,0,0,0,0,1788,2,4,"London : printed by his Majesty's law printers, for G. Kearsley, No. 46, Fleet Street, MDCCLXXXVIII. [1788].",London,430,unknown,,,FALSE,"to hand hath in his hands of the personal estate of his will extend only to he payment said late son fuffcient to pay all the debts of of one fifth part of the eacies the said testator, which have hitherto come to his knowledge, his funeral expenses, and the"
0596100102_000193,"The practical conveyancer: in two parts. Part I. Containing rules and instructions for drawing all sorts of deeds for the conveying of estates and interests, whether Real or Personal, in Possession or Expectancy. Also Particular Rules for the Exposition of Deeds, Wills, &c. and of the most material Words used in Conveyances: Together With The Resolutions of the several Courts at Westminster, in Cases wherein Difficulties have arisen touching the Words and Clauses in Deeds, Devises, &c. The Whole extracted from the Reports at large of the said Cases, and from the New Abridgment of the Law, &c. and alphabetically digested under proper Heads. Part II. Being the first part reduced into practice, in a choice collection of the most useful precedents, viz. Marriage-Settlements, Bargains and Sales, Leases, Leases and Releases, Deeds of Copartnership, of Exchange, of Release and Confirmation; Mortgages, Surrenders, Wills, Letters of Attorney, Assignments of Stocks and Exchequer Annuities, Ecclesiastical Instruments, &c. which in this New Edition are properly Methodized and Referred. By John Lilly, Gent. The third edition corrected, and continued down to this present time, by a barrister of Lincoln's Inn. To which is now added a complete collection of the most useful cases in Chancery, under all the Titles of Conveyancing: Alphabetically digested and Common-Placed from the Reports of Vernon, Peere Williams, The Abridgment of Cases in Equity, &c.","Lilly, John",92,1,0,1,0,1,0,0,2,0,1,0,0,2,7,4,0,4,2,2,0,0,0,2,0,1,6,0,1,1,0,4,0,1,0,0,6,7,0,1,2,1,0,2,13,0,0,0,0,0,3,2,0,0,4,2,4,1,1,1742,2,2,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer, Esq;) for Thomas Osborne in Gray's Inn, and Edward Wicksteed at the Black Swan in Newgate-Street near Warwick-Lane, MDCCXLII. [1742].",London,387,male,,,FALSE,"at the Time of my Decease , shall Heir at Law from thenceforth remain and go to such of my Sons or Grandsons who shall be my Heir at Law ; iltll my Will and Meaning is, That in cafe such Person who shall be my Heir at Law ,"
1064500102_000394,"A compleat body of conveyancing, in theory and practice. In two parts. Part I. Contains the Theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Part II. (in Two Volumes) Contains the Practice: Or, Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Public Funds; and in General all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, gent. deceased. The second edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. In three volumes.","Wood, Edward, conveyancer",88,1,1,1,0,1,0,0,1,0,1,0,1,0,3,0,0,1,2,1,0,0,2,0,0,1,1,0,9,0,0,1,9,1,14,0,3,0,0,5,1,4,2,3,0,0,1,0,0,0,2,2,1,3,1,0,2,3,3,1762,2,3,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall, T. Osborne, C. Hitch and L. Hawes, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, T. Longman, S. Crowder and Co. R. Withy, C. Ware and Co. W. Flexney, W. Bristow, T. Lownds, A. Shuckburgh, and P. Uriel, MDCCLXII. [1762].",London,901,male,,,FALSE,"Use and Benefit of the said C D. his Executors , Administrators and af 1the L fl""g""e. sins for the Purpore of raiging and levying so much Money as will be sufficient for paying a d btisfying the said Annuity, as in and by the laid recited Indenture is mentioned"
