PassageID,Title,Author,Total termFreq,termFreq(attent),termFreq(author),termFreq(book),termFreq(brandi),termFreq(chocol),termFreq(coffe),termFreq(coffeehous),termFreq(compani),termFreq(convers),termFreq(dai),termFreq(drink),termFreq(even),termFreq(frequent),termFreq(gentlemen),termFreq(grand),termFreq(half),termFreq(home),termFreq(hous),termFreq(humour),termFreq(knowledg),termFreq(laid),termFreq(laughter),termFreq(liberti),termFreq(london),termFreq(music),termFreq(new),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(place),termFreq(politician),termFreq(proprietor),termFreq(public),termFreq(publish),termFreq(punch),termFreq(read),termFreq(room),termFreq(sage),termFreq(societi),termFreq(tabl),termFreq(tatler),termFreq(tea),termFreq(thought),termFreq(town),termFreq(wit),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0906200106_000075,The spectator. ...,,40,0,4,0,0,0,0,2,0,1,2,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,10,3,0,1,0,2,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,1729,6,8,"London : printed for J. Tonson, at Shakespear's-Head, over-against Katharine-Street in the Strand, 1729.",London,312,unknown,,,FALSE,"no other Advantage over honest Alien, is nst he who takes pleajure in reading them as ewitty as he who C composed them? It is an uncontested Maxiin, that they who C approve an Ation would certainly do it if they could C that is, if some Reason of self-love"
0201600102_000088,The spectator. ...,,31,0,1,0,0,0,1,1,2,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0,0,1,0,0,3,4,1,0,1,0,0,2,1,1,1,1753,2,9,"London : printed for J. and R. Tonson and S. Draper, MDCCLIII. [1753].",London,351,unknown,,,FALSE,"for Deceit, he has an Afpe& as innocent as the famed Lucrece, but a Mind as wild as the more famed Cleopatra. Her Face speaks a Veffal, but her Heart a'meffalina. Who that beheld om n namante's negligent unobferving Air, would believe that the hid under that regardless manner the"
0845500600_000543,"A collection of all the statutes now in force, Relating to the duties of excise in England.",Great Britain,65,0,2,0,4,13,8,3,0,0,4,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1764,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty, and by the assigns of Robert Baskett; for J. and R. Tonson in the Strand, 1764 [1780?].",London,913,unknown,,,FALSE,"by dent, ac.) runavoidable accident or bodily infirmity, be discharged from his Majesty's shall not be .service; and any officer of his Majesty's land forces, marines, or lea ser discharged vice, who shall presume,, and wilfully, to discharge any person arthnor ffiv .I' raised, levied, and delivered over, as aforesaid,"
1293000102_000199,"The spectator, complete in two volumes; with notes critical and explanatory. ...",,34,0,4,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,4,0,1,0,2,0,2,0,0,6,0,0,0,1,0,0,0,1,0,0,1800,2,2,"London : printed for Andrew Miller, Strand, 1800.",London,644,unknown,,,FALSE,"tiefe cafes; for perhaps fume would think that my morality is' not severe enough, if  [ should affirm that a man is not malter  of those agreeable fculations, any more than of ihofe occasioned by sugar or honey, when they touch his tongue; but as to the "
1041600101_000070,The spectator. ... Carefully corrected.,,30,0,1,0,0,0,1,3,1,1,4,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,3,3,0,1,2,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,1753,1,8,"Edinburgh : [s.n.], Printed in the Year M.DCC.LIII. [1753].",Edinburgh,318,unknown,,,FALSE,"fathion: the gentleman in the strawberry fash, who presides so much over the rest, has, it seems, subscribed to every opera this lad winter, and. is. supposed to - receive favours from one of the actresses. WHEN the day grows too .busy for there gentlemen to. enjoy any longer the"
0888300106_000011,The spectator. ...,,24,1,0,0,0,0,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,3,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,1753,6,9,"London : printed for J. and R. Tonson and S. Draper, MDCCLIII. [1753].",London,331,unknown,,,FALSE,"R, ó' T Had the Misfortune to be an Uncle before I knew my Nephews from my Neices, and now we are grown up to better Acquaintance they deny me the  Respect they owe.. One upbraids me with being their Familiar, another will hardly be persuaded that I am."
1143400901_000058,"A journey through England. In familiar letters. From a gentleman here, to his friend abroad. In two volumes. Containing What is Curious in the Counties of, Norfolk, Suffolk, Essex, Kent, Sussex, Surrey, Berkshire, Middlesex, London, Buckinghamshire, Bedfordshire, Hertfordshire, Hampshire, Wiltshire, Dorsetshire, Devonshire, Oxfordshire, Worcestershire, Gloucestershire, Somersetshire, Shropshire, Cheshire, Lancashire, Staffordshire, Derbyshire, Leicestershire, Rutland, and Huntington, Nottinghamshire, Northamptonshire, Yorkshire, Durham, Northumberland, Cumberland, Wales, Cornwall, and the Isle of Man, &c. Vol. I.","Macky, John",37,0,0,1,0,0,0,1,5,1,2,1,0,0,3,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,6,0,3,2,0,0,1,0,0,1,1724,1,1,"London : printed for John Hooke, at the Flower de Luce, over against St. Dunstan's Church in Fleet-Street, MDCCXXIV. [1724].",London,381,male,,,FALSE,"curious Piece of Archi tcture, is a fine Chyrne of Bells. There are also on each fide of the Gates without, a piazz a fipportcdby Ten noble Pillars each, GUILSD G UIL )HAL L or the Townhouse of London , is a venerable ancient Pile, where the lmayor, Aldermen, and"
1203000109_000113,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,62,0,3,0,4,12,8,2,0,0,4,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1786,9,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,723,male,1723,1769,FALSE,"any Frauds or Abuses that may be practised in the  discharging of such Persons ,  be it further enabled by the Authority aforesaid, i hat no Person who ilhall be ordered and adjudged to serve his Majesty as a Soldier or as a Sailor, by virtue of this"
0971300102_000009,"A supplement to Dr. Swift's works: being a collection of miscellanies in prose and verse, by the Dean; Dr. Delany, Dr. Sheridan, and others, his intimate Friends. With explanatory notes, and an index, by the editor.",Jonathan Swift,35,0,2,0,0,0,0,1,0,1,1,0,2,0,1,0,1,0,0,3,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,8,2,1776,2,2,"London : printed for W. Bowyer and J. Nichols; and sold by N. Conant, successor to Mr. Whiston, in Fleet-Street, MDCCLXXVI. [1776]-79.",London,491,male,1667,1745,TRUE,"nds in the title plge to the volume of ratlers, and is also prefixed by Mr. Steele to some elegant little poems in his  Collec liol."" But, if this were not futircient, the beautiful lines which clhi; Dr. 5'ouzn's "" Epifsle to lord Lansdowne, i712,"" v would lhe decilivc;"
0584300101_000147,"The spectator, with illustrative notes. To which are prefixed the lives of the authors: comprehending Joseph Addison, Sir Richard Steele, Thomas Parnell, John Hughes, Eustace Budgel, Lawrence Eusden, Thomas Tickell, Alexander Pope. With critical remarks on their respective writings. A new edition. By Robert Bisset, L.L.D. Author Of The Life Of Burke, &c. &c.",,26,0,2,2,0,0,1,1,0,0,1,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,2,0,0,2,1,0,0,0,0,0,0,1,1,1,1799,1,8,"London : printed and published by Geo. Cawthorn, British Library, NO. 132, Strand; sold also by Messrs. Richardson, Royal-Exchange; W. West, and J. Wallis, Paternoster-Row; J. Hatchard and J. Wright, Piccadilly; and P. Hill, Edinburgh, 1799.",London,494,unknown,,,FALSE,"obliged huinble servant, WILL fashion.' A like irmperti ence is also very troublesome to the, superior and more intelligent part of the fair sex; I1 is, it seems, a great incolnveuiene, that those of the: meanest capacities will prete!ld to make visits, though inkeed they are qualified rather toadd to"
1331700201_000067,"The spectator, in eight volumes.",,26,1,1,0,0,0,1,1,0,0,1,0,0,2,1,0,3,1,0,1,0,0,1,0,1,0,0,4,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1776,1,8,"London : printed for J. Gardner, R. Gray and P. Anderson Luckenbooths Edinburgh, M.DCC.LXXVI. [1776].",London,377,unknown,,,FALSE,"I found by the noilfe the made, was newly returned frorn Friance. A little before the rising of the Curtain, fth broke out into a loud.soliloquy, When till the dear ii'icher~ ente?? immnediately upon their fir apt pearance, asked a Lady that scat: three boxes frodm her, an.her right hand,"
0901500201_000002,"The Tatler. By Isaac Bickerstaff, Esquire. ...",Joseph Addison,29,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,2,3,1,5,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1794,1,4,"London : printed for J. Parsons, no. 21, Paternoster-Row. 1794.",London,323,male,1672,1719,TRUE,"with so great success, and there is hardly a name now eminent among us for power, wit , beauty, valour or wisdom, which is not subscribed, for the encouragement of these volumes. This is indeed an honour, for which it is impossible to express a suitable gratitude; and there is"
1702800102_000088,The spectator.,,27,0,1,0,0,0,2,1,3,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,3,2,0,0,1,0,0,1,1,1,1,1720,2,8,"London : printed for J. Tonson, at Shakepear's-Head, over against Katharine-street in the Strand, M DCC XX. [1720].",London,332,unknown,,,FALSE,"the first imention, I desire further Notice from my Corre fpondenrs. Mr. SPECTATOR, t i Am obliged to you for your Discourse the other Day , upon frivolous Disputants, who with great Warmth,  and Enumeration of many Circumstances and Authorities , £ unie t keto prove Matters which ro"
1126800106_000076,The spectator.,,36,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,9,4,1,0,4,1,0,2,1,0,1,0,0,0,0,0,0,2,2,0,1,1748,6,8,"Dublin : printed for Peter Wilson, Bookseller, in Dame-Street, MDCCXLVIII. [1748].",Dublin,317,unknown,,,FALSE,"pun; shed with that eternal Fhirll, which is the Portion. of all our modern news mongers and coffeehouse Politicians . A L L Mautters of Sac, which a man.did not know before, are News to him; and I do not see how any Ha herda her in Cheapfide is more"
0594400104_000054,The spectator. ...,,29,0,3,2,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,2,1757,4,8,"London : printed for Jacob and Richard Tonson in the Strand, MDCCLVII. [1757].",London,438,unknown,,,FALSE,"this comes to her hand, to declare whether she will have Pli lotas, whom a woman of no less merit than herself, and of superior fortune, languifles to call her own. To die S PE C TATO R. S I R,  IN C E so many Dealers turn Authors"
0239500106_000114,"The lucubrations of Isaac Bickerstaff, Esq.",Joseph Addison,35,0,6,5,0,0,0,1,2,3,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,2,1,0,0,0,0,0,1,1,1,2,1786,6,6,"London : printed for C. Bathurst, J. Buckland, J. Rivington and Sons, W. Owen, R. Horsfield , B. White and son, T. Longman, B. Law, C. Rivington, J. Dodsley, H. Baldwinm G.G.J. and J. Robinson, C. Dilly, T. Cadell, J. Nichols, R. Baldwin, W. Goldsmith, J. Johnson, W. Flexney, W. Nicoll, G. Burnett, C.D. Piguenitt, G. and T. Wilxie, W. Fox, M. Say, and E. Newbery., M DCC LXXVI. [1786].",London,510,male,1672,1719,TRUE,"ea!rns to fulpect the truth of this anecdote. Boccalini w?. t the 2u'hor of the'fo!lo.: ing publications , or, at leapt, he was retruted to have bcn so. ""  Raaglagi di Parnhafo"" Amnf.  V r: rto. "" L Serretaria di iapollo,"" Arms. 16-3. 12mno. "" Pwra "" ;"
1685300600_000003,"Hall's new Margate and Ramsgate guide: Containing a description of the libraries, theatre, assemblies, new buildings, accommodations, mode of bathing, lists of the coaches, diligences, hoys, &c. With the time of their going out and coming in, and a general account of the Isle of Thanet; to which is prefixed, a map of the island. Taken from an actual survey.",Joseph Hall,36,0,0,3,0,0,2,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,5,0,0,1,8,0,0,1,0,2,0,1,0,0,1790,1,1,"[Ramsgate?] : Printed for, and sold by J. Hall, Margate; sold also by P. Brugess, Ramsgate; Flackston & Co., Simmons & Kirkby, and W. Bristow, Canterbury; W. Gillman, Rochester; G. Ledger, Dover; and Rivington & Sons, St. Paul's Church Yard, London, M,DCC,XC. [1790].",Ramsgate,80,male,1766,1799,FALSE,"thcp Iurpofe of adjufunlgp eny!·diffrc es.lc~ A greua. A great nlumb~er of nobility, and persons of fashion, Freort to Madrgate in the fammer, both for the enjoy. ment of. ils pure and salubrious air, and for the benefit of Vfathing in the sea; for which latter purpolie no place in"
0120701300_000017,"The whole proceedings on the trial of an action brought by Thomas Walker, merchant, against William Roberts, barrister at law, for a libel. Tried by a special jury at the assizes at Lancaster, March 28, 1791, before the Hon. Sir Alexander Thomson, Knight, One of the Barons of his Majesty's Court of Exchequer. taken in short hand by Joseph Gurney.","Roberts, William",58,0,0,0,0,0,0,0,4,2,1,0,2,1,3,0,0,0,2,0,0,1,0,0,0,0,0,16,0,1,4,0,0,5,1,2,8,0,0,0,1,0,0,2,1,1,0,1791,1,1,"Manchester : printed by Charles Wheeler. Sold by Messrs. Falkner and Birch, stationers, in the Market-Place and by all the booksellers in Manchester; and by J. Johnson, No. 72, St. Paul's Church-Yard, London, M.DCC.XCI. [1791].",Manchester,205,male,1767,1849,FALSE,"Cards at a round game; Mr. Roberts came and sat down by me; he began the conversation by saying, ""I think I have finished him,"" or "" I have done the fellow completely"" fomething of that kind he took the papers or paper out of his poc ketj showed it"
0374400103_000195,"The works of the late Right Honourable Joseph Addison, Esq; In four volumes. ...",Joseph Addison,26,1,1,0,0,0,2,2,1,0,2,0,0,1,2,1,0,0,0,0,0,1,0,0,0,2,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1730,3,4,"London : printed for Jacob Tonson, at Shakespear's-Head in the Strand, MDCCXXX. [1730].",London,590,male,1672,1719,TRUE,"2 I afterwards called in at Giles's, where I saw a board of French Gentlemen sitting upon the life and death of their Grand Monarch. Those among them who had espoused the Whigg interest, very positively affirmed, that .e departed this life about a week since, and therefore proceeded without"
0915101000_000015,"The new Bath guide; or, useful pocket companion for all persons residing at or resorting to this antient city. Giving an account of the first discovery of its medicinal waters by King Bladud; Saron and Roman Antiquities, Nature and Efficacy of the Warm Baths and Sudatories. With the Rules and Prices of Bathing and Pumping. The Virtues of the Bath Waters used internally and externally. Lists of the Body Corporate, Attornies, Medical Faculty, Artists, Inns and Taverns, Lodging-Houses, Boarding ditto, Price of Lodgings, Mail and other Coaches, Chairmen's Fares, Waggons, Carriers and Post, Barges to and from Bristol, &c. Institution and present State of the General Hospital; Description of the Assembly-Rooms, Publick Charities, Churches, Chapels, and other Edifices. The Principal Roads to different Parts of the Kingdom; with a Description of the City of Bristol, and the Hotwells; Monuments of Antiquity, and Gentlemen's Seats, in the Environs of Bath. Directions for Passing the Severn into Wales; And many other Particulars worthy Observation. (embellished with six Copper-Plate Engraving's, viz. Portraits of both Masters of the Ceremonies, Plan of the City, Elevation of the Town-Hall, View of the Crescent, and Portrait of Richard Nash, Esq.) To which is added, the life, character, &c. of Richard Nash, esq; who presided over the Amusements of this City upwards of Fifty Years.",,26,1,0,1,0,0,1,2,1,0,2,0,1,1,2,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,2,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1799,1,1,"Bath : printed by R. Cruttwell, for A. Taylor, bookseller and stationer, No. 12, Argyle-Street. Sold also by all the booksellers in Bath and Bristol; by R. Baldwin, Pater-Noster-Row, and E. Newbery, Corner of St. Paul's Church-Yard, London, 1799.",Bath,87,unknown,,,FALSE,"corn ftreet. The principal COSSE E hou s E s here are, the Parade Coffeehouse , fronting the North parade, commanding a delightful: view of the country; the Coffeehouse adjoining the New Afnembly rooms ; and George's Coffee room , next the Great' Pump room . The pubic GRAM.MAR school,"
1173300102_000005,The guardian. ...,,31,0,0,0,0,0,2,2,2,0,4,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,1,0,0,1,0,1,2,1,1,1,1747,2,2,"London : printed for J. and R. Tonson and S. Draper, MDCCXLVII. [1747].",London,532,unknown,,,FALSE,"repeated the Verses. sthe Mulcibers, who in the Minories sweat, And Majfive Bars on stubborn Anvils beat; Deformed themelves, yetforge those Stays of Steel Which arm Aurelia with a Shape to kill.  This was no sooner over, but it was easily  discernible what an ill natured Satisfation. most"
1137400202_000005,"The connoisseur. By Mr. Town, critic and censor-general. ...",Bonnell Thornton,29,0,0,1,0,0,1,1,0,3,0,0,3,0,3,0,1,0,2,0,0,0,0,0,0,0,1,2,2,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,2,1,0,1757,2,4,"London : printed for R. Baldwin, at the Rose in Pater-Noster Row, MDCCLVII. [1757]-60.",London,288,male,1724,1768,FALSE,"Butchers are [feldon blotted out] * This reminds me of a similar defence made by .Yard the doggerel writer, whose genius for poetry was exactly of a piece with that of our Orator for prose compositions. Jaceb, in his Account of wyard, happened to say, that "" of late years"
0015500201_000009,"The history of the reigns of Peter III. and Catharine II. of Russia. Translated from the French, and enlarged with explanatory notes and brief memoirs of illustrious persons. ...",Jean Henri Castéra,32,0,0,2,0,0,0,0,1,0,2,0,2,0,1,0,2,0,1,0,0,0,0,3,0,0,2,2,0,1,2,0,0,2,2,1,1,1,0,0,2,0,1,0,0,0,1,1798,1,2,"London : printed and published by G. Cawthorn, British Library, No. 132, Strand; sold also by W.J. and J. Richardson, Royal Exchange; H.D. Symonds, Paternoster-Row; and J. Bell, Oxford-Street, 1798.",London,390,male,1749,1838,FALSE,"democratic calumny, which the translator abhors as he does deadh, poison. Iad we not defended our lives and property against he inroad of republican principles at the commencement, and repelled the efforts of France against this country down to this period of the war, we hiiould have been deprived of"
0918600103_000049,"A supplement to Dr. Swift's works: containing miscellanies in prose and verse, by the Dean; Dr. Delany, Dr. Sheridan, Mrs. Johnson, and others, ... In three volumes. ...",Jonathan Swift,30,0,1,0,0,0,0,2,1,0,0,0,1,1,1,0,3,1,0,0,0,0,0,0,5,0,1,1,0,2,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,1779,3,3,"London : printed for J. Nichols: sold by H. Payne; and N. Conant, 1779.",London,421,male,1667,1745,TRUE,"all fine Gentlemen and Ladies will appeal from me to the information of the Learned, that I may be wholly clear from the least censure of misrepresenting so great an authority ; for, indeed, if I have been guilty of any fault, it is in palliating the gross expressions in"
