PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(ag),termFreq(alexandria),termFreq(ancient),termFreq(build),termFreq(built),termFreq(charact),termFreq(column),termFreq(countri),termFreq(cut),termFreq(egypt),termFreq(egyptian),termFreq(empir),termFreq(emploi),termFreq(figur),termFreq(granit),termFreq(height),termFreq(hieroglyph),termFreq(inhabit),termFreq(king),termFreq(knowledg),termFreq(languag),termFreq(long),termFreq(marbl),termFreq(monument),termFreq(nile),termFreq(peopl),termFreq(pharoah),termFreq(poster),termFreq(pyramid),termFreq(red),termFreq(rock),termFreq(roof),termFreq(ruin),termFreq(sepulchr),termFreq(sphinx),termFreq(stone),termFreq(strabo),termFreq(templ),termFreq(time),termFreq(travel),termFreq(upper),termFreq(variou),termFreq(wall),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0248801400_000004,"The free masons pocket-companion. Containing the history of masonry from the creation to the present time; the institution of the Grand Lodge of Scotland; lists of the officers of the Grand Lodges of Scotland and England; their customs, charges, constitutions, orders and regulations. To which is added, a large collection of songs, many of which were never before published.",John Entick,43,1,1,0,2,5,3,0,1,0,0,4,4,0,1,0,0,0,0,0,1,1,1,2,1,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,6,1765,1,1,"Edinburgh : printed by Auld, and Smellie, and sold at their printing house, Morocco's Close. Lawn-Market, M,DCC,LXV. [1765].",Edinburgh,285,male,1703,1773,FALSE,"descended. The first thing he did upon his landing, was to build an altar, and offer a burnt sacrifice of every clean beaf and fowl. God having accepted the sacrifice, blesscd Noah, and gave him power over all living creatures, with a permillion to cat them as freely as of"
0456700100_000354,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. XIII. A General Index. With a table of the coins of all nations, and their value in English money. By William Guthrie, Esq. Illustrated with a New and Correct Set of Maps, Engraved by Mr. Kitchin, Geographer. The third edition, improved and enlarged; the astronomical part by James Ferguson, F.R.S.","Paraire, John",47,0,0,2,4,0,0,0,2,1,1,9,4,0,0,0,0,3,0,0,1,2,3,1,2,0,3,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1771,1,1,"London : printed for J. Knox, at No. 148, near Somerset-House, in the Strand, MDCCLXXI. [1771].",London,751,unknown,,,FALSE,"the ii: omnet.'ns rt.': L fi.'i:, anj be .!-""-; -. -^';.? i1.: f'li; ivsil\ o p, el"": er d: eens ] iin: (, : !' ~hh.~ut .', C r.nop .ntru.!: nr;; ho ei, v..., .' d rcr r t: : .: m.tr. Te i; : ?: Tu:  s r;"
0130400303_000017,"Indian antiquities: or, dissertations, relative to the ancient geographical divisions, the pure system of primeval theology, the grand code of civil laws, the original form of government, and the various and profound literature, of Hindostan. Compared, throughout, with the religion, laws, government, and literature, of Persia, Egypt, and Greece. The whole intended as introductory to the history of Hindostan, upon a comprehensive scale. ...",Thomas Maurice,40,3,0,0,1,2,1,0,0,0,0,1,4,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,9,0,1,0,0,1,0,3,0,1,1,1,1,0,0,0,4,1794,3,5,"London : printed for the author, and sold by W. Richardson, under the Royal-Exchange, M.DCC.XCIV. [1794].",London,269,male,1754,1824,FALSE,"c.lled Geza; of the xnras in which they .ere fabricated; and of the purposes for which they w; re originally in tended; I nuch has already been written by our own countrymen, Pococke and Greaves, by the ingienious No: rdcn, and the whole b, (dy of French tr: iveller, tlat"
1617900103_000141,"The travels of the late Charles Thompson, Esq; containing his observations on France, Italy, Turkey in Europe, the Holy Land, Arabia, Egypt, and many other parts of the world: giving a particular and faithful account of what is most remarkable in the manners, religion, polity, antiquities, and natural history of those countries: with a curious description of Jerusalem, as it now appears, and other places mention'd in the Holy Scriptures. The whole forming a compleat view of the ancient and modern state of great part of Europe, Asia, and Africa. Publish'd from the author's original manuscript, interspers'd with the remarks of several other modern travellers, and illustrated with historical, geographical, and miscellaneous notes by the editor. Adorn'd with maps and prints. In three volumes.","Thompson, Charles",50,1,0,5,3,0,4,0,1,3,0,5,1,2,0,0,2,1,0,0,2,0,0,0,1,0,5,0,0,1,0,1,0,0,2,0,0,1,0,0,1,2,0,0,3,0,3,1744,3,3,"London : printed for J. Robinson, at the Golden-Lion in Ludgate-street, MDCCXLIV. [1744].",London,450,male,,,FALSE,"independent Kingdom. The Kings his Successors all bore the Name of Ptolemy, and in this Line it continued for about three hundred Years , the last Sovereign being the famous Cleopatra, after whose Death the Country became a Roman Province. Upon the Division of the Empire , Egypt fell to"
0495400101_000159,"A description of the East, And Some other Countries. ... . Observations on Egypt. By Richard Pococke, LL. D. F.R.S.",Richard Pococke,49,2,0,0,2,6,0,0,3,0,2,3,3,0,0,0,2,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,1,1,1,0,2,1,0,1743,1,3,"London : printed for the author, by W. Bowyer; and sold by J. and P. Knapton, W. Innys, W.Meadows, G. Hawkins, S. Birt, T. Longman, C. Hitch, R. Dodsley, J. Nourse, and J. Rivington, MDCCXLIII. [1743]-45.",London,401,male,1704,1765,FALSE,"be determined by the quadrant, and having in truth, sometimes omitted some measures I might have taken, on account of the hurry I was often obliged to do things in, and the interruptions I met with; I could not, for these reasons, give an exact draught of them by fcalc,"
0550500101_000533,"A new system of geography: or a general description of the world. ... Embellished with a new and accurate set of maps, ... and great variety of copper-plates, ... By D. Fenning, ... and J. Collyer, ...",Joseph Collyer,44,1,0,0,1,0,3,1,0,0,3,2,2,0,0,0,1,4,0,0,1,0,0,2,1,0,2,0,0,0,9,0,1,0,0,1,0,5,0,0,2,0,1,0,1,0,0,1771,1,2,"London : printed for J. Payne, and sold by J. Johnson, 1771.",London,596,male,1748,1827,FALSE,"and fortyfive feet. It has a hundred and fifty six fieps, fro: n two to three feet in height , and is built of the same kind of free flone as the others, but was cased with a fine haid stone , which is still remaining in several parts of"
0086600112_000050,"The world displayed; or, a curious collection of voyages and travels, selected from the writers of all nations. In which the conjectures and interpolations of several vain editors and translators are expunged, Every Relation is made concise and plain, and The Divisions of Countries and Kingdoms are clearly and distinctly noted. Illustrated and embellished with variety of maps and prints By the best Hands. ...",,50,1,0,0,1,3,1,0,0,0,2,2,0,0,0,1,4,0,3,0,0,0,0,2,0,0,3,5,0,0,1,3,8,0,0,0,0,1,0,4,0,1,0,0,4,0,0,1759,12,20,"London : printed for J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard, MDCCLIX. [1759]-61.",London,221,unknown,,,FALSE,"urn or mummy, and I was tempted to get it lifted up; but the fu perlfitiop of the government and people would not permit it. A traveller would think himself happy, in having the liberty to observe there ancient edifices in quiet, and he must not attempt anything farther. I"
0279500101_000066,The history of Herodotus. Translated from the Greek. By Isaac Littlebury. ...,Herodotus,43,1,1,0,0,2,2,1,0,0,1,0,2,0,1,0,0,2,0,0,4,0,0,0,1,3,1,2,0,0,5,0,0,0,0,1,0,4,0,2,3,0,0,1,0,0,3,1720,1,2,"London : printed for A. Bell, J. Darby, A. Bettesworth, W. and J. Innys, F. Fayram, J. Pemberton, C. Rivington, J. Hooke, F. Clay, J. Battley, and E. Symon, M.DCC.XX. [1720].",London,480,male,,,FALSE,"atrcnch, and formed a !ittle Iisand in the midst of the Waters, defiie:, to place his Sepulchre on that Ground. Their vtmid is Quadrilateral, every Face containinl ""ilght Plcthrons in length, and tle fairn M eai..' : n height . All the Stones are thi: rt F( t king ."
0831200101_000637,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, and buildings; manners, laws and customs, religion, and policy; Arts and Sciences, Trades, Manufactures and Husbandry; plants, animals, and minerals. By Mr Salmon. Illustrated with cuts and maps, accurately drawn according to the Geographical Part of this Work, by Herman Moll. The third edition. With considerable additions and improvements, interspersed in the body of the work: Also the History and Revolutions of each Country, brought down to the present Time. In three volumes. ...",Thomas Salmon,53,1,1,1,3,1,2,0,0,1,0,4,2,0,0,1,0,2,2,0,0,0,5,2,0,0,1,1,0,0,0,1,0,0,5,0,0,0,0,7,5,0,1,0,1,0,3,1744,1,3,"London : printed for T. Longman, in Pater-Noster-Row. T. Osborne, in Grays-Inn. J. Shuckburgh, in Fleet-Street. C. Hitch, in Pater-Noster-Row. S. Austen, in Newgate-Street. And J. Rivington, in St Paul's Church-Yard, MDCCXLIV. [1744]-46.",London,844,male,1679,1767,FALSE,"pocock, ib. 179 Religion. The Religions of Egypt are the Christian, the Jewish and Mahometan. The Christians are either Coptis, Greeks, or Armenians. The Coptic is the religion of the first Chriflans of this country ; they were called Coptis, it is said, from their retiring to Coptus and the"
1299200200_000111,"Geography anatomiz'd: Or, The geographical grammar. Being a short and exact analysis of the whole body of modern geography, after a new and curious method. Comprehending I. A general view of the terraqueous globe. Being a compendious system of the true fundamentals of geography; digested into various definitions, problems, theorems, and paradoxes: with a transient survey of the surface of the earthly ball, as it consists of land and water. II. A particular view of the terraqueous globe. Being a clear and pleasant prospect of all remarkable countries upon the face of the whole earth; shewing their situation, extent, division, subdivision, cities, chief towns, name, air, soil, commodities, rarities, archbishopricks, bishopricks, universities, manners, languages, government, arms, religion. Collected from the best authors, and illustrated with divers maps. The eleventh edition, corrected, and somewhat enlarg'd. And a set of new maps. By Mr. Senex. By Pat. Gordon, M.A.F.R.S.","Gordon, Patrick",40,2,0,1,5,0,0,1,0,3,0,1,5,1,0,1,0,0,1,1,0,0,4,1,0,0,0,1,0,0,3,0,1,0,2,0,1,1,0,0,1,2,0,0,1,0,0,1728,1,1,"London : Printed for J. and J. Knapton, R. Knaplock, J. and B. Sprint, D. Midwinter, A. Bettesworth, J. Osborn and T. Longman, J. Brotherton, R. Ford, A. Ward, and J. Clarke, MDCCXXVIII. [1728].",London,480,male,,,FALSE,"the Southmost is ten Hours and a half, and the Nights proportionably. Commetlitity.] gthe~ chief commod~itier of this country , are Sugar, Plax, Rice, all sorts of Grains and Pruits, Linen cloth, Salt, Balsam, Senna, Caiffa, Bucargio, Oh guq~id~e#z.] In and near to ancient Alexandria (now termed by the Sfurks,"
1184500200_000040,"Travels in Africa, Egypt, and Syria, from the year 1792 to 1798. By W. G. Browne.",William George Browne,49,1,0,0,5,0,0,0,0,1,0,6,2,0,0,0,4,0,0,3,2,1,0,1,2,0,3,1,0,0,0,1,4,0,2,0,0,2,0,2,0,3,1,0,1,0,1,1799,1,1,"London : printed for T. Cadell junior and W. Davies, Strand; and T. N. Longman and O. Rees, Paternoster-Row, 1799.",London,537,male,1768,1813,FALSE,"drawn from the country near Ifna and Assuan, which is but unproducive. Passed one night at Ifna, and thence proceeded towards Edfu. The people here have a superstition concerning crocodiles similar to that entertained in the West Indies; they say there is a king of them, who resides near Ifna,"
0138000503_000025,"Indian antiquities: or, dissertations, relative to the ancient geographical divisions, the pure system of primeval theology, the grand code of civil laws, the original form of government, and the various and profound literature, of Hindostan. Compared, throughout, with the religion, laws, government, and literature, of Persia, Egypt, and Greece. The whole intended as introductory to, and illustrative of, the history of Hindostan, upon a comprehensive scale. ...",Thomas Maurice,35,0,0,0,4,1,0,0,0,0,0,4,2,1,2,0,1,0,1,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,1,0,0,0,6,1,1,1,0,1,0,1,1793,3,5,"London : printed for the author; and sold by W. Richardson, under the Royal-Exchange, M.DCC.XCIV. [1793-1794].",London,259,male,1754,1824,FALSE,"has attracted the notice as well of M. Lucas as of a late very celebrated investigator of Egyptian antiquities, M. De Pauw. The reader may re. member that the artist, employed by Go. vernor Boon to take copies of the sculptures at Salfette, plainly traced on many of the statues"
