PassageID,Title,Author,Total termFreq,termFreq(afternoon),termFreq(air),termFreq(anchor),termFreq(bear),termFreq(blow),termFreq(breez),termFreq(calm),termFreq(caus),termFreq(clear),termFreq(clock),termFreq(cloud),termFreq(cloudi),termFreq(cold),termFreq(continu),termFreq(cours),termFreq(dark),termFreq(dry),termFreq(east),termFreq(fail),termFreq(fall),termFreq(fine),termFreq(fleet),termFreq(fun),termFreq(gale),termFreq(gener),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(land),termFreq(latitud),termFreq(leagu),termFreq(light),termFreq(littl),termFreq(mean),termFreq(moder),termFreq(month),termFreq(morn),termFreq(mountain),termFreq(night),termFreq(noon),termFreq(north),termFreq(observ),termFreq(rain),termFreq(reason),termFreq(rock),termFreq(run),termFreq(sail),termFreq(sea),termFreq(season),termFreq(set),termFreq(small),termFreq(snow),termFreq(south),termFreq(trade),termFreq(warm),termFreq(water),termFreq(weather),termFreq(weft),termFreq(wind),termFreq(winter),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1733700501_000181,"A voyage of discovery to the North Pacific Ocean, and round the world; in which the coast of north-west America has been carefully examined and accurately surveyed. Undertaken by His Majesty's command, principally with a view to ascertain the existence of any navigable communication between the north Pacific and north Atlantic oceans; and performed in the years 1790, 1791, 1792, 1793, 1794, and 1795, in the Discovery sloop of war, and armed tender Chatham, under the command of Captain George Vancouver. In three volumes.",George Vancouver,79,0,0,0,2,0,3,1,2,1,0,0,0,0,3,2,1,0,0,0,1,1,0,0,3,1,0,0,0,4,4,7,1,0,0,3,0,4,1,1,3,1,2,3,0,0,0,3,2,0,1,0,1,4,0,0,1,7,0,5,0,1798,1,3,"London : printed for G.G. and J. Robinson, Paternoster-Row; and J. Edwards, Pall-Mall, 1798.",London,488,male,1757,1798,FALSE,"my weather , necessitated to resort to this measure, lelt we Should lore,; .N in these tempestuous returns, the distance which the short intervals of l.j moderate weather permitted us to gain. This gale moderated in the evening; clofe reefed topsails were set ; towards midnight the wind veered to"
0779600101_000027,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,82,0,0,0,0,0,2,0,1,3,0,1,1,0,1,1,1,0,7,1,0,0,1,0,3,0,0,0,0,2,7,0,5,4,0,0,0,4,0,3,3,2,3,0,0,0,0,2,2,0,1,1,2,9,0,0,1,4,0,4,0,1779,1,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXIX. [1779].",London,468,male,1728,1779,FALSE,"we could no longer look upon them, nor indeed upon any other oceanic birds, which frequent high latitudes , as sure signs of the vicinity of land , The wind continued not long at North , but veered to E. by NORTHEAST., and. blew a gentle gale , with which"
1335301200_000011,"A narrative of the mutiny, on board His Majesty's Ship Bounty; and the subsequent voyage of part of the crew, in the ship's boat, from Tofoa, one of the Friendly Islands, to Timor, a Dutch settlement in the East Indies. Written by Lieutenant William Bligh.",William Bligh,96,2,0,0,4,0,1,1,0,0,0,0,1,5,2,3,1,0,0,0,1,0,0,4,3,0,0,0,0,2,5,6,0,1,1,1,0,5,0,4,8,0,2,7,0,0,0,0,5,0,2,0,0,0,0,0,9,6,0,3,1,1790,1,1,"Dublin : Printed for L. White, P. Byrne, J. Moore, J. Jones, B. Dornin, Grueber and M'Allister, W. Jones, and R. White, MDCCXC. [1790].",Dublin,151,male,1754,1817,FALSE,"of the itern theets, which proved of great begnefit to us. About nine o'clock in the evening, the clo~tkis began to gather, and we had a prodigious fall of rain , with severe thunder: and lightning. By midnight we had caught about twenty gallons of water . Being miserably wet"
0139400300_000028,A voyage in the Flying-Eagle from Bantam to Baber and other islands to the Eastward of Timor 1672 now first published from the original M.S.S. at the East-India House.,"Payne, Mr",76,2,0,5,0,1,0,0,0,0,1,0,0,0,1,3,0,3,2,2,0,1,0,0,2,1,0,0,0,4,1,5,0,1,0,2,0,2,0,4,4,0,1,1,0,6,1,6,0,0,3,2,0,0,0,0,1,3,0,5,0,1781,1,1,"London : [s.n.], 1781.",London,94,unknown,,,FALSE,14 or 15 little and great high and low ilands by it some to the E and ome to the W and to the Southward of these is a very large ledge of rock the Flemish draughts doth describe these Ilands very plain and TRUE which the English draughts do
0148001002_000002,"The philosophical transactions and collections, to the end of the year 1700. Abridg'd and dispos'd under general heads in three volumes. By John Lowthorp, M. A. and F. R. S.",Royal Society (Great Britain),108,2,12,0,0,0,0,1,1,8,2,3,2,5,3,1,2,0,5,0,3,0,0,0,0,4,1,0,10,0,0,0,0,3,0,0,0,2,0,2,0,1,1,3,0,0,0,0,0,0,0,0,3,1,0,1,0,12,0,11,3,1722,2,3,"London : printed for J. Knapton, R. Knaplock, R. Wilkin, J. and B. Sprint, D. Midwinter, W. Taylor, W. and J. Innys, R. Robbinson, and J. Osborn, M.D.CC.XXII. [1722].",London,961,unknown,,,FALSE,"fill so exatly with Mercury, as ik. .is; to exclude all Air ; and therefore I truf: more to a Mercurial Cane, and take all my Notes from it. This Cane is but; f Inches long, of a very slender Cavity, and thick Glass. z. In all my Observations from"
0785700101_000027,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,75,0,0,0,0,0,2,0,1,2,0,1,1,0,0,1,3,0,4,0,1,0,2,0,3,1,0,0,0,1,6,0,1,4,0,0,0,3,1,5,2,2,2,0,0,0,0,1,3,1,1,1,3,9,0,0,2,3,0,2,0,1784,1,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXXIV. [1784].",London,437,male,1728,1779,FALSE,"mile in circuit, and two hundred feet high at least; though very little loose ice about it. But while we were considering whether or no we should hoist out our boats to take fomc up, a great quantity broke from the island. Upon this we hoisted out our boats, and"
0082400200_000568,"A new, complete, and universal collection of authentic and entertaining voyages and travels to all the various parts of the world. ... The whole compiled from the original journals ... And newly written by William Henry Portlock, ...",,67,2,1,0,0,0,1,1,0,3,0,0,0,2,6,2,0,0,1,0,2,0,2,0,1,1,0,0,0,2,5,0,0,0,0,0,0,2,2,3,2,2,2,0,0,1,0,1,3,0,0,1,5,3,0,0,3,3,0,1,1,1794,1,1,"London : printed for Alex. Hogg, [1794].",London,1136,unknown,,,FALSE,"and this day only three ice iflands were seen. At reit of their body was perfectly naked, not the least re eight o'clock in the evening, we hauled the wind to the guard being paid to decency. Their natural colour S. E. for the night . On the 8th, at"
0718900700_000110,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. Dedicated, by Permission, to Sir Joseph Banks, Bart. By Captain George Dixon.","Beresford, William, Supercargo of the ""Queen Charlotte""",96,3,0,1,1,2,5,0,0,2,0,0,0,1,2,0,0,0,6,1,0,4,0,0,0,0,0,0,0,2,8,1,0,1,2,2,0,3,0,0,5,6,2,0,1,0,0,0,1,0,2,0,0,14,0,0,6,5,2,5,0,1789,1,1,"London : published by Geo. Goulding, Haydn's Head, No. 6, James Street, Covent Garden, 1789.",London,464,unknown,,,FALSE,"a fine steady breeze , with moderate wceiakr; our latitude at noon was 33 deg. 44 min. South ; and the iongitude by lunar observation , 347 deg. 50 Weft : so that to our great comfort we now had doubled th: s hitherto formidable Cape, the charts placing the"
0082100101_000017,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. ...",James Cook,81,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,0,0,3,2,0,1,1,1,6,1,0,0,0,1,5,0,0,1,1,4,0,4,0,3,1,2,0,2,0,1,0,7,5,0,0,0,3,4,0,1,0,5,0,7,0,1777,1,2,"London : printed for W. Strahan; and T. Cadell, 1777.",London,454,male,1728,1779,FALSE,"to the Tiefday +. Eastward. On the noon of this day, we were in the latitude 1d 2 - of n771. of 350 5' South , and 2' West of the Cape; and had abun Novmber. \-^- dance of albatrofles about us, several of which were caught tufy.. with hook"
1402400101_000052,"A voyage round the world, performed in His Britannic Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution, and George Forster, F.R.S. Illustrated with a chart of the southern hemisphere, shewing the tracts of some of the most distinguished navigators; and a variety of portraits of persons and views of places, drawn during the voyage by Mr. Hodges. In four volumes.",Georg Forster,81,3,0,0,0,0,2,5,1,1,0,0,0,0,4,3,0,0,2,0,0,0,0,1,6,2,0,0,0,1,6,1,0,1,1,1,0,4,0,0,4,5,1,1,0,0,0,1,2,0,1,0,0,3,0,0,1,3,2,12,0,1777,1,4,"Dublin : printed for W. Whitestone, S. Watson, R. Cross, J. Potts, J. Hoey, L.L. Flin, J. Williams, W. Colles, W. Wilson, R. Moncrieffe, T. Armitage, T. Walker, C. Jenkin, W. Hallhead, G. Burnett, J. Exshaw, L. White, and J. Beatty, MDCCLXXVII. [1777].",Dublin,409,male,1754,1794,FALSE,"is pradicable to go on discoveries, even in the very depth of wmnter. During our stay in the Sound, I hlad obfrerved that this second vrifit made to this countryt, had K 3 not: 1773 not mended the morals of the natives of either fv3n, ex. I had always looked"
0786000201_000107,"An authentic account of an embassy from the King of Great Britain to the Emperor of China; Including Cursory Observations Made, and Information Obtained, in Travelling through that Ancient Empire, and a Small Part of Chinese Tartary. Together with a Relation of the Voyage Undertaken on the Occasion by his Majesty's Ship the Lion, and the Ship Hindostan, in the East India Company's Service, to the Yellow Sea, and Gulf of Pekin; as well as of their Return to Europe; with Notices of the Several Places where they Stopped in their Way Out and Home; being the Islands of Madeira, Teneriffe, and St. Jago; the Port of Rio De Janeiro in South America; the Islands of St. Helena, Tristan D'acunha, and Amsterdam; the Coast of Java, and Sumatra, the Nanka Isles, Pulo Condore, and Cochin-China. Taken chiefly from the papers of His Excellency the Earl of Macartney, Knight of the Bath, His Majesty's Embassador Extraordinary and Plenipotentiary to the Emperor of China; Sir Erasmus Gower, Commander of the Expedition, and of other Gentlemen in the several departments of the Embassy. By Sir George Staunton, Baronet, Honorary Doctor of Laws of the University of Oxford, Fellow of the Royal Society of London, his Majesty's Secretary of Embassy to the Emperor of China, and Minister Plenipotentiary in the absence of the Embassador. In two volumes, with engravings; beside a folio volume of plates. Vol. I.","Sir George Staunton, 1st Baronet",68,0,1,3,1,3,1,0,0,1,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,3,0,1,1,1,2,4,3,1,0,2,4,2,2,1,3,2,0,1,0,0,2,7,0,4,0,1797,1,2,"London : printed by W. Bulmer and Co. for G. Nicol, Bookseller to his Majesty, Pall-Mall, MDCCXCVII. [1797].",London,557,male,1737,1801,FALSE,"the one to borrow from the other, it appears Passage to chu san. more probable that the same wants suggested to both the - same contrivance. If tolerable good weather might at any season be expected in this strait, it was most likely to be found in the height of"
0082900101_000071,"An account of the voyages undertaken by the order of His present Majesty, for making discoveries in the Southern Hemisphere, And successively performed by Commodore Byron, Captain Wallis, Captain Carteret, And Captain Cook, In the Dolphin, the Swallow, and the Endeavour: Drawn up from the Journals which were kept by the several Commanders, and from the Papers of Joseph Banks, Esq; By John Hawkesworth, LL.D. In three volumes. ...",John Hawkesworth,67,1,0,4,0,1,0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,3,0,2,0,0,0,2,4,1,1,4,0,1,1,7,1,3,1,0,1,3,4,1,0,0,3,1,0,5,0,1773,1,3,"Dublin : printed for A. Leathley, J. Exshaw, W. Sleater, M. Hay, D. Chamberlaine, J. Potts, E. Lynch, J. Williams, W. Wilson, J.A. Husband, J. Porter, J. Milliken, T. Walker, J. Vallance, W. Colles, C. Ingham, R. Moncrifffe, L. Flyn, C. Jenkin, and T. Todd, MDCCLXXIII. [1773].",Dublin,563,male,1715,1773,FALSE,"should be ready to afford such assistance as might be in her power. We continued here eight days, during which time we completed our wood and water , dried our sails , and ent great part of the hip's company on hore, to wash their clothes and itretch their legs,"
0062800100_000014,"A short dissertation on the barometer, thermometer, and other meteorological instruments: together with an account of the prognostic signs of the weather. By George Adams, Mathematical Instrument Maker to his Majesty, and Optician to his Royal Highness the Prince of Wales.",George Adams,93,1,3,0,1,0,1,0,1,4,0,0,0,4,0,2,0,2,0,0,0,1,0,3,0,6,9,0,0,5,7,0,1,2,0,2,1,0,4,1,0,1,2,3,1,1,0,1,9,0,0,0,0,3,0,0,3,3,0,4,1,1790,1,1,"London : printed for the author, by R. Hindmarsh, Printer to his Royal Highness the Prince of Wales, No. 32, Clerkenwell-Close: and sold by the author, No. 60, Fleet-Street, M.DCC.XC. [1790].",London,68,male,1750,1795,FALSE,"a more moderate heat , and secured from the burning heat of the fun by the vafpur perspired from their leaves. Thus we fid the slade of vegetables more ctir ital to cool us, as well as more agreeable, than that from rocks and buildings. 7 The heat and cold"
