PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(author),termFreq(bishop),termFreq(brother),termFreq(canon),termFreq(cardin),termFreq(caus),termFreq(church),termFreq(citi),termFreq(clergi),termFreq(council),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(emperor),termFreq(empir),termFreq(england),termFreq(faith),termFreq(father),termFreq(follow),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hand),termFreq(head),termFreq(held),termFreq(holi),termFreq(itali),termFreq(king),termFreq(kingdom),termFreq(latin),termFreq(law),termFreq(legat),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(oblig),termFreq(order),termFreq(peopl),termFreq(person),termFreq(pope),termFreq(power),termFreq(present),termFreq(princ),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(roman),termFreq(rome),termFreq(sever),termFreq(taken),termFreq(took),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0605200101_000136,The history of the life of Reginald Pole. Part I. By Thomas Phillips.,"Phillips, Thomas",81,3,0,4,0,0,2,1,0,3,0,10,1,0,0,1,0,5,1,0,1,4,0,0,2,3,2,0,1,0,0,1,0,0,4,0,0,0,6,4,0,1,0,1,3,0,2,3,0,2,1,0,1,3,1,1,2,0,1,0,1764,1,2,"Oxford : printed by William Jackson. Sold by him, and D. Prince, in Oxford; J. Payne, Mews-Gate; and J. Marks, in St. Martin's-Lane, London; and S. Gamidge, at Worcester, MDCCLXIV. [1764].",Oxford,490,male,1708,1774,FALSE,"on having precedence of the Biflop of Trent, as he represented the Emperor , and, consequently, was only to give place to the Legates , who represented the Pope , next to whom his Master held the first rank among the Potentates. This contest produced no inconvenience, and an expedient"
0097400202_000118,"The age of Louis XIV. To which is added, an abstract of the age of Louis XV. Translated from the last Geneva edition of M. de Voltaire, with notes, critical and explanatory, by R. Griffith, Esq. ...",Voltaire,90,0,3,5,0,0,3,3,7,0,3,1,4,4,0,1,0,0,1,1,0,0,0,0,5,0,1,1,0,2,0,1,1,0,8,3,0,3,1,0,0,1,0,2,2,2,3,3,4,0,0,0,0,0,0,7,0,0,1,3,1779,2,3,"London : printed for Fielding and Walker, Paternoster-Row, MDCCLXXIX. [1779].",London,422,male,1694,1778,TRUE,"the States, held in 1614, the most numerous part of the Nation, distinguished by the ape t I don't understand the objection made here. Does not every leorrowcr pay the interest, ciil he discharges the principal? Iranflalor. pellatioa pellation of the Third Estate, and which is, as it were, the"
1215200105_000073,"The history of England. From the invasion of Julius Cæsar to the revolution in 1688. By David Hume, Esq;",David Hume,70,1,1,1,2,0,3,2,2,0,1,2,3,1,2,2,0,2,0,3,0,0,0,0,1,1,2,0,0,1,0,0,0,2,6,2,0,2,2,0,1,0,2,1,3,1,3,4,0,1,0,0,1,2,0,1,0,1,2,0,1789,5,12,"Basil : printed by J. J. Tourneisen, MDCCLXXXIX. [1789].",Basel,421,male,1711,1776,TRUE,"this ncgledt with more temper than was natural to him; and he appeared unwilling, on that account, to renounce all friendship with a person , whose virtues and talents, he hoped, would prove useful, as well as ornamental, to his court and kingdom . He allowed him still to possess"
0543601601_000081,"A general history of the Christian church, from the birth of our Saviour to the present time. ... With an appendix, containing the history of philosophers, deists, ... In two volumes. By John Brown, ...",John Brown,78,0,0,2,0,0,0,0,4,0,3,3,0,0,2,1,4,3,0,1,0,1,0,0,1,0,0,2,2,3,0,2,1,0,5,6,0,2,2,2,0,0,2,2,2,0,0,1,5,0,2,1,1,0,5,3,1,0,1,0,1771,1,2,"Edinburgh : printed by and for Gray & Alston, 1771.",Edinburgh,396,male,1735,1787,TRUE,"Peter that none can.be a catholic Christian, who is not joined to the Roman see,. ec. He demanded of the German emperor , a folemln profession of allegiance and fubjction. Pretending that the kingdom of France was a fief of the holy see, he ordered his legates yearly to demand"
0888600112_000034,The Britannic magazine; or Entertaining repository of heroic adventures. For the year ...,Champante and Whitrow,79,0,2,0,0,1,0,2,2,3,1,1,0,3,1,0,1,8,1,0,0,2,0,0,1,0,1,1,1,1,0,0,1,3,2,0,0,1,0,1,5,0,0,1,3,1,1,3,0,1,2,0,3,6,6,2,3,0,1,0,1793,12,12,"London [England] : printed for the author, and sold by Champante & Whitrow, Jewry-Street, Aldgate, & at the British Directory Office, Ave Maria Lane, St. Pauls, [1793-1807].",London,550,unknown,,,FALSE,"welfare of the church ."" Then, lcourges of disease and famine; and putting on the imperial mantle, he was, at length, compelled to re"" "" continued he, "" with turn into Saxony, without rendering what fidelity and fortitude vou are any essential service to his allies. obliged to maintain peace"
0003400101_000095,"An essay on universal history, the manners, and spirit of nations, from the reign of Charlemaign to the age of Lewis XIV. Written in French by M. de Voltaire. Translated into English, with additional notes and chronological tables, by Mr. Nugent.",Voltaire,78,0,1,1,2,0,2,1,1,0,0,2,0,0,0,1,0,6,2,2,0,2,1,1,5,1,1,1,0,1,1,0,5,3,8,2,0,1,0,1,0,0,0,1,0,2,0,10,1,0,1,0,2,1,1,2,1,0,0,1,1759,1,4,"Dublin : printed for S. Cotter, Bookseller in Skinner-Row, MDCCLIX. [1759].",Dublin,379,male,1694,1778,TRUE,"Italy . This alone might have changed the face of Europe: this is the secret source of all the quarrels between him and the popes . He alternately had recourse to artifice and violence, and the holy see sought him with the same arms. Honorius III and Gregory IX had"
0104100200_000020,"Annals of the empire; from the reign of Charlemagne. Translated from the French of Monsieur de Voltaire; constituting a part of a complete edition in English, of the works of that writer, by the Rev. David Williams. Hugh Downman, M. D. R. Griffith, Esq; Mrs. Griffith. J. Parry, M. A. William Campbell, LL. D. Member of the Royal Academy of Sciences and Belles Lettres at Lyons. J. Johnson, M. A. and Others.",Voltaire,88,0,0,6,3,0,0,0,0,5,0,2,0,0,2,2,1,9,4,0,0,3,0,1,5,1,1,0,0,0,0,1,0,6,5,4,0,0,1,0,0,0,0,1,0,2,1,4,4,0,1,0,1,0,4,4,0,0,3,1,1781,1,1,"London : printed for J. Walker, No. 20. Pater-Noster-Row, M.DCC.LXXXL [1781].",London,558,male,1694,1778,TRUE,"to come and defend the coasts and port of Offia, without neglecting the wise precaution of taking hostages from them; well knowing that those who are powerful enough to afiif us, are capable also of doing us an injury. He visited in person all the posts, and received the Saracens"
0011400100_000019,"The history of the reign of Henry the Second, and of Richard and John, his sons; with the events of the period, from 1154 to 1216. In which the character of Thomas a Becket is vindicated from the attacks of George Lord Lyttelton. By the Revd. Joseph Berington.",Joseph Berington,69,0,0,2,0,3,3,3,4,0,1,4,2,0,0,3,0,3,2,3,0,0,1,1,3,0,1,0,0,1,0,1,0,0,8,2,0,0,3,1,0,0,1,0,1,0,1,2,2,1,0,1,2,0,0,2,0,0,1,0,1790,1,1,"Birmingham : printed by M. Swinney: for G. G. J. & J. Robinson, Paternoster Row; and R. Faulder, New Bond Street, London, M.DCC.XC. [1790].",Birmingham,716,male,1743,1827,FALSE,"sentence pronounced at Pavia may be received by the universal church , as fixed and irrevocable. Alexander Alexander, in the mean time, surrounded by his friends and Victor. at Anagni, waited unabashed the issue of the meeting. A sentence of excommunication had been pronounced against, him at Pavia, but he"
0018400101_000392,"A general history of England. ... . Containing an Account of the first Inhabitants of the Country, and the Transactions in it, from the earliest Times to the Death of King John, A. D. Mccxvi. By Thomas Carte, an Englishman.",Thomas Carte,93,0,7,3,0,0,3,2,3,0,1,2,0,0,0,1,0,2,0,12,0,1,0,2,1,0,2,0,0,0,0,1,0,0,10,2,0,0,6,2,0,2,0,1,1,1,3,5,4,1,0,0,2,3,1,5,0,1,0,0,1747,1,4,"London : printed for the author, at his House in Dean's Yard, Westminster. And sold by J. Hodges, at the Looking-Glass facing St. Magnus' Church, London Bridge, MDCCXLVII. [1747]-55.",London,880,male,1686,1754,FALSE,"but he was obliged soon to return , without being received by anybody as legate , or exercising any ad of his legatine office. In Aiugiif, A. D. i i 6, an/lm, abbot of S. Sabas at Rome , came to the king in Normandie, with a like legatine power"
0613400800_000006,"A sketch of universal history, from the earliest times, to the year 1763; distinctly divided into ages and periods, For The Assistance Of The Memory. By a lady.",Lady,82,0,1,1,0,0,0,0,7,0,1,1,1,5,1,0,6,4,2,0,1,1,0,0,6,0,0,0,1,1,0,0,1,4,6,3,4,0,0,0,0,0,0,2,1,1,0,4,3,0,4,0,0,0,1,3,2,1,2,0,1786,1,1,"London : printed for the author; and sold by T. Payne and Son, At The Mews-Gats, M.DCC.LXXXVI. [1786].",London,97,female,,,FALSE,"rear 1097 HS successors of Charlemagne could not preserve the superb fabric he had rested: for, betides that they were inferior to him in point of genius, this empire was C 2 soon soon broken by the custom which then pre. vailed of dividing the paternal territories among the children."
0659000102_000083,"Chronological tables of universal history, sacred and profane, ecclesiastical and civil; from the creation of the world, to the year one thousand seven hundred and forty-three. With a preliminary discourse on the short method of studying history; And A Catalogue of Books necessary for that Purposes With some Remarks on them. By Abbé Lenglet Dufresnoy. In two parts. Translated from the last French edition, and continued down to the death of King George II. Part The First.",Nicolas Lenglet du Fresnoy,88,0,0,1,2,0,1,1,1,0,0,7,0,3,0,1,6,6,3,5,0,0,2,0,6,2,0,0,2,0,0,3,1,0,11,5,0,0,0,1,1,0,1,1,1,1,0,3,0,0,0,0,1,1,4,1,2,0,1,0,1762,2,2,"London : printed for A. Millar, J. Newbery, R. Baldwin, W. Johnston, D. Wilson, S. Crowder and Co. T. Jefferys, A. Hamilton, J. Coote, H. Payne and Co. T. Becket and Co. and J. Walter, MDCCLXII. [1762].",London,512,male,1674,1755,FALSE,"execution of it ordered by an ediat of the emperor's , dated May the 1 Sth. The emperor strongly soliciting the re eftablilhment of the council , the pope , by a bull of the i 5th of December, fixed the council of Trent for the first day of the"
1016500101_000252,"The history of England, as it relates to religion and the church, from the earliest accounts to the present century. ... By Ferdo. Warner, ...",Ferdinando Warner,68,0,1,1,0,2,2,1,2,1,2,1,3,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,4,0,9,2,0,0,5,0,0,0,0,2,1,1,0,3,0,0,2,2,1,1,0,5,1,3,0,1,1759,1,2,"London : printed for L. Davis and C. Reymers, 1759.",London,706,male,1703,1768,FALSE,"the confederates from following the banners of a foreign and cxcommunicatcd prince . After some sieges undertaken, and raised, on both fides, and a defeat of the French succours at fca, a negotiation was begun between LEWIS and the earl of prmbroike, which enabled the latter to give peace to"
1650300102_000030,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected.",William Russell,94,0,1,0,0,0,2,0,2,6,0,2,1,5,0,0,5,8,1,0,0,2,0,0,0,1,0,1,0,2,0,0,11,4,3,1,0,1,2,0,2,1,0,0,3,0,0,5,5,0,1,0,3,2,3,5,0,0,3,0,1794,2,5,"London : Printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,501,male,1741,1793,FALSE,"members,"" conformable to a resolution of the council of Constance: : that council had raised to the papacy Amadeus duke of Savoy, under the name of Felix V in opposition to Eugenius IV who had attempted to defeat the purpose of their meeting. Frederic exhorted the fathers to concord, and"
1181400101_000063,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others. In twenty-four volumes. ...",Voltaire,78,1,0,4,0,0,0,1,1,1,1,0,0,0,1,0,2,5,3,1,1,5,0,1,4,4,0,0,0,1,0,2,0,4,5,2,0,1,1,0,0,0,0,2,1,2,0,1,6,0,6,0,1,1,3,1,2,0,0,0,1772,1,24,"Dublin : printed by R. Marchbank, for R. Moncrieffe, 1772-73.",Dublin,284,male,1694,1778,TRUE,"HA P. C H A P. XXIII Of the GERMAN EMPIRE , and its fiefs. ORCE, which does everything in this world, gave Italy and the two Gauls to the Romans . The Barbarians usurped these conquells from them. Charlemagne's father ufarped the two Gauls from the kings of the"
0212601501_000065,"The history of the German Empire from Charlemagne, down to the present Emperor Charles VI. Being a continuation of Mr. Echard's Roman History ...",,88,1,0,5,0,0,2,2,1,1,0,4,2,1,0,2,0,14,4,0,0,1,1,0,0,1,1,0,0,1,0,1,4,0,0,0,0,1,2,0,0,1,0,0,1,0,1,14,0,2,4,1,0,1,2,3,0,3,2,1,1731,1,2,"London : printed for Lawton Gilliver, opposite to St. Dunstan's Church and F. Cogan at the Middle Temple Gate, Fleetstreet, MDCCXXXI. [1731].",London,412,unknown,,,FALSE,"had taken his Investiture: That the Archbishops and Bishops might, without difficulty or scruple, consecrate such as had been invested in that manner by the Emperor : And, in fine, that the Pope should never excommunicate the Emperor , nor derogate from all the Conditions of the Treaty, on any"
0444800106_000076,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,94,0,0,10,0,0,1,3,1,1,0,0,0,4,2,1,0,8,2,1,0,0,0,2,1,0,0,0,1,3,0,1,4,1,5,1,0,0,3,3,0,0,2,0,3,1,0,17,0,1,5,0,1,0,0,2,0,1,2,0,1748,6,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,495,male,1686,1766,FALSE,"no Issue, the Pope , apprehending that the Kingdom of Sicily might by that Marriage fall to the Emperor's Son, had always opposed it, and suspended, as soon as he heard of it,.; 11 the Bishops who had assisted either at the Corot G; ervasin Chron. ad ann. i185. Dicct."
0091400105_000466,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,85,0,0,0,0,4,0,1,5,0,0,7,0,0,3,1,3,5,5,1,0,0,2,1,0,0,1,0,0,0,0,2,1,3,2,0,1,0,1,4,0,0,0,0,1,1,1,13,2,0,1,1,3,0,3,5,0,1,0,0,1799,5,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,647,male,1747,1822,FALSE,"were aricted by that undeniable fact, wrote a long leter in reply, in which he endeavourcd, but very unstisfatorily, to apologise for Hanorius, evidentlr either miraking or misrepresenting t:, e ireaniag oi that pontiff: and also undertook to confute the doctrine of the Monothelites. One good action of this pope"
0118200102_000625,"A new history of ecclesiastical writers: containing an account of the authors of the several books of the Old and New Testament; Of the Lives and Writings of the primitive fathers; An Abridgment and Catalogue of their Works: Their Various Editions, and Censures Determining the Genuine and Spurious. Together with a Judgment upon their Stile and Doctrine. also, a compendious history of the councils; with chronological tables of the whole. Written in French by Lewis Ellies du Pin, Doctor of the Sorbon, and Regins Professor of Divinity at Paris. ...; Containing the Authors that flourished in the Seventh, Eighth, Ninth, Tenth, Eleventh, Twelfth, Thirteenth, and Fourteenth Ages of the Church.",Louis Ellies Dupin,73,0,0,3,0,0,2,0,6,3,0,3,0,0,1,1,3,1,0,1,0,0,3,2,2,2,1,2,0,0,1,3,4,1,2,0,0,0,2,0,0,1,1,0,0,1,0,8,0,1,2,1,1,2,0,4,1,0,1,0,1724,2,3,"Dublin : printed by and for George Grierson, at the Two Bibles in Essex-Street, MDCCXXIV. 1723-[24].",Dublin,818,male,1657,1719,FALSE,"the Abby of la 7eile, firll Daughter of Cifeauix, was founded near Ia Crone, in the Diocese of Chalons. The Year following there was another eltablilh'd at Pontigni four Leagues trom tuxcrre, and in the Year lirf. thole of Claireiaia. and Alorimond were founded in the Diocese tf L, atres."
1517200108_000005,"The history of Great Britain, From the first invasion of it by the Romans under Julius Cæsar. Written on a new plan. by Robert Henry, D.D. one of the ministers of Edinburgh, member of the Society of Antiquarians of Scotland, and of the Royal Society of Edinburgh. The second edition.","Henry, Robert",101,2,1,1,0,7,0,0,5,0,6,9,3,2,1,0,0,0,0,9,0,0,0,0,0,0,1,1,1,0,0,4,5,0,6,2,0,1,3,2,0,1,0,0,1,0,0,12,4,2,1,0,1,1,0,3,2,0,1,0,1788,8,12,"London : Printed for A. Strahan; and T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,447,male,1718,1790,FALSE,"did not suppose the clergy of England were more ignorant or immoral than they had ssee Spelmnn, Lynwood, and Johnson's Councils . been V ^ poftible to withdraw any part of the revenues of the church ; for whatever was once dedicated to the service of God was irrevocable 3"
1701600104_000034,The New Christian's magazine: being an universal repository of divine knowledge.,,76,0,1,2,1,0,2,1,11,1,0,2,0,0,0,2,0,5,0,0,1,0,1,0,1,1,1,0,0,0,0,2,1,1,0,0,3,2,0,2,1,0,0,1,0,1,4,6,1,1,1,0,3,2,3,2,2,1,3,0,1782,4,50,"London [England] : printed for the editors; and published by Alexr. Hogg, no. 16, Paternoster Row, 1782-[1784?].",London,413,unknown,,,FALSE,"thought of. We may likewise ob. serve, that the church of Rome always censured those who remarked any of the errors of her doarine or worship and that, to render them till more odious, ihe branded them with the names of several ancient heresies, most frequently frequently with that of"
1372900203_000060,Elements of general history. Translated from the French of the Abbé Millot. ...,"Cushing, Thomas Croade",69,0,2,0,2,0,2,2,3,1,1,2,3,0,2,2,1,3,0,0,2,0,0,0,1,1,0,0,3,1,0,3,3,2,1,0,0,0,1,0,0,0,1,0,0,1,2,7,3,1,1,0,2,0,0,4,0,0,3,0,1796,3,5,"Salem [Mass.] : Printed and sold by Thomas C. Cushing, MDCCXCVI. [1796].",Salem,383,male,1764,1824,FALSE,"on a pilgrimage to Mount Gargano; that Melo, a brave Lombard officer, an enemy to the Greeks, persuaded them to settle in La Puglia; that their coiuntry men were inspired with the same desire; and that this was the TRUE origin of their conquests. On whatever fide the truth lies,"
