PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(amen),termFreq(angel),termFreq(apostl),termFreq(baptiz),termFreq(believ),termFreq(bless),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(command),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(ghost),termFreq(glori),termFreq(gospel),termFreq(grace),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(king),termFreq(know),termFreq(law),termFreq(life),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(merci),termFreq(mind),termFreq(natur),termFreq(offer),termFreq(order),termFreq(peopl),termFreq(person),termFreq(power),termFreq(prayer),termFreq(reason),termFreq(receiv),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(spirit),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1565100700_000003,The communion-office for the use of the Church of Scotland. As far as concerneth the ministration of that Holy Sacrament.,Episcopal Church in Scotland,98,0,0,0,1,0,0,2,4,4,4,1,3,2,3,2,1,1,0,1,4,1,4,0,3,2,1,2,1,1,10,4,1,0,0,3,3,1,0,0,1,0,0,4,0,1,0,0,2,1,3,2,0,3,1,2,2,4,0,2,1765,1,1,"Leith : Printed and sold by Alex. Robertson, MDCCLXV. [1765].",Edinburgh_fLeith,24,unknown,,,FALSE,"hoffs, heaven and earth are fidll of thy glory , Glory be to thee, O Lord most high. amena. y Then the Presbyter fiatlaninrg at jhch a part of the holy table, as he many with the moss eafle antd decency ufse both his hands , fall piy the prasyer"
0287900600_000092,A manual of prayers and other Christian devotions.,George Flinton,140,0,1,2,1,0,1,4,0,1,7,1,1,0,1,1,1,2,8,3,6,1,5,0,6,2,0,0,3,3,9,16,1,0,0,5,1,2,0,0,22,0,0,0,2,0,0,1,3,0,1,2,0,3,2,0,0,0,0,9,1733,1,1,"[Dublin] : Printed in the year of our Lord [sold by R. Cross 28 Bridge Street], MDCCXXXIII. [1733].",Dublin,549,unknown,,,FALSE,"make me'love thee more; and by loving thee, to be eternally happy. O Beloved of my Soul, take up all my Thoughts here; that my Eyes, abstaining from all vain and hurtful Sights, may be. come worthy to behold thee Face to Face in thy Glory for ever. Have Mercy"
1681500100_000081,"The book common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of England: Together with the Psalter, or Psalms of David, pointed as they are to be sung or said in churches: and the form or manner of making, ordaining, and consecrating of Bishops, Priests, and Deacons.",Church of England,106,1,5,0,0,0,0,1,5,4,9,0,1,0,2,0,2,2,0,2,7,2,4,0,2,1,2,2,2,2,9,6,1,0,0,3,1,1,1,0,3,1,0,2,1,1,0,1,2,1,2,2,0,4,0,0,0,0,1,5,1741,1,1,"London : Printed by Thomas Baskett, printer to the King's Most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.XLI. [1741].",London,397,unknown,,,FALSE,"this (e) is every great (1 i my Blood of the New a she C t o) Testament, which is any Wine to be con thed for you, and for perated. f h f many, or t eremr (100 of flas: Do - this, as oft as ye shall drink"
0585401700_000004,Morning and evening prayers for private families. With a letter shewing the necessity and advantages of performing that duty. To which are added some devotions for a person in private.,"Edgworth, Essex",112,0,9,0,0,0,0,4,0,0,7,0,2,0,0,0,4,2,1,4,3,1,4,0,4,3,0,1,3,4,4,8,1,1,1,2,2,4,0,1,5,1,0,2,0,1,0,1,3,1,2,2,0,0,7,2,1,0,0,4,1733,1,1,"Dublin : printed by A. Rhames, for R. Gunne in Capel-Street, MDCCXXXIII. [1733].",Dublin,48,unknown,,,FALSE,"may be tomorrow; Grant us therefore Grace to seek, and to secure that Pardon today, which we may otherwise never obtain to all Eternity . Hear us 0 Merciful God, we beseech thee, and grant that while we live in this World , we may have our Conversation fation in"
1291800100_000037,"The instructive part of the Mass; viz. moral reflections on the introit, prayer, epistle and gospel of all the Sundays in the year: Also Upon the Nativity, Circumcision, Epiphany and Ascension of Christ, on Corpus Christi and Ashwednesday.",,105,0,5,1,1,0,0,4,2,1,0,0,4,1,0,2,0,2,3,7,6,5,5,4,1,3,0,1,4,3,16,1,0,0,0,1,0,3,0,0,1,2,0,0,0,0,1,3,1,1,0,1,0,0,2,1,0,1,0,5,1729,1,1,"[London?] : [s.n.], Printed in the Year, 1729.",London,291,unknown,,,FALSE,"Hence we are initruled to sanctify ourselves and of Iblemnize the Feast, by adoring the Holy Ghost , by begging he would vouchsafe to imprint in our Hearts the Chri itian Faith , and the Precepts of the Gospel , and give us Courage to confess the same (if called"
0374800104_000088,"The New Testament, with moral reflections upon every verse, ...",Pasquier Quesnel,99,1,0,9,1,0,0,1,0,1,6,2,2,0,3,1,1,0,3,3,2,3,2,4,2,0,0,3,2,1,3,7,3,0,4,1,0,6,2,1,3,1,2,0,0,0,1,0,0,0,3,0,0,1,1,0,2,2,0,3,1725,4,4,"London : printed by J. R. for R. Bonwicke, T. Goodwin, J. Walthoe, J. Wotton, S. Manship, [and 4 others in London], 1719-25.",London,753,male,1634,1719,FALSE,"which is of a perishing nature , shall in like manner perifll himself: but het io adheres to Christ who is eternal , shall subsist with him to all eternity . 13 But to which of the angels said he at any time, Sit on my right hand until I"
0193301500_000034,"Devotion reviv'd: or, safe and easie directions for a truly religious life. With a character of the principal vertues necessary for a Christian. By a divine of the Church of England.",Divine of the Church of England,98,0,1,1,0,0,0,2,1,1,3,0,1,0,1,2,1,0,2,1,4,1,3,0,0,1,0,0,4,5,11,4,0,0,2,5,3,4,0,0,4,1,0,2,0,1,0,2,1,0,2,2,1,5,3,1,1,1,2,5,1716,1,1,"London : printed for R. Smith, at Bishop Beveridge's Head, in Pater-Noster-Row, 1716.",London,386,male,,,FALSE,"in thy Sight, through jefes Christ our Lord. Amen . Then rise up, and with a Devout Heart repeat the following Hymn: I was glad when they Jaid into me, let ris go into the hfoujf of the Lord. As the lhart panmeth after the Water brook, so longeth my"
0329100300_000015,"Christ precious to those that believe, a practical treatise on faith and love. By John Fawcett, A.M.",John Fawcett,95,0,1,1,1,0,7,1,6,0,4,0,0,0,2,3,0,0,2,4,4,0,3,1,2,0,0,1,6,2,2,3,0,1,1,4,0,4,2,0,2,0,0,1,1,0,2,1,0,0,2,1,1,7,2,1,2,1,1,2,1799,1,1,"Ewood Hall : printed and sold at Ewood Hall near Halifax, [by John Fawcett] Sold also by Wills, Stationers' Court, Ludgate-Street; Johnson, St. Paul's Church Yard; Button, Paternoster-Row; Knott, Lombard-Street; Martin, No. 27, Great Russel-Street, Bloomsbury, London; by Edwards, Holden, &c. Halifax; Smith, Sheffield; Jones, Liverpool; Dunn and Biggs, Nottingham, and Rawson, Hull, 1799.",Midgley_eEwood Hall,307,male,1739,1817,FALSE,"the only TRUE God, and with Jesus Christ , whom thou hast sent to redeem and save the lost and the undone, whom to know is life eternal . May thy Holy Spirit set before. me, in the most powertul and engaging manner , the glory of his person ,"
0976600300_000063,"An appeal to matter of fact and common sense: or, a rational demonstration of man's corrupt and lost estate.",John William Fletcher,95,1,0,1,0,0,3,1,1,0,5,1,0,0,1,2,1,1,4,7,7,2,1,2,2,0,0,0,4,1,4,3,1,1,0,4,1,5,1,2,1,0,1,2,0,1,0,4,2,0,3,1,0,1,4,0,1,4,0,0,1795,1,1,"London : printed by G. Paramore, North-Green, Worship-Street; and sold by G. Whitfield, at the Chapel, City-Road; and at all the Methodist preaching-houses, in town and country, 1795.",London,357,male,1729,1785,FALSE,"the eternal life of men, coming suddenly to his temple, and filling it'with the light of his counter nance, and the power of his refurreltion! -- Clrilt sledding abroad in thy ravished soul, the love of : thy heavenly Father , thy bitterer enemies, and all .mankind! -- Ina word"
1148500200_000089,"The book of common prayer, and administration of the sacraments, ... together with the Psalter ...",Church of England,106,1,4,1,0,0,0,1,7,8,8,0,1,1,4,0,2,1,0,1,5,1,3,1,1,2,2,1,1,4,8,4,0,0,0,2,1,0,1,0,5,0,0,3,2,3,0,1,3,1,3,1,0,5,0,0,0,0,0,2,1765,1,1,"Oxford : printed by Mark Baskett, 1765.",Oxford,421,unknown,,,FALSE,"PT hi erefore. with Angels , and Archangels, and withal the company of heaven , we laud and magnify thy gloriousname, evermoreprai ing thee, and saying, Holy , holy , holy ; Lord god.of hofs, heaven and earth are full of thy.glory. Glory be to thee, O Lord most high."
1337400300_000093,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of England: Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches.",Church of England,121,2,9,0,0,0,4,1,1,2,9,0,2,3,2,0,2,3,0,4,5,5,1,1,1,7,1,2,0,5,11,5,0,0,0,5,2,1,0,0,2,0,0,0,0,0,0,1,1,0,4,0,0,6,2,0,0,2,2,5,1740,1,1,"Oxford : Printed by John Baskett, printer to the King's Most Excellent Majesty, 1740.",Oxford,422,unknown,,,FALSE,"be baptised, ye have prayed that our Lord Jesus Christ I would vouchsafe to receive him, to release him of his sins , to sanctify him with the Holy Ghof, to give him the kingdom of heaven , and everlasting life . Ye have heard also, that our lord Jesus"
0934900700_000022,"The parents and schoolmasters spiritual assistant, for grounding their children, and those under their Care, in sound Christian principles, according to the Church of England; agreeable to the late Mr. Henry Dixon's instructions in the Charity-School at Bath, on Sundays; and the principal Festivals in the Evening, by the Plan of Mr Nelson's Festivals, who recommended him. Wherein The Baptismal Vow, and the Necessity of renewing it by Confirmation, is most usefully set forth. With Remarkable Observations on several Passages of our Saviour's Life, Death, Resurrection, and second Coming; adapted to the Creed, and the Catochism explained. To which is added a true account of Ruth Pierce, who instantly drop'd down dead in the Devizes Market, in Wiltshire, the 25th of January, 1753, on repeating a rash Wish.",,106,0,1,0,4,0,1,2,0,0,2,1,0,0,2,3,0,0,3,1,8,6,2,2,0,1,0,0,4,0,7,3,0,2,0,5,1,11,0,0,3,2,2,0,1,1,2,4,0,1,2,0,4,2,3,0,2,2,0,3,1761,1,1,"London : printed for Benjamin Matthews, Bookseller, in the Market-Place, Bath: and sold by Mr Leake, in Bath; S. Crowder, in Pater-Noster-Row; B. Law, in Avemary-Lane; J. Fox, in Westminster-Hall; W. Shropshire, in New Bond-Street; S. Hooper, behind the New-Church in the Strand; J. Fuller, in Blowbladder-Street; D. Prince, in Oxford; B. Collins, in Salisbury; T. Coney, in Bridgwater; Mr. Gilmore, in Marlborough; G. Cass, in Wells; E. Score, B. Thorn, in Exeter; Mr. Borough, in the Devizes, and Mr King, in Yeovil, 1761.",London,177,unknown,,,FALSE,"World , Ifiall give a itrit Account of all, our Thoughts, Words , and aetions; that the Books will then be opened; that out of those dreadful Registers we shall be judged; that Satan and our own Confci lnces will be our Accusers. O let the last Trump be ever"
1100301500_000004,The sum of Christianity in a confession of faith by Daniel Wilcox. Deliver'd at his ordination to the ministry. September 15. 1703. Now Publish'd at the Request of many.,"Wilcox, Daniel",92,0,2,1,0,0,6,0,0,2,7,0,2,0,3,0,0,2,4,4,2,2,3,1,3,1,1,3,0,0,6,6,1,1,0,4,3,1,2,0,1,0,1,0,1,0,1,2,0,0,1,1,2,1,1,0,2,0,1,4,1706,1,1,"London : printed for John Clark, at the Bible and Crown in the Old Change, 1706.",London,29,male,,,FALSE,"the Holy Ghost , to be admitted as visible Members of Christ's Church ; and also in the same manner , their Infant Offspring, as the ipromife is to them, and to their Children, which is to be done but Once. 13ut Baptised, Adult Believers ate often to partake of"
0819500600_000023,"The pious country parishioner instructed how to spend every day, through the whole Course of his Life, in a religious and acceptable manner. Advice how to keep the Lord's Day holy. A Course of Reading the Holy Scriptures, wherein is shewn how much they out-do in Eloquence, all the Rules of human Art. A right Method of Education; the ill Consequence of with-holding Instruction from Children; how to subdue their Passions, and make them a Comfort to their Friends, and a Blessing to the World. The Feasts and Fasts. To which are added collects on Several Occasions: Also, a Discourse concerning the indispensible, though in Country Parishes, much neglected, Duty of Receiving the Blessed Sacrament of the Lord's-Supper: Wherein The Nature of it is described: The Obligations of frequenting it enforced: All the Excuses, usually brought for the Neglect of it, answered: The Ignorant Person taught what he must do in order to be A Worthy Communicant. And because all must die, Rules are given for a devout Behaviour in the Time of Sickness; and Directions laid down how to prepare for a happy Change at Death.",,103,0,2,3,1,0,1,6,1,2,2,1,1,1,7,1,1,2,1,0,1,1,6,1,2,1,0,0,6,4,5,0,1,0,0,6,4,4,1,0,0,1,0,0,0,0,0,3,0,0,0,8,1,5,4,0,1,0,2,2,1793,1,1,"London : printed for F. and C. Rivington, No. 62, St. Paul's Church-Yard; B. Law, and Son; R. Baldwin, S. Bladon, and G. and T. Wilkie, 1793.",London,251,unknown,,,FALSE,"falling into Gluttony or Drunkenness, as the Manner of some is. O work in my Heart such a lively Sense of the many and great Blessings which this Season brings to my Remembrance, that adoring and believing in thee, as my only Lord and Saviour , imitating thy holy Example,"
0287600100_000069,"Reform'd devotions, in meditations, hymns. And petitions, for every day in the week. And every holiday in the year. By Theophilus Dorrington, ... Divided into two patrs [sic]. The sixth edition, revised and corrected. To which are added, the contents. And ... a holy office ... by Dr. Edward lake.",Theophilus Dorrington,111,1,0,0,0,0,1,6,1,0,1,2,4,0,2,1,2,2,3,1,3,2,3,1,6,0,1,0,2,3,4,2,0,0,2,3,1,5,0,1,3,1,2,0,1,0,0,2,1,0,1,1,0,1,18,0,1,2,3,8,1704,1,1,"London : printed for A. Roper; and R. Basset, 1704.",London,326,male,1654,1715,FALSE,"to be endued with power from on high when they were gathered. together into one place, and with one accord , .and so were excellently dispose for the Visits of Heaven ; when they had long continied.in ardent Prayer , and wrought up their Affetions to the utmof. Ttnmof point"
0462500500_000104,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the Church, according to the use of the Church of England: together with the Psalter or Psalms Of David, Pointed as they are to be sung or said in Churches; And The Form or Manner of Making, Ordaining, and Consecrating Of Bishops, Priests, and Deacons.",Church of England,115,0,5,0,3,0,5,3,1,0,8,0,1,4,1,0,1,2,1,4,3,4,1,3,1,6,1,1,1,4,11,6,0,0,0,4,2,0,0,0,2,0,0,0,0,0,3,1,0,0,4,0,0,5,3,0,0,3,2,5,1760,1,1,"Cambridge : printed by Joseph Bentham Printer to the University, by whom they are sold in Cambridge, and by Benj. Dod Bookseller in Ave-Mary Lane, London, 1760.",Cambridge,409,unknown,,,FALSE,"heaven , (as we read in Pharisees, namednicode the last Chapter of Saint Mark's lmus, a ruler of the Jews. The Gospel ,) he gave command to Aa his *, } -- - _ 1.. -- -- - naptist, sos juch as are of r)eryears. his disciples, saying, Go ye"
0261600600_000030,"Forms of private devotion for every day in the week, in a method agreeable to the liturgy: with occasional prayers, and an office for the Holy Communion, and for the time of sickness. Humbly recommended to all the Pious and Devout members of the Church of England.",,116,1,11,1,0,0,0,2,0,2,9,1,2,0,2,0,2,2,0,1,4,1,3,0,4,9,0,1,2,2,8,8,2,0,0,3,2,2,0,0,4,0,0,1,0,0,0,2,1,0,2,1,0,6,5,2,0,2,1,2,1704,1,1,"London : printed for Rob. Clavel at the Peacock, and Rob. Knaplock at the Angel and Crown in St. Paul's Church-Yard, 1704.",London,311,unknown,,,FALSE,"granted me this Night past a quiet Sleep to repair my Infirmity, and to ease the labours of this frail Flesh. Grant , O Lord, I beseech thee, that I may may pass this and every day perfect, holy , easy, healthful, and free from Sin . Grant , O"
0812501300_000054,"A plain account of the nature and end of the Sacrament of the Lord's Supper; in which all the texts in the New Testament, relating to it, are produced and explained: and the Whole Doctrine about it, drawn from Them alone. To which are added, Forms of prayer.",Benjamin Hoadly,118,1,10,0,0,0,0,3,0,3,12,1,1,2,0,0,3,1,1,1,5,1,2,0,3,3,0,0,3,3,6,13,4,0,1,4,2,3,0,1,4,1,0,0,1,0,0,3,1,0,0,3,0,1,4,0,1,0,3,3,1751,1,1,"Dublin : printed for John Smith, at the Philosophers Heads on the Blind-Quay, MDCCLI. [1751].",Dublin,240,male,1676,1761,FALSE,"Servants, in all Assaults of our Enemies; that We, surely trusting in thy defence, may not fear the Power of any Adversaries, through the might of Jesus Christ our Lord. Amen . Lord, our heavenly Father , Almighty and everlasting God, who hast safely brought us to the beginning of"
0910200100_000089,"A companion for the festivals and fasts of the Church of England: with collects and prayers for each solemnity. By Robert Nelson, Esq;",Robert Nelson,91,2,1,1,2,0,10,2,0,0,1,1,1,0,1,2,1,1,0,3,1,1,2,4,2,1,0,1,1,5,10,2,0,0,0,1,1,1,0,2,0,1,3,0,0,1,0,1,1,0,1,1,1,2,5,3,1,2,0,4,1737,1,1,"London : printed and sold by the booksellers in town and country., MDCCXXXVII. [1737].",London,468,male,1656,1715,FALSE,"of reccivina both from its intr iji.ck jalenc, and from that external aftp/jlation that God has been pleased to give it by Miracles and Prophecies; and consequently by this Acq of theirs they condemn themselves, because they reject the only means of their Salvation. Q sl/hat may we learn fromn"
0879400300_000103,"The book of common prayer, And Administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of the Church of England: Together with the Psalter, or Psalms of David, Pointed as they are to be sung or said in Churches: and the Form or Manner of Making, Ordaining, and Consecrating of Bishops, Priests, and Deacons.",Church of England,116,2,10,0,0,0,4,1,1,2,9,2,4,3,3,0,1,3,0,4,4,4,0,0,1,7,2,1,0,2,9,2,0,2,0,5,3,0,0,0,3,0,0,0,0,0,0,1,2,0,3,1,0,7,2,0,0,1,1,4,1753,1,1,"London : printed by Thomas Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LIII. [1753].",London,394,unknown,,,FALSE,"again at the end of the world , to judge the quick and the dead? And dofl thou believe in the Holy Ghost ; the holy Catholic Church ; I the Communion of Saints; the Remission of Sins ; the Refurretion of the Flesh; and everlasting Life after death ?"
