PassageID,Title,Author,Total termFreq,termFreq(church),termFreq(civil),termFreq(conscienc),termFreq(equiti),termFreq(exercis),termFreq(fear),termFreq(god),termFreq(govern),termFreq(law),termFreq(mind),termFreq(opinion),termFreq(ought),termFreq(passion),termFreq(peac),termFreq(persecut),termFreq(pretenc),termFreq(pretend),termFreq(privat),termFreq(public),termFreq(reason),termFreq(religion),termFreq(soul),termFreq(state),termFreq(toler),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1724000102_000197,"The works of John Locke, Esq; in three volumes. The contents of which follow in the next leaf. With alphabetical tables.",John Locke,45,5,1,3,0,0,0,8,0,5,1,1,2,0,0,0,1,1,1,2,0,9,3,0,2,1740,2,3,"London : printed for Edmund Parker, at the Bible and Crown, in Lombard-Street; Edward Symon, against the Royal-Exchange, in Cornhill; Charles Hitch, at the Red-Lion, in Paternoster-Row; and John Pemberton, at the Golden-Buck, in Fleetstreet, M.DCC.XL. [1740].",London,752,male,1632,1704,TRUE,"could, with. a. safe conscience , obey their fceveral decrees. To conclurde: It is the same thing, whether a king, that prefecribes laws to another man's religion , pretend to do it by his own judgement, or by the ecclefiaffical authority and advice of others. The decisions of churchmnen, who"
0735701000_000013,"The unreasonableness of making and imposing creeds, or articles of faith, demonstrated, from the consideration of the nature of faith and of testimony; and exemplify'd in some short remarks upon a modern creed, and Act of uniformity.",,43,3,1,6,0,0,0,0,2,6,0,8,2,0,0,4,0,0,0,1,2,1,0,1,6,1706,1,1,"London : [s.n.], Printed in the Year M.DCC.VI. [1706].",London,31,unknown,,,FALSE,"Love, and Charity, and mutual Forbearance of one another, and a Combination in Christian Policy, though they fill differed in Opinion (and this Creed is but some mens Opinion ) were much mistaken; they must swallow all, or turn out of the convocation houfe: Subscribe, subscribe, says the Prolocutor, or"
1487900101_000030,"Thirty six sermons and discourses, on several subjects and occasions. By Robert South, D.D. late Prebendary of Westminster, and Canon of Christ-Church, Oxon, &c.",Robert South,36,4,1,2,0,1,1,5,2,4,1,0,0,0,0,1,0,0,1,0,3,5,2,2,1,1720,1,2,"Dublin : printed for Joseph Leathly, in Dame's-Street, and Patrick Dugan, on Cork-Hill, booksellers, MDCCXX. [1720].",Dublin,513,male,1634,1716,TRUE,"always unlawful in itself, but only after the Temple was built, anc that God had profelled to pu t his Name in that Place and no other Therefore, what was lawful in the Practice of Samucel and Solomol before the Temple was in being, was now detefiable in Jeroboam, finae"
0976101300_000022,"The works of Mr. Henry Needler. Consisting of original poems, translations, essays, and letters. Publish'd by Mr. Duncombe.",Henry Needler,47,0,1,2,0,1,0,5,3,1,3,1,6,0,0,0,0,1,0,5,1,11,3,2,1,1728,1,1,"London : printed for J. Watts; and sold by A. Bettesworth in Pater-Noster Row, J. Pemberton in Fleet-Street, W. Hinchcliffe at Dryden's Head under the Royal-Exchange, and A. Millar at Buchanan's Head against St. Clement's Church in the Strand, MDCCXXVIII. [1728].",London,236,male,1688,1718,FALSE,"Persons, the Magistrate ought not to compel them, provided they obey the Laws in all other refpe&s; but if their Number be considerable, I think lie ought to force them to express their Sense of a Deity by some sort of public Worihip: Because he is the Guardian of the"
1339702200_000003,"Reasons for the law, to prevent the further growth of schism: Shewing, that the indulgence granted to dissenters is dangerous both to church and state. The second edition. To which is now added, the votes of the Honourable House of Commons, Feb. 25. &c. 1662. Upon reading of His Majesties gracious declaration and speech, &c.",,46,8,3,4,0,1,0,1,3,2,0,1,2,0,3,0,1,0,0,3,1,11,0,2,0,1718,1,1,"London : Printed for Tho. Warner, in Pater-Noster-Row, 1718.",London,36,unknown,,,FALSE,"well as from our own Expercience i for however these Men may seem satisfied with this Indulgence, yet ere long, if Authority do not intc ?pofe, they will cffefually convince us, that it is not Indulgence, but a thorough Reformation, that is, as Experience bath e plained it, a total"
0896300100_000060,"A course of sermons preach'd for the lecture founded by the Honourable Robert Boyle Esq; at the Church of St. Mary le Bow, in the Years 1713, and 1714. Wherein The True Notion of the Exercise of Private Judgment, or Free-Thinking, in Matters of Religion, is Stated; The Objections against it, Answered; And the Modern way of Free-Thinking, as treated of in a late Discourse on that Subject, is taken into Consideration. By the late Reverend Benjamin Ibbot, D. D. Chaplain in Ordinary to His Majesty, Prebendary of Westminster, Treasurer of Wells, Rector of St. Paul's Shadwel, and Preacher-Assistant at St. James's Westminster. Appointed to be Publish'd by the author, in his Last Will. To which is Added, A List of the Learned Persons who have preached the said Lecture from its beginning in the Year 1692, to the present Year 1726, with an Account of their Subjects.",Benjamin Ibbot,51,1,5,0,0,2,0,3,1,2,0,3,5,0,3,0,3,0,11,5,5,1,0,1,0,1727,1,1,"London : printed for John Wyat at the Rose in St. Paul's Church-Yard, 1727.",London,560,male,1680,1725,FALSE,"private Judgj ment must be of supreme Authority vith: himself. In other Cafcs indeed, which arei of a doubtful and dii'lcult Nature, the con, current Judgement of many great and learned Men must be of great weight with all but those who are so vain as to think thcmielves wiser"
0602800100_000207,"Fifty sermons preached upon several occasions. By the Right Reverend Father in God, Edward Stillingfleet, ...",Edward Stillingfleet,37,6,0,1,0,0,0,2,1,2,2,1,3,2,6,1,3,1,0,0,1,4,0,1,0,1707,1,1,"London : printed by J. Heptinstall, for Henry Mortlock, 1707.",London,828,male,1635,1699,FALSE,"desirable end in another world, but even in this, it secures most the honour, interest and safety of men; -*'*   aand andif circumstances happen to be hard here, it gives the highest assurance of an infinite and eternal recompense. But if men under a pretence of zeal for"
0038400600_000039,"Political maxims of the state of Holland: comprehending a general view of the civil government of that republic, and the Principles on which it is founded; the Nature, Rise, and Progress of the Commerce of its Subjects, and of their true Interests with respect to all their Neighbours. By John de Witt, Pensionary of Holland. Translated from the Dutch original, which contains many curious passages not to be found in any of the French versions. To which is prefixed, historical memoirs of the two illustrious Brothers Cornelius and John de Witt.",Johan de Witt,33,1,4,0,0,0,0,4,1,0,2,1,3,0,1,2,0,1,0,4,1,3,1,2,2,1743,1,1,"London : printed for J. Nourse, at the Lamb, without Temple-Bar, M.DCC.XLIII. [1743].",London,511,male,1625,1672,FALSE,"in regard all our diery in neighbours (except Great Britain and the United all.'; 6h Provinces) and for the most part all far remote bourig lands, are not of the reformed religion ; and that natns ge the clergy under the papacy have their own juris prae/lte diction: and feeing,"
0326500402_000001,"A collection of cases, and other discourses, lately written to recover dissenters to the communion of the Church of England. By some divines of the city of London. To which is added, a discourse concerning the inventions of men in the worship of God: by the most Reverend William King, Archbishop of Dublin. In three volumes. With a catalogue of all the cases and discourses, with the authors names. Together with Three Tables: Containing, I. The Contents of each Discourse. II. The Scriptures Illustrated, and occasionally Explained. III. The several Authors Cited or Examined.",,38,5,1,4,0,0,2,1,1,5,6,1,1,0,0,0,1,1,2,1,1,4,0,0,1,1718,2,3,"London : printed for J. Walthoe, B. Tooke, D. Midwinter, R. Wilkin, B. Cowse, J. and B. Sprint, G. Conyers, T. Ballard, and the Executors of J. Nicholson, MDCCXVIII. [1718].",London,502,unknown,,,FALSE,"/ 11 A COLLEC tron . OF CASES, AND OTHER D ISCOU RSES, Lately Written to Recover D I S S E N T E R S TO THE Communion of the Church of E N G CL A N D. By fomre D I V INES of the City"
0718201200_000082,"A comprehensive view of the various controversies among Pagans, Mahometans, Jews, and Christians. Philosophical and theological. In which is shewn, I. Wherein the various parties agree. II. Wherein they differ. III. The differences adjusted, and the absurd opinions and parties refuted. Being a Compendious Polemical System. By the author of The design of creation.",Author of The design of creation,48,0,4,1,0,1,0,1,1,4,2,0,0,0,0,8,0,0,0,2,5,13,3,2,1,1785,1,1,"Edinburgh : [s.n.], Printed in the Year 1785.",Edinburgh,310,unknown,,,FALSE,"less fuflcr evil, .b 3 !: 94 I rather than sin, or lose all, Philip. III 8 for the cause of conscience . Agricola, in the 16th century, was the first that said the same things were not sins in belie. vers that are sins in others. There is no"
0954100300_000003,"England's interest and improvement, consider'd in the increase of the trade of this Kingdom. In which is an account of our commerce with the several nations in Europe; as also of the Advantages and Disadvantages we receive from each Nation. Also of Gold Coin and Bullion transported; and of our Mint; with what is most proper to be allowed for the Use of Money.",Samuel Fortrey,30,0,0,2,0,0,0,1,1,0,0,3,1,0,2,2,1,2,1,0,1,7,0,4,2,1744,1,1,"London : printed for W. Bickerton, at the Gazette, in the Temple-Exchange, near the Inner-Temple-Gate, Fleet-Street, MDCCXLIV. [1744].",London,53,male,1622,1681,FALSE,"above all the most free from vain and fuperfitious Beliefs and Ceremonies, being the only Model of TRUE Piety and Virtue, without those Allays of pretended pious Evils that some abound with; contriving by Murder, Treason, and Mischief, to advance their Opinions : I say, if there were not thel"
0427500700_000063,"A review of ecclesiastical establishments in Europe. Containing Their History; with a Candid Examination of their Advantages and Disadvantages, both Civil and Religious: An Attempt to desine the Extent of Civil Legislation, respecting Ecclesiastical Objects; with A Discussion of the Question, ``should Religious Tests be made a Rule of Law, in conferring Civil Rewards, or in inslicting Civil Punishments?'' And an essay tending to shew both the political and moral necessity of abolishing exclusive establishments, with answers to some principal objections. By the Rev. Mr. William Graham, Newcastle.","Graham, William",48,0,8,2,3,0,1,1,5,8,0,0,1,0,3,0,0,0,1,6,4,0,0,0,5,1796,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row; Vernor and Hood, Birchin-Lane; J. Gray, Glasshouse-Street; J. Cooke, Oxford; J. Ogle, Edinburgh; and D. Niven, Glasgow, M.DCC.XCVI. [1796].",London,302,male,1737,1801,FALSE,"the peculiarities in his religious persuasion, by the same authority, which protes his life, when his title to both is founded on the same eternal law of equity , is * we speak favourably of tolration, we are to be understood as meaning that, which is commonly designed a negative"
0434400300_000012,"The state and behaviour of English Catholics, from the Reformation to the year 1781. With a view of their present number, wealth, character, &c. In two parts.",Joseph Berington,25,2,1,1,1,2,1,1,1,3,0,1,0,0,0,1,0,0,2,3,1,3,0,0,1,1781,1,1,"London : printed for R. Faulder, New-Bond-Street, MDCCLXXXI. [1781].",London,236,male,1743,1827,FALSE,"Monarch refused to employ those few Catholic soldiers of fortune who were then in his dominions; for [ 2s ] for though they eat their bread from his Elizabeth. table, he durst not, he said, trust them in any attempt against England. Yet did this formidable expedition prove more unfortunate"
0764301300_000006,"A letter from a distinguished English commoner, to a peer of Ireland, on the penal laws against Irish catholics; previous to the late repeal of a part thereof, in the session of the Irish Parliament, held A.D. 1782.",Edmund Burke,23,2,3,1,0,2,1,0,1,1,0,3,0,0,1,2,1,1,0,1,1,1,0,0,1,1783,1,1,"Dublin : printed for Matthew Doyle, No. 196, Abbey-Street, M,DCC,LXXXIII. [1783].",Dublin,24,male,1729,1797,TRUE,"what to do; for they had already almost gone through every contrivance which could waste thevi gouroftheircountry: but, after muchftruggle, they produced a child of their old age, the Ihocking and C 2 unnatural ( as) unnatural act about marriages, which tended to si nilh the scheme for making the"
0646200800_000006,"A letter to a friend, Occasioned by Mr. Chandler's History of persecution. With a Postscript concerning his Answer to Dr. Berriman.",,38,10,1,1,0,1,0,0,2,5,1,3,3,0,3,2,0,0,0,2,2,0,0,1,1,1733,1,1,"London : printed for J. Brotherton at the Bible in Cornhill; and sold by A. Dod without Temple-Bar, 1733.",London,31,unknown,,,FALSE,"he preach against what he reckons to be an abuse, or evil in the church ? Yes, he may and ought , but at his own peril, if his preaching is not liked: And this being sufficiently iignified or insinuated to him, he must either forbear, if his conscience permits"
1542400103_000150,"Modern history: or, The persent state of all nations. Describing their respective situations, persons, habits, buildings, manners, laws and customs, religion and policy, arts and sciences, trades, manufactures and husbandry, plants, animals and minerals. Vol. III. The second part of the present state of Europe. Containing, the present of the seven united provinces, their antient history, great towns, provinces, government, manners, fisheries and revenues: of the Austrian and French Netherlands, and Switzerland. As also the present state of Italy, particularly the Great Dukedom of Tuscany; the republick, territories and politicks of Venice; the dominions of the pope; all the antient and modern curiosities of which they obtain'd the dominion over the churches of Christendom: an account of Naples, Sicily, Sardinia, Corsica and Malta. A complete description of all the provinces and great cities of France, particularly Paris, Versailles, &c. with all their churches, hospitals, palaces, and curuisitites; with a clear and exact, tho' compendious history of all the great events, and memorable revolutions of France, from its original, down to the year 1730. Illustrated with several curious copper-plates of the most remarkable buildings and habits; with maps of the several countries described in this volume, accurately drawn, according to the geographical part of this work: by Herman Moll.",Thomas Salmon,25,2,0,1,0,0,0,3,3,0,1,1,1,1,0,2,1,1,0,1,1,2,0,3,1,1731,3,3,"Dublin : Printed by and for Geo. Grierson, at the Two Bibles in Essex-Street, M,DCC,XXXI. [1731].",Dublin,796,male,1679,1767,FALSE,"Sea, and permit their Pedants who were enrolled in the Mi them to sell their Ettates. litia began to excuse themselves when they By these wholesome Severities the Swiss were commanded into the Service on Scruples Calvinists glory, That they have maintained of Conscience , thought it high time to"
