PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(acr),termFreq(appear),termFreq(belong),termFreq(brought),termFreq(cafe),termFreq(charg),termFreq(church),termFreq(common),termFreq(counti),termFreq(court),termFreq(daughter),termFreq(debt),termFreq(deed),termFreq(devis),termFreq(enter),termFreq(estat),termFreq(execut),termFreq(executor),termFreq(father),termFreq(field),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(ground),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(law),termFreq(life),termFreq(manor),termFreq(monei),termFreq(paid),termFreq(pass),termFreq(peopl),termFreq(person),termFreq(purchas),termFreq(rent),termFreq(sea),termFreq(sever),termFreq(statut),termFreq(taken),termFreq(tax),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(town),termFreq(valu),termFreq(water),termFreq(wife),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0528300102_000093,Collectanea juridica. Consisting of tracts relative to the law and constitution of England. ... . Sparsa Colligimus.,Francis Hargrave,84,1,0,0,0,0,7,3,0,0,0,0,2,4,0,2,0,14,2,2,3,0,0,2,0,1,2,0,1,0,2,2,0,0,0,0,0,8,2,3,2,0,0,3,6,0,0,0,2,3,0,1,0,1,0,0,0,3,0,1791,2,2,"London : printed for E. and R. Brooke, Bell-Yard, Temple-Bar, MDCCXCI. [1791].",London,496,male,1741,1821,FALSE,"copy before him) be entitled to take the estate , discharged of the sum due upon it, at the death of his grandfather 1 B. and of the further sum taken up by the said C D. for the purposes aforesaid? and, Will that part of the estate given to"
1248309700_000002,"An act for sale of the real estate of Thomas Beynon, Esquire, a Lunatick, for discharging the Incumbrances affecting the same; and for laying out the Residue of the Money, arising by such Sale, in the Purchase of other Lands and Hereditaments, for the Benefit of the said Thomas Beynon, and his Heirs.",Great Britain. Parliament,75,0,1,1,3,0,0,2,0,3,4,4,0,0,0,0,0,9,0,0,0,1,0,0,0,0,1,2,0,1,1,0,1,1,4,6,0,0,8,3,2,0,0,4,2,3,0,0,0,0,1,1,4,1,1,0,0,0,0,1760,1,1,"[London : s.n., 1760].",London,8,unknown,,,FALSE,"Payment of Taxes and all other necessary Outgoings of the said real Estate of the said Lunatic, and of the said Allowance of One hundred and Ten Pounds a year for his Maintenance, and the incidental Charges attending the said Commission of Lunacy, (there being no personal Estate to discharge"
0755600100_000115,"Reports of cases decreed in the High Court of Chancery, during the time Sir Heneage Finch, ... was Lord Chancellor. ... None of these cases ever printed before, ... With proper tables; ...",Great Britain. Court of Chancery,63,1,0,1,0,1,0,1,0,2,0,7,0,4,1,1,0,4,1,0,2,0,0,0,0,2,3,1,0,5,0,0,0,0,1,1,1,0,5,1,2,1,0,0,3,0,0,2,1,0,0,4,1,0,0,0,0,3,0,1725,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for R. Gosling; W. Mears, and J. Hooke, 1725.",London,516,unknown,,,FALSE,"and under whom the Defendant now claims, were to stand seifed of the premiltes to the Use of his said Father and his Heirs . This appearing to be TRUE upon a Trial, and a Verdi obtained by the Plaintiff upon an Issue directed out of this Court ; It"
0755600100_000085,"Reports of cases decreed in the High Court of Chancery, during the time Sir Heneage Finch, ... was Lord Chancellor. ... None of these cases ever printed before, ... With proper tables; ...",Great Britain. Court of Chancery,61,2,1,1,0,3,0,1,0,0,0,3,0,5,0,4,1,5,1,1,0,0,0,0,0,2,1,0,0,2,0,1,1,0,0,6,1,1,2,2,2,1,0,1,2,1,0,2,0,0,0,0,1,2,0,0,0,2,0,1725,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for R. Gosling; W. Mears, and J. Hooke, 1725.",London,516,unknown,,,FALSE,"Parson of the tparijf, and employed by him and Conformity the Churchwardens and Overseers of the Poor of the said Pa at the Chiil rises, who are thereby empowered and directed to receive and is, that the dispose the same for the Uses intended by the Donor. Bishops of the"
0640200300_000060,"The compleat conveyancer. A collection of presidents for conveyances: being such draughts which have either been drawn or perused by the late eminent and learned conveyancers, Sir John Maynard Kt. Sir Francis Pemberton Kt. Sir Ambrose Philips Kt. and Sir Thomas Skipwith Kt. Serjeants at Law, Sir John King Kt. Isaac Ewer Esq; and other the Chiefest Conveyancers of the Age; whereby the Estates of several Persons of Honour, and the greatest Quality in England have been settled and conveyed.",,84,1,0,0,1,0,0,1,0,0,14,0,0,0,1,1,0,3,2,6,0,0,0,0,0,7,0,2,1,1,0,2,0,0,4,7,4,1,7,1,1,0,0,0,0,3,0,4,1,0,0,1,2,5,0,0,0,0,0,1701,1,1,"London : printed by the assigns of Richard and Edward Atkins Esquires, for Isaac Cleave at Serjeants-Inn Gate in Chancery-Lane, and Abel Roper at the Black Boy in Fleetstreet, [1701].",London,381,unknown,,,FALSE,"the Piemiffes of an absolute Estate of Freehold for his life , without any Condition in Deed or Trust to alter or encumber the asid Estate : And that he hath now good Right, full Power, lawful and absolute Authority to grant and demise the same, and every part thereof,"
0597800101_000254,"A complete body of conveyancing, in theory and practice, by Edward Wood. A new edition, being the fifth, revised and corrected, with the Addition of Original Precedents, Notes, References, &c. By John Joseph Powell, of the Middle Temple, Esq. Barrister at Law. In three volumes. ...","Wood, Edward, conveyancer",94,2,0,0,0,0,2,1,0,2,0,0,0,0,12,1,1,1,3,4,0,0,2,0,0,17,0,1,0,1,2,0,0,0,0,2,3,10,3,1,0,3,0,2,0,2,0,1,1,1,0,8,0,4,0,0,0,0,1,1790,1,3,"London : printed by A. Strahan and W. Woodfall, Law Printers to the King's Most Excellent Majesty; for J. Johnson, in St. Paul's Church-Yard; J.F. and C. Rivington, P. Uriel, B. Law, G. G. J. and J. Robinson, R. Baldwin, W. Otridge, W. Brown, E. and R. Brooke, S. Hayes, W. Stuart, T. Whieldon, Ogilvy and Co. W. Lowndes, W. Clarke, and J. Evans, MDCCXC. [1790]-93.",London,937,male,,,FALSE,"lease is con iraed by tl bishop; the assignment or grant of the lease by the patron imports, as well a grant of the term as lele ai a confirnmation of the term as patron. So if tenant for life grant a rent charge to him in reversion in :,"
1281600109_000096,"Modern reports: or select cases, adjudged in the courts of King's Bench, Chancery, Common Pleas and Exchequer, ... In twelve volumes. ...",Thomas Leach,102,0,0,0,0,0,0,0,0,7,0,4,0,4,4,8,0,9,0,7,1,0,0,0,0,0,0,5,1,9,1,0,0,0,0,7,7,3,0,0,2,0,0,4,1,2,0,0,1,1,0,4,0,4,0,1,0,4,1,1794,9,12,"Dublin : printed for Eliz. Lynch, and Luke White, 1794.",Dublin,217,male,1746,1818,FALSE,"it was infified that it was good for the looo years as a term in gross: but it was decreed to le a term attending on the inheritance by implication of law , c. Page 124, i25 contradicory clauses in a will shall be so expounded as to make all"
0638100101_000179,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",105,0,0,0,0,0,5,5,2,0,0,0,0,0,1,1,3,3,1,5,1,0,0,0,0,15,0,0,1,2,1,0,1,0,0,16,1,2,1,1,0,0,0,5,2,7,0,0,1,0,0,5,0,6,0,0,0,11,0,1749,1,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,946,male,,,FALSE,"Donor and Donee in Tail grant a rent charge out of the Land , and then the Donee dies without iftue; in this Cafe the Grant will be good to bind the Donor. Ibid. If a Lease be made to Husband and Wife for their Lives, the Remainder to the"
0836700102_000936,"A new and complete law-dictionary, or, general abridgment of the law: on a more extensive plan than any law-dictionary hitherto published. ... By T. Cunningham, ... In two volumes.",Timothy Cunningham,104,0,0,0,0,1,1,5,0,1,0,2,0,1,3,1,0,1,0,4,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,4,7,5,2,1,3,0,0,3,1,27,0,0,2,1,0,9,0,2,0,0,0,4,2,1783,2,2,"London : printed for J. F. and C. Rivington, T. Longman, S. Crowder, G. Robinson, W. Flexney, R. Baldwin, and W. Fox, 1783.",London,913,male,,1789,FALSE,"Denying, from the French Renier, negare.  are charged with a distress by the express grant or provi ctloecs, (from the French reidre, i. reddere, retri  Gion of the parties, which otherwise it would not be. buere,) Signifies with us the same thing. For example, See Zanntuitp. this word"
1132400105_000244,"Reports of cases argued and determined in the High Court of Chancery. Volume the Second, Beginning in Michaelmas Term 33 Geo. III. A. D. 1792, And ending in the Sittings after Trinity Term 35 Geo. III. A. D. 1795. By Francis Vesey, jun. Esq. of Lincoln's Inn, Barrister at Law.",Great Britain. Court of Chancery,90,1,0,0,4,0,3,0,0,0,0,0,0,8,0,3,0,8,1,4,1,0,5,1,0,0,4,0,0,3,0,3,2,0,0,6,2,1,0,5,2,0,0,3,1,5,0,3,0,2,0,0,5,0,0,0,0,3,1,1795,5,19,"London : printed by A. Strahan, Law-Printer to the King's Most Excellent Majesty; for E. and R. Brooke, Bell-Yard, Temple Bar, M.DCC.XCV. [1795]-1822.",London,931,unknown,,,FALSE,"Upon a hill against the executor and devisee, the difficulty occurs, whether the decree should be, that the devisee should pay, or the cxc cutor. But suppose, Butler had encumbered or sold the efate: his personal estate muff have answered it; and the purchaser would not have been answerable. The"
1247502200_000004,"A bill for sale of the mannors of North Court and Boynton, in the parish of Swingfield in the county of Kent, part of the estate of Richard Gomeldon, Esq; for discharging incumbrances.",Great Britain. Parliament,87,0,0,0,4,0,1,3,0,2,1,8,0,0,0,0,0,2,1,4,0,1,0,0,0,0,5,9,0,3,0,0,2,0,2,5,2,0,6,5,2,0,0,2,3,1,0,4,0,0,0,0,5,3,0,0,1,0,0,1711,1,1,"[London, 1711].",London,4,unknown,,,FALSE,"lnailrtec by the Queen's Moult Excellent Majesty, by and with the Advice and Cotfint of the Lords Spiritual and Temporal, and of the Commons in this present parlisment aifemnbled, and by the Authority of the same, That the Reversion, Inheritance, and Equity of Redenmptioi of all tltt the aforesaid Manor"
0069800301_000068,"The reports of the most learned Sir Edmund Saunders Knt. Late Lord Chief Justice of the King's Bench, of several pleadings and cases in the Court of King's Bench, in the time of the Reign of His most excellent Majesty King Charles the Second. In two volumes. With three Tables: The First of the Names of the Cases; The Second of the Matters contained in the Pleadings; And the Third of the Principal Matters contained in the Cases. Vol. I.","Saunders, Edmund, Sir",71,1,2,1,0,2,1,0,0,1,3,3,0,13,4,2,0,2,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,4,2,1,2,0,0,0,0,0,0,7,0,1,2,0,0,2,0,0,0,1,0,2,3,1722,1,2,"[London] : In the Savoy: printed by E. and R. Nutt and R. Gosling, (assigns of E. Sayer Esq; ) for D. Browne, R. Sare, J. Walthoe, B. Lintot, W. Mears, and F. Clay, MDCCXXII [1722].",London,106,unknown,,,FALSE,"is educated in one Trade, may uie another, 12 vwhethler _ _ Whether athing may be claimed by several Petlbns by Cuilom and Prelcriptien, and the Cufom and Prelcription have a good Beginning, Page 351, 352, 353 D. Dalunge0. hw7here the praying of Damages is but Matter of Form, 98"
0634700104_000085,"History and antiquities of the county of Norfolk. Volume I. Containing, (besides a general Description of the County, an Index, &c.) The Hundreds Of Blofield, Brothercross and Clackclose.","Armstrong, Mostyn John",68,0,1,1,3,1,0,1,3,0,1,1,2,0,3,0,0,2,0,0,0,2,3,0,2,2,0,1,0,2,4,0,1,2,0,3,0,0,9,0,0,3,1,0,3,4,0,1,0,0,0,0,1,0,2,0,0,3,0,1781,4,10,"Norwich : printed by J. Crouse, for M. Booth, Bookseller, M.DCC.LXXXI. [1781].",Norwich,505,male,,,FALSE,"said Robert had the king's licence to settle it on John, his son, and Hawile, hisl wise, who presented by the name of Hawife dc Wyfliam in 1335 In 1360 sir Andrew de Bures died lord; Alice, his wife , survived, who, jointly with hei second husband, John, son of"
0232700102_000177,"A digest of the laws of England. By the Right Honourable Sir John Comyns, Knt. Late Lord Chief Baron of His Majesty's Court of Exchequer. The fourth edition, considerably enlarged, and continued down to the present time, by Stewart Kyd, Barrister at Law, of the Middle Temple, Esq. In six volumes. ...",Stewart Kyd,91,0,0,0,1,0,0,4,1,0,0,1,1,8,2,1,0,6,1,4,0,0,0,1,0,1,0,6,2,1,0,0,1,0,1,5,3,8,0,5,4,0,0,2,7,1,0,1,0,0,0,0,0,4,0,2,0,6,0,1793,2,6,"Dublin : Luke White, 1793.",Dublin,757,male,,1811,FALSE,"debts , and the wife and children take only as legatees. R. z leer. 287 If B. upon a purchase from A. gives a bond to pay 5ool. as A. shall appoint, who by his will appoints the ool0. to be paid to his relations; the 5ool. shall be afiets"
0598500103_000197,"Reports of cases argued and determined in the High Court of Chancery, and of two special cases adjudged in the courts of common law: collected by William Peere Williams, Late of Gray's Inn, Esq; Vol. III. Published with Notes and References, and Two tables; one of the Names of the Cases, the other of the Principal Matters: by his son William Peere Williams, of the Inner Temple, Esq;",William Peere Williams,94,0,0,1,2,0,2,0,0,0,0,0,0,3,0,5,1,5,0,1,3,0,0,0,0,2,0,1,1,6,1,3,2,0,3,15,2,0,5,4,1,9,0,2,1,0,1,0,0,0,0,0,0,4,0,0,0,3,5,1749,3,3,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for T. Osborne in Gray's Inn, MDCCXLIX. [1749].",London,646,male,1664,1736,FALSE,"Kin and Heir ) 5 1 the Wife has the Residue to her own Use, and not as a Trustee. 193 Money articled to be laid out in Land , and fettled on the Husband and Wife and Issue, Remainder to the Husband in Fee, will, in Cafe there is"
0173000300_000141,"The office and duty of executors: or, a treatise directing testators to form, and executors to perform their wills and testaments according to law. Originally compiled by that judicious and approved author, Tho. Wentworth, late Bencher of Lincoln's-Inn. And now enlarged with a supplement, containing Divers Matters and Things not comprized in former Impressions, relating to Wills, Executors, Administrators, Devises, Legacies, &c. Collected from the Common and Statute Laws, and methodically digested, rendring the whole compleat, and in all its Parts conformable to the present Time and Laws now in Force. With References to the several Acts of Parliament and authentick Books of Reports both Ancient and Modern authorizing and approving the same. By H Curson of the Inner-Temple.","Doddridge, John, Sir",89,1,0,0,0,0,4,0,0,1,0,4,0,1,0,15,2,2,1,12,0,0,0,1,0,0,0,0,1,4,0,3,2,0,0,8,2,2,0,3,0,1,0,0,0,4,0,0,1,1,0,2,3,4,3,0,0,0,1,1720,1,1,"[London] : In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edw. Sayer, Esq;) for D. Browne, R. Sare, J. Walthoe, D. Taylor, R. Gosling and J. Osborn, 1720.",London,564,male,1555,1628,FALSE,"the see fimple of my bigger House in Soper Lane to my Confina. I. and after her Decease to W. L her Son (which W. was her Heir Apparent) and died. A. entered F f 3 and and took Husband, and had Issue by him, and died. If the Husband"
1064500102_000865,"A compleat body of conveyancing, in theory and practice. In two parts. Part I. Contains the Theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Part II. (in Two Volumes) Contains the Practice: Or, Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Public Funds; and in General all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, gent. deceased. The second edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. In three volumes.","Wood, Edward, conveyancer",74,1,0,0,0,6,0,4,0,0,0,0,0,5,2,1,1,2,1,0,4,0,0,0,0,2,1,0,2,0,0,0,1,0,0,3,4,2,1,3,1,0,0,2,3,3,2,8,0,1,0,4,0,0,1,1,1,1,0,1762,2,3,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall, T. Osborne, C. Hitch and L. Hawes, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, T. Longman, S. Crowder and Co. R. Withy, C. Ware and Co. W. Flexney, W. Bristow, T. Lownds, A. Shuckburgh, and P. Uriel, MDCCLXII. [1762].",London,901,male,,,FALSE,"and his Workmen for building a new Ship, pursuant to Articles of Agreement between the Master Shipwright and the Merchant or Owner. 271 For Sale of several Parts of a Ship, and painting the same, and that the Purchaser will PART II i [greectllllt for a Horfe race. For a"
1413400107_000013,"Reports of cases, upon appeals and writs of error, in the High Court of Parliament; from the year 1701, to the year 1779. With tables, notes, and references. By Josiah Brown, Esq. Barrister at Law.",Great Britain. Parliament. House of Lords,79,0,0,0,0,0,0,0,0,0,9,2,0,3,0,2,3,14,2,4,0,0,2,0,0,0,1,0,0,6,0,1,1,0,1,2,0,3,1,2,2,0,0,2,3,0,0,3,0,0,1,0,1,1,0,4,0,3,0,1784,7,7,"Dublin : printed by E. Lynch, No. 6, Skinner-Row, and in the Four Courts, MDCCLXXXIV. [1784].",Dublin,659,unknown,,,FALSE,"or her heirs to complete the several contraas he had made for the purchase of the said estates in the county of Southampton, in trust nevertheless to complete such purchases , and to procure and take conveyances of the same estates , to her and their own use and benefit."
