PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(bed),termFreq(begin),termFreq(border),termFreq(branch),termFreq(care),termFreq(common),termFreq(cover),termFreq(crop),termFreq(cut),termFreq(dry),termFreq(dung),termFreq(earth),termFreq(end),termFreq(feed),termFreq(feet),termFreq(flower),termFreq(fruit),termFreq(garden),termFreq(green),termFreq(ground),termFreq(grow),termFreq(growth),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(kind),termFreq(larg),termFreq(leav),termFreq(light),termFreq(littl),termFreq(month),termFreq(observ),termFreq(open),termFreq(plant),termFreq(pot),termFreq(produc),termFreq(propag),termFreq(proper),termFreq(rais),termFreq(remain),termFreq(requir),termFreq(root),termFreq(row),termFreq(season),termFreq(seed),termFreq(set),termFreq(sow),termFreq(sown),termFreq(speci),termFreq(spring),termFreq(stalk),termFreq(taken),termFreq(tree),termFreq(water),termFreq(weather),termFreq(weed),termFreq(winter),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
1240000200_000022,"The universal pocket-book; being the most comprehensive, useful, and compleat book of the kind, ever yet publish'd: containing, amongst a great many other Particulars, I. A map of the world, with a Geographical Description of the same. II. An Historical Table of remarkable Events, from the Creation to Julius Caesar. III. A Map of England, with an Account of the Number of Parishes, Market-Towns, Market-Days, Cities, Bishopricks, &c. IV. A List of the House of Peers, with their Names, Titles, Mottos, Town-House and Country-House. V. A short abstract of the History of England. VI. The Gardener's Instructor, or the Method of managing to the greatest Perfection, the best and most useful Products of the Fruit, Flower, and Kitchen Gardens. Vii. The four Rules of Arithmetic explain'd in so easy and familiar a Manner, that they may be learn'd without a Master. Viii. Short Definitions of all the Arts and Sciences. IX. An Account of all the Companies in London. X. Of the General and Penny-Post. XI. A New Perpetual Almanack. XII. The Prices of the different Works, of Bricklayers, Masons, Joiners, Carpenters, Plumbers, Slaters, Painters, Plaisterers, Paviors, Smiths, Carvers, &c. XIII. Tables of all the Modern Coins of Europe, with their Value in English Money. XIV. A New Plan of the City of London, with a Description of whatever is remarkable. XV. An Account of all the Stage-Coaches, and Carriers in England and Scotland. XVI. A list of places at court, with their salaries and in whose gift. The whole Design'd for the Use, Benefit, and Convenience of all Sorts of Persons.",,119,0,0,7,3,3,2,0,2,0,0,4,0,2,0,3,0,3,0,3,1,2,1,1,1,2,2,6,0,2,2,2,0,1,0,0,13,1,1,6,1,5,0,0,2,4,7,6,2,1,6,0,0,0,2,2,0,1,2,2,0,1740,1,1,"London : printed for T. Cooper, at the Globe, in Pater-Noster-Row, 1740.",London,285,unknown,,,FALSE,"Way of propagating them is from off sets , or frnall Roots divided from the old Ones. hey should be planted in a rich light hazel Mould, betwixt the Temper of Sand and Loam. The Time of planting is about tlc Middle of S'eptemher for the firt Season , and"
0318200600_000073,"Every man his own gardener. Being a new, and much more complete gardener's kalendar than any one hitherto published. Containing, Not only an Account of what Work is necessary to be done in the Kitchen and Fruit Garden, Pleasure Ground, Flower Garden, and Shrubbery; Nursery, Green-House, and Hot-House for every Month in the Year, but also ample Directions for performing the said Work, according to the newest and most approved Methods now in Practice among the best Gardeners. With complete practical Directions for forcing all Kinds of choice Plants, Flowers, and Fruits, to early Perfection, in Hot-Beds, Hot-Houses, Hot-Walls, Forcing frames, Forcing-Houses, Vineries, &c. Also particular Directions relative to Soil and Situation, adapted to the different Sorts of Plants and Trees, &c. And to the Whole is added, complete and useful Lists of Kitchen Garden Plants, Fruit Trees, Forest Trees, Flowering Shrubs, Evergreens, Annual, Biennial, and Perennial Fibrous-Rooted Flowers, Bulbous and Tuberous-Rooted Flowers, Green-House, and Hot-House Plants, Proper for Cultivation in the English Gardens and Plantations. By Thomas Mawe, Mawe, (gardener To His Grace The Duke Of Leeds) John Abercrombie, (gardener, Tottenham Court) and other gardeners.","Mawe, Thomas",164,1,0,10,4,1,0,1,0,0,6,0,2,1,7,3,0,2,0,0,0,3,4,2,2,0,0,5,1,2,2,2,2,11,0,3,30,0,1,0,1,3,1,0,3,0,0,9,1,6,7,0,4,1,3,0,5,3,1,6,2,1784,1,1,"London : printed for J.F. and C. Rivington, T. Longman, B. Law, T. and W. Lowndes, J. Johnson, G. Robinson, T. Cadell, W. Goldsmith, R. Baldwin, J. Murray, and E. Newbery, [1784].",London,594,male,,,FALSE,"the cabbage plants yet remaining in their winter beds , or all that you intend planting out sin; al: this fprilng, for the fuliler and autulimal crops ; and let it be done the beginning , or as loon as possible this month , that they may get good root"
0328600500_000012,"The gardeners kalendar, directing what works are necessary to be done every month, in the kitchen, fruit, and pleasure gardens, and in the conservatory. With An Account of the particular Seasons for the Propagation and Use of all Sorts of Esculent Plants and Fruits proper for the Table, and of all Sorts of Flowers, Plants, and Trees, that flower in every Month. The second edition. By Philip Miller, Gardener to the Worshipful Company of Apothecaries, at their Betanick Garden in Chelsea, and F. R. S.",Philip Miller,140,3,1,8,3,2,0,0,0,2,3,2,5,1,4,1,0,0,1,4,0,0,3,0,1,1,2,1,5,3,3,0,0,8,3,0,19,2,0,0,1,1,2,1,3,0,4,3,0,7,5,0,1,0,3,3,5,5,3,0,2,1735,1,1,"Dublin : printed by M. Rhames, for Richard Gunne in Capel-Street, George Risk, George Ewing, William Smith, in Dame's-Street, and John Smith and William Bruce on the Blind-Key, Booksellers, MDCCXXXV. [1735].",Dublin,141,male,1691,1771,FALSE,"kinds , placing them near a hedge, in a situation where they may be well defended from cold winds; and this will thin the house of plants , and give room to those that remain , to have a greater share of free air . · If any of your"
0734400500_000137,"The British gardener's new director, chiefly adapted to the climate of the northern countries: Directing The Necessary Works In The Kitchen, Fruit, and Pleasure Gardens, And In The Nursery, Green-House, and Stove. By Sir James Justice, Bart. F. R. S. and one of the principal Clerks of Sessions in Scotland. With the addition of his dissertation on the culture of forest-trees. To this Edition are prefixed I. His Treatise on Vegetation with Directions for making Compost for the more curious Flowers. II. An Alphabetical List of Flower Seeds, directing to the Season of sowing them. III. - of Flower Roots, with the Time of setting them. IV. - of Seeds of Trees and Flowering Shrubs, with Directions. V. - of Seeds for the improvement of Land. VI. - of American Tree Seeds, shewing in what particular Manner they are to be sown. Vii. - of the most valuable Oriental single and semi-double Hyacinths, with Reference to their Botanical Names and Culture. Viii. An Explanation of the Botanical Terms made use of in the Work. Illustrated with copper plates.",James Justice,134,3,2,3,0,3,0,1,1,1,0,1,2,1,5,2,0,2,13,0,3,2,1,2,1,0,0,2,0,1,3,2,0,0,0,1,20,6,0,0,0,0,4,3,5,0,2,5,3,3,8,0,2,1,0,0,2,3,5,4,0,1765,1,1,"Dublin : printed at the request and recommendation of several gentlemen of this kingdom, by John Exshaw, in Dame-Street, M.DCC.LXV. [1765].",Dublin,496,male,1698,1763,FALSE,"His. White double flowered Sneezewort. 296 Is the Ptarmica flore purpurco pleno, Boerb. Inl. Purple double Sneezewort. Those plants make a fine show when they are planted in pots , where their roots are confined, for in good ground their roots spread too much; they do well also in gravelly"
0274901000_000026,"The complete gardener & farmer, containing a new gardener's kalendar, Directing The Necessary Works To BE Done Every Month, In The Kitchen, Fruit, And Pleasure Gardens; AS Also In The Conservatory And Nursery: Shewing The Particular Seasons For Propagating Esculent Plants & Fruits, With The Time When Each Sort IS Proper For Table-And The Proper Season For Transplanting Trees, Shrubs & Plants, With The Time Of Their Flowering, together with a copious index. By P. Miller, F.R.S. To which is now added, The new farmer's kalendar; or monthly remembrancer, For All Kinds Of Country Business: Containing All The Material Improvements In The New Husbandry, With Treatises on Irrigation, or Watering grass Lands and Draining. By an experienced farmer.","Lawrence, John",151,0,0,8,1,2,1,4,1,2,6,3,8,3,5,0,0,0,0,3,1,0,7,0,2,0,0,1,2,6,1,0,0,7,2,0,19,0,3,0,3,2,0,1,7,1,6,3,0,2,4,0,2,0,5,0,5,3,6,0,3,1800,1,1,"Dublin : printed by J. Moore, 45, College-Green, 1800.",Dublin,395,male,1753,1839,FALSE,"at lead a foot and a half thick upon the dung , that the melon plants may have depth enough to root . Where this is prafifed, the plants will require no water after they are well rooted , and hereby a good crop of the choicer sorts of melons"
0542000100_000347,"The gardener's dictionary: containing the methods of cultivating and improving the kitchen, fruit, and flower garden, as also, the physick garden, wilderness, conservatory, and vineyard; According to the Practice of the Most Experienced Gardeners of the Present Age. Interspersed with The History of the Plants, the Characters of each Genus, and the Names of all the particular Species, in Latin and English; and an Explanation of all the Terms used in Botany and Gardening. Together with Accounts of the Nature and Use of Barometers, Thermometers, and Hygrometers, proper for Gardeners; And of the Origin, Causes, and Nature of Meteors, and the particular Influences of Air, Earth, Fire, and Water, upon Vegetation, according to the best Natural Philosophers. Adorn'd with Copper Plates. By Philip Miller, Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden at Chelsea, and F. R. S.",Philip Miller,150,2,3,1,1,3,0,1,4,0,0,2,3,0,5,1,0,2,7,0,2,1,2,3,2,0,0,1,1,3,1,5,3,0,0,3,30,4,5,4,0,0,1,4,5,1,1,7,1,1,0,0,2,0,4,0,4,5,4,3,2,1741,1,1,"Dublin : printed by S. Powell, for R. Gunne, in Capel-Street; G. Risk, G. Ewing, and W. Smith, in Dame-Street; and J. Smith, on the Blind-Key; Booksellers, MDCCXLI. [1741].",Dublin,815,male,1691,1771,FALSE,"hedge nettle, with a long white Spike. The two first Plants arise to the Height of three Feet , or more, do grow rubby, and may be train d to regular Heads, whereby they will appear vr agreeable, being always green , and continue flowering nrdoft art of the Summer;"
1046400500_000096,"The new gardener's dictionary; or whole art of gardening, fully and accurately displayed; containing the most approved methods of cultivating all kinds of trees, plants, and flowers; with ample directions for performing all the operations in gardening; Whether they Relate to I. The Hot-House, II. The Green-House, III. The Shrubbery, IV. The Kitchen-Garden, V. The Flower-Garden, or VI. The Fruit-Garden. According to the Practice of the Best Modern Gardeners, arranged under the English proper name of each article. By John Dicks, Gardener to his Grace the Duke of Kingston; Assisted by many Eminent in the Profession.","Dicks, John",161,5,2,3,4,0,4,1,1,0,0,1,2,0,4,1,0,0,6,3,4,2,0,3,0,1,0,2,0,0,6,3,1,0,0,2,20,6,1,10,1,0,3,2,6,0,1,7,1,0,5,8,1,1,7,0,2,2,1,15,0,1771,1,1,"London : printed for G. Keith; J. Johnson; J. Almon; and Blyth and Beevor, 1771.",London,346,male,1769,1771,FALSE,"indented and prickly, whose under fides are set with spiny hairs. 8 Barbados Cherry, with leaves nearly oval, indented and prickly, and footstalks with one flower . All there plants are natives of the warmed parts of America; the first sort is cultivated in the West indies for the sake"
0328500800_000069,"The modern gardener; or, universal kalendar. Containing monthly directions for all the operations of gardening ... To the whole is added, a catalogue of kitchen garden plants and herbs, ... Selected from the diary ... of the late Mr. Hitt, ... Revised, corrected, and ver much improved, with many new additions, by James Meader, ...","Hitt, Thomas",167,0,1,5,1,0,0,2,0,2,2,2,6,0,6,0,1,3,0,0,1,0,6,2,1,0,2,6,3,0,4,1,0,7,3,4,18,0,0,0,2,2,0,1,8,6,4,19,0,5,12,0,2,1,2,0,5,5,4,0,0,1771,1,1,"London : printed for Hawes, Clarke and Collins, S. Crowder, T. Longman, B. Law, Robinson and Roberts, and L. Taylor, 1771.",London,552,unknown,,,FALSE,"very hot , the proper season for sowing them being in July, when they willt be fit for eating in September and Ocober, and be of a mild flavour. There are two kinds of this radifht one with ablack rind and the other white. Spinach. Spinach may also be sown"
0962300200_000055,"The gardener's and planter's calendar. Containing the method of raising timber-trees, fruit-trees, and quick, for hedges. With directions for forming and managing a garden, in every month of the year. Also, many New Improvements in The Art Of Gardening. To which is added, an appendix, Containing, A General Catalogue of Seeds and Plants for the Kitchen-Garden, Flower-Garden, &c. By R. Weston, Esq. Author Of The Universal Botanist.",Richard Weston,155,0,0,14,2,2,1,0,2,2,2,3,2,1,5,2,1,3,5,4,5,0,5,1,0,0,0,6,0,2,3,1,1,6,0,1,22,0,1,0,3,0,1,7,4,5,1,11,0,6,1,0,2,0,0,2,0,0,5,1,1,1778,1,1,"London : printed for T. Carnan, Number 65, in St. Paul's Church-Yard, M.DCC.LXXVIII. [1778].",London,346,male,1733,1806,FALSE,"22 produce.of the Kitchen garden . - The Orchard and Fruit Garden . 23 Gather Fruit , and lay it in a cool place, 24 Make plantations of Strawberries. 25 Nail up .Vines, and pinclitleftflioots. 26 Destroy Infeats. 27 Give a o p dreffing to.fruit trees . -. 28 Put"
1046400500_000329,"The new gardener's dictionary; or whole art of gardening, fully and accurately displayed; containing the most approved methods of cultivating all kinds of trees, plants, and flowers; with ample directions for performing all the operations in gardening; Whether they Relate to I. The Hot-House, II. The Green-House, III. The Shrubbery, IV. The Kitchen-Garden, V. The Flower-Garden, or VI. The Fruit-Garden. According to the Practice of the Best Modern Gardeners, arranged under the English proper name of each article. By John Dicks, Gardener to his Grace the Duke of Kingston; Assisted by many Eminent in the Profession.","Dicks, John",155,0,1,5,1,0,8,1,3,3,0,4,3,0,3,1,2,3,8,6,0,2,0,6,0,1,0,2,1,0,20,2,1,0,0,1,10,3,1,5,0,2,1,0,1,1,0,7,0,1,1,11,0,8,3,7,2,1,0,1,1,1771,1,1,"London : printed for G. Keith; J. Johnson; J. Almon; and Blyth and Beevor, 1771.",London,346,male,1769,1771,FALSE,"with oblique, smooth, heart ihaped leaves ; or the Mulberry with a white fruit . 2 Mulberry, with rough, heart. shaped leaves , being the Mulberry with a black fruit ; or the common Mulberry. 3 Mulberry, with hand fhaped leaves , and prickly fruit . The first species is"
0246700900_000057,"Every man his own gardener, being a new and much more complete gardener's calendar, and General Director, than any one hitherto published. Containing, Not only an Account of what Work is necessary to be done in the Kitchen and Fruit Garden, Pleasure Ground, Flower Garden and Shrubbery, Nursery, Green-House, and Hot-House, for every Month in the Year, but also ample Practical Directions for performing the said Work, according to the newest and most approved Methods now in Practice. With complete Practical Directions for Forcing all Kinds of choice Plants, Flowers, and Fruits, to early Perfection, in Hot-Beds, Hot-Houses, Hot-Walls, Forcing-Frames, Forcing-Houses, Vineries, &c. Also particular Directions relative to Soil and Situation, adapted to the different Sorts of Plants and Trees, &c. And to the Whole are added, Complete and Useful Lists of Kitchen Garden Plants, Fruit Trees, Forest Trees, Flowering Shrubs, Evergreens, Annual, Biennial, and Perennial Fibrous-Rooted Flowers, Bulbous and Tuberous-Rooted Flowers, Green-House, and Hot-House Plants, Proper for Cultivation in the English Gardens and Plantations, &c &c. With additional Systematic General Catalogues of Hardy Herbaceous Perennials and Biennials, and of Hot-House Plants; with general Explanations of their Nature and Culture. By Thomas Mawe, (gardener to his grace the duke of leeds) and John Abercrombie Author of the Universal Gardener and Botanist. Corrected, and greatly Enlarged, with many considerable material New Additions, and numerous very essential Improvements, in a more full, comprehensive, and general Manner in every Department of the Work, than in any former Edition.","Mawe, Thomas",163,0,0,3,4,3,0,2,1,0,10,2,0,1,4,2,5,1,0,0,0,3,10,1,6,0,0,4,2,1,3,0,2,5,6,4,13,0,0,0,4,0,2,0,2,2,3,11,0,16,14,0,1,0,1,1,1,0,3,3,1,1797,1,1,"London : printed for B. Law, J. Johnson, G. G. and J. Robinson, R. Baldwin, F. and C. Rivington, G. and T. Wilkie, J. Scatcherd, T. Cadell Junr. and W. Davies, T. N. Longman, W. Lowndes, T. Kay, and E. Newbery, 1797.",London,757,male,,,FALSE,"be sown in February, or at leaf the first week of this month . Sow this seed in an open spot, and not in narrow bor trs, under wa; ls, c. for the reason intimated above, in fou ing cabbages. The sorts of savoys are the green , yellow, and"
