PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(apostl),termFreq(appear),termFreq(believ),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(confid),termFreq(coven),termFreq(dead),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(foul),termFreq(glori),termFreq(god),termFreq(gospel),termFreq(grace),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(know),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mean),termFreq(natur),termFreq(noth),termFreq(peopl),termFreq(person),termFreq(power),termFreq(preach),termFreq(promis),termFreq(receiv),termFreq(righteou),termFreq(salvat),termFreq(save),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(soul),termFreq(speak),termFreq(spirit),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0768001300_000003,"A sermon preached (in part) before the Right Worshipful Dean of the arches, And the Reverend the Clergy of the Deanery of Shoreham; assembled in visitation at Sevenoaks, in Kent, on Friday the 21st day of May, 1742. Addressed to them by the Rev. Henry Piers, A. M. Vicar of the Parish of Bexley; sometime Student of Trinity-College, Dublin. Author of two Letters in defence of our present Liturgy.","Piers, Henry",111,1,2,0,5,0,1,7,2,3,1,0,1,1,0,0,1,0,6,3,0,1,14,0,1,0,2,1,2,4,0,0,1,0,4,1,1,5,0,2,2,2,7,1,2,0,1,2,2,0,5,0,1,1,0,2,3,6,0,1,1754,1,1,"London : printed by J. Lewis, in Paternoster-Row, 1754.",London,12,male,1695,1769,FALSE,"of the saints, for the edify"" "" the Body of Christ . "" And of every such freward, it cannot but be required, that he be found faithful , ME KAPEELEUON, MEEDE DOION TONNE LOGON TOU THEOU; not corrupting, or cauponizing the Word of God ; not mixing, adulterating or"
0374600700_000017,"A companion for the candidates of holy orders. Or, the great importance and principal duties of the priestly office. By ... George Bull, ...",George Bull,130,0,0,0,0,0,0,16,5,5,0,1,0,0,1,1,1,2,10,1,0,3,18,2,4,1,2,2,10,1,1,1,4,0,0,4,2,4,0,0,0,0,1,1,0,0,7,0,3,1,3,1,0,0,1,1,2,3,2,2,1714,1,1,"London : printed by Geo. James, for Richard Smith, 1714.",London,78,male,1634,1710,FALSE,"adorned xvith Sculptures. The great necctity and Advantage of Publiclt Prayer, and frequent Communion. Designed to revive Primitive Piety. With Meditations, Ejaculations. and Prayers. be'ore, at, and after the Sacrament. The Fourth Edition; to be had both in a large aud small Character. One hundred and forty five Sermons, and"
0585100700_000003,"The experience of the saints asserted and proved. Being several discourses in which the ground of a believer's hope, with the nature of Christian experience, and the operations of the Holy Spirit, are briefly explained and defended. By Benjamin Wallin.",Benjamin Wallin,102,2,1,3,10,0,0,4,6,0,3,1,0,1,0,0,1,5,9,1,0,6,5,1,1,1,1,2,0,1,1,4,6,2,0,0,0,0,0,0,1,0,0,2,3,3,0,0,2,0,2,1,1,3,1,0,2,1,1,1,1763,1,1,"London : printed for the author, and sold by J. Buckland and T. Field, in Pater-Noster-Row, J. Johnson, opposite the Monument; and E. Gardiner, in Grace-Church-Street, M.DCC.LXIII. [1763].",London,160,male,1711,1782,FALSE,"with propriety and advantage take the passage in a light suited to the Faithful in every age, and hall accordingly proceed to open and apply it; the sense then is as follows, namely; Iye, i. e. we that believe in Jesus , through the Spirit waitfor the hope of righteozicsefs"
0025001600_000003,"A sermon, occasioned by the death of the Reverend William Dowers, late pastor of the Baptist church in Little Alie Street, Goodman's Fields: preached to the said church on the twelfth of July, 1795, by the Reverend Curtis Fleming. To which is added, two hymns, sung on th occasion, and an oration, Delivered, at the Interment of the Corpse, in Bunhill-Fields, by the Reverend Richard Hutchins. Taken in Short Hand, By Job Sibley.","Fleming, Curtis",116,1,5,2,2,0,0,4,0,2,2,2,0,1,7,0,2,0,1,2,0,0,6,0,8,0,0,1,1,10,1,12,1,2,1,2,1,4,0,0,0,1,0,0,1,0,2,0,4,1,1,3,3,4,0,2,4,1,5,1,1795,1,1,"London : printed for the author, and sold by W. Button Paternoster Row, 1795.",London,42,male,,,FALSE,"of his conversion before Agrippa in the z6th chapter of Acts and 13th verse, says, At midday, 0 King, I saw in the zvay a light from heaven , above the brightness of the fun, Jining round about me and them which jourineed with me. So that when Saul was"
0442201000_000003,"The righteous sav'd with difficulty. Consider'd in a sermon, occasion'd by the death of Mr. Robert Mugeridg, who died Jan. 13, 1759, ... Preached at Horsly-down, Fair-street, Southwark, ... By Samuel Fry. ...","Fry, Samuel           1769",95,0,2,0,0,3,3,1,1,0,0,1,0,1,0,1,1,2,2,1,0,2,10,0,0,2,1,5,7,1,0,0,3,0,1,4,0,0,1,0,0,2,0,1,1,2,7,2,0,2,1,4,2,7,0,0,2,1,1,4,1759,1,1,"London : printed for E. Gardener, and W. Lepard, Southwark, [1759].",London,30,unknown,,,FALSE,"The Apostle saith, that Eye hath not fen, nor Ear heard, nor can it enter into the Heart of miqn io co; ccietl the things that God hath prepared for them that love him. I Cor. II 9 It is Heaven , a Place .(or rather a State) represented and"
1120600103_000127,"The arguments of the books and chapters of the Old and New Testaments, with practical observations. Written originally in French, by the Reverend Mr. Ostervald, Professor of Divinity, and one of the Ministers of the Church at Neufchatel in Swisserland: And by him presented to the Society for promoting Christian Knowledge. Translated by John Chamberlayne, Esq; in three volumes. ...",Jean-Frédéric Osterwald,103,1,1,0,1,7,1,10,2,0,2,8,2,2,1,0,2,1,1,0,0,2,9,2,2,1,3,5,3,1,0,4,1,0,2,1,3,0,3,1,0,2,0,5,1,0,1,1,0,0,2,0,0,1,0,2,0,0,3,0,1749,3,3,"London : printed for B. Dod, bookseller to the Society for Promoting Christian Knowledge, at the Bible and Key in Ave-Mary Lane, near Stationers-Hall, M.DCC.XLIX. [1749].",London,486,male,1663,1747,FALSE,"Israelites should be abolished, and that he would enter into a more excellent excellent one with mankind, in which he would pardon their sins , and fan&tify them by his spirit . REFLECTIONS. HIS chapter engages us to make the three following refletions. I. That we have a great high"
0269700500_000049,"The process and empire of Christ; from his birth to the end of the mediatorial kingdom; a poem, in twelve books. By Elhanan Winchester.",Elhanan Winchester,123,2,0,1,2,0,2,1,2,1,0,0,0,0,1,5,0,1,1,6,0,1,11,0,3,0,4,5,8,3,7,1,1,0,3,4,0,0,0,0,0,3,0,2,3,1,1,1,2,1,1,3,1,17,1,2,1,2,1,4,1793,1,1,"London : printed for the author by T. Gillet, and sold by Mr. Parsons, No. 21, Paternoster-Row; Mr. Knott, Bookseller, Lombard-Street; Mr. Bruce, City Road; Acutts and Keeble, No. 25, Shoreditch; and may be had of the author, No. 5. Winkworth's Buildings, City Road; or at the vestry of the chapel, in Parliament-Court, Artillery-Street, Bishopsgate-Street, 1793.",London,391,male,1751,1797,FALSE,"labours, sufferings, wars, and vicories. How infinitely useful was this gift! Which God beftow'd on them, nor gave in vain. For they were wholly qualified thereby For all which he appointed them to do. 415 This gave a mouth and wisdom unto them, Which none of all their mightiest enemies"
0265800400_000153,"A spiritual treasury, for the children of God: consisting of a meditation for each day in the year, upon select texts of Scripture. Humbly Intended To establish the Faith, promote the Comfort, and influence the Practice of the Followers of the Lamb. By William Mason. With a recommendatory preface by the Rev. William Romaine, A. M. Lecturer of St. Dunstan's in the West.",William Mason,114,2,1,1,5,1,0,2,3,0,1,1,0,0,1,0,1,0,14,2,0,2,8,0,3,1,5,1,3,8,1,0,0,1,1,8,0,4,1,0,1,2,0,0,0,0,3,2,3,0,1,5,1,4,2,0,1,1,5,1,1765,1,1,"London : printed: and sold by M. Lewis, in Pater-Noster-Row; and E. and C. Dilly, in the Poultry, MDCCLXV. [1765].",London,369,male,1719,1791,TRUE,"seat n are grievous. To be attacked by a powerful invisible foe, whose element where he rules, as well as the time of battle, is always in darkness; therefore moll aflicting to the children of light . But what a soul flrengthening, heart.reviving, and spirit refiefhing voice speaks from heaven"
0651300600_000013,"A specimen of plain and practical catechising; by John Mcnaight, A. M. Minister of Buitle.","McNaight, John           1783",135,0,1,0,7,0,1,8,1,0,0,4,0,0,2,0,2,0,7,1,0,1,13,9,4,1,3,1,7,7,2,1,2,3,0,3,0,1,0,1,0,1,0,1,1,0,4,0,0,0,1,1,3,15,4,2,0,3,4,2,1783,1,1,"Dumfries : printed by Robert Jackson, M,DCC,LXXXIII. [1783].",Dumfries,58,unknown,,,FALSE,"says,  He that believeth on the Son, hath everlasting life ; and he tlhat believeth not the Son, Shall not see life ; but the wrath of God abideth on him. He that believeth on him, is not condemned: but le that believeth not, is condemned already, because he"
1085901300_000012,"The belief of the Gospel saving faith. Being the substance of two discourses, preached at the meeting-house, High-Street, Kingston-Upon-Hull. With an appendix, containing some strictures upon a sermon entitled, ""the faith of the operation of God."" By Archibald M'lean. Published at request.","McLean, Archibald",113,0,2,1,17,0,0,6,0,0,0,1,1,0,1,2,2,0,8,0,0,0,8,8,2,1,1,0,0,2,2,0,1,0,2,0,1,5,0,2,2,1,2,1,0,1,3,7,2,1,1,4,0,3,0,3,3,2,1,0,1791,1,1,"Edinburgh : printed, and sold by T. Brown, bookseller, Lowgate, Hull, M,DCC,XCI. [1791].",Edinburgh,59,male,1733,1812,FALSE,"should shine unto ""them."" ti Pt Pet. II 7, a. LIII 1 z Aas XV X s John V 4 Ga,.. 6 a I cjr. IV 6 b Chap. III 1z. C Juhn XVII ze. )k"" them d."" "" The natural man,"" through | culpable blindness, prejudice, and aversion of"
1099802600_000005,"The happy state of believers immediately after death: being an inquiry concerning the nature, state and happiness of the souls of true believers after quitting the body. Shewing, both from Scripture and Divines, that they enter immediately after Death into a State of Joy and Felicity with Christ; but more compleatly so at the Resurrection and Second Coming of Christ. Abstracted from the Works of the learned Mr. Flavel, Mr. Baxter, Dr. Gregory, Dr. Taylor, Dr. Watts, &c. To which is added, Divine grace displayed. A poem. By J. W. Author of the Evening Conference of Christ and Nicodemus. (just published, price Two-Pence.)","Wakelin, J.",109,0,0,1,1,1,0,5,2,1,0,1,0,0,4,1,3,1,4,2,0,1,12,5,9,1,2,5,1,3,4,3,0,2,1,8,0,0,0,0,1,3,3,1,0,0,2,1,1,0,1,0,0,2,0,3,2,3,2,0,1787,1,1,"London : printed by H. Trapp, No. 1. Pater-Noster-Row, for J. Wakelin, No. 3. King's-Hend-Court, Shoe-Lane; also sold by J. Dodd, West Street, Seven-Dials, [1787?].",London,21,unknown,,,FALSE,"41 Lord grant, my readers, this may'nt'be your cafe, But that you fav'd may be through' Jesu's grace . End of the firr Part. iichirst the SINNERS Ranfomn o R The Efficacy of DIVINE GRACE D ISPLAYE D A P E M: CON raining he MARROW of those DOCTRINES which"
0626700700_000008,"A confutation of the charge of deism: wherein the Christian and orthodox sentiments of William Penn are fully demonstrated by extracts from his own writings, which are clear'd from the Perversions and Misconstructions of a Nameless Author, in his late Vindication of the Bishop of Lichfield and Coventry: With A Particular Examination of that Author's Comment on several Texts of Scripture: and an appendix, in which the falshoods of Henry Pickworth's narrative are fix'd upon his own head, from his late pretended Defence of them. By Joseph Besse.",Joseph Besse,112,0,0,6,4,2,4,4,1,0,0,0,0,1,2,2,2,6,1,2,0,2,7,2,1,0,0,1,6,0,0,0,7,4,0,0,0,0,0,1,1,3,4,3,3,0,5,0,1,1,7,3,0,2,0,2,2,0,3,4,1734,1,1,"London : printed and sold by the assigns of J. Sowle, at the Bible in George-Yard, Lombard-Street, 1734.",London,185,male,1683,1757,FALSE,"ga, the Firs n'ild the Lai, God over all, blegi' "" for ever, Amen."" Pa 3 2 In his Quakerifin a New Nick i61^ Name for Old Christianity . He asserts the Principles of himielifnd his Friends as follows. "", God created Man Innocent, in his own Image ""created l"
0052900101_000081,"The works of the Rev. Isaac Watts, D.D. In seven volumes. Vol. I. Containing Sermons,",Isaac Watts,113,0,0,1,0,0,0,2,6,0,2,1,0,0,6,1,0,4,1,1,1,3,10,2,2,0,3,3,2,3,2,0,14,2,2,0,1,1,0,0,0,1,0,1,0,0,1,0,2,1,3,5,1,2,0,2,0,6,1,11,1800,1,7,"Leeds : printed by Edward Baines; for the editor; for Conder, Bucklersbury; Chapman, Fleet-Street; Button, Paternoster-Row; Williams, Stationers'-Court; Ogle, Great-Turn-Stile, and Baynes, Paternoster-Row, London; and for Edward Baines, Leeds, [1800?].",Leeds,690,male,1674,1748,TRUE,"with many defets, and surrounded with a thousand difladvantages and trials: the other, is the same life of holiness and peace, having surmounted every difficulty, hsining and exulting in full joy and. glory . Secodhl, We come to confider , in what refpc& this life may be called a hidden"
1414501800_000069,"A method for prayer, with scripture expressions proper to be us'd under each head. By Matthew Henry, minister of the Gospel in Chester.",Matthew Henry,123,1,1,0,0,0,0,7,0,0,0,0,6,1,2,2,0,3,3,2,0,4,10,2,3,0,4,2,5,7,0,0,8,7,2,1,1,1,1,0,0,5,0,1,3,0,1,0,1,2,3,2,0,8,0,0,0,2,7,2,1761,1,1,"London : Printed for H. Woodfall, J. Buckland, and T. Longman, in Pater-noster-Row; J. Rivington, in St. Paul's Church-Yard; W. Johnston, in Ludgate-street; and T. King, in Moorfields, MDCCLXI. [1761].",London,248,male,1662,1714,FALSE,"in our Hearts , a Sabbath of Rest from Sin , and a Sabbath of Rest in God . Enable us, we pray thee, so to fanatify this Sabbath, as that it may be fanflified to us, and be a Means of our Santification : That by resting today from"
1118400800_000001,"Fifteen discourses upon doctrinal, connected subjects, with practical improvements, viz. On the primitive covenant of work, or law of nature. On the eternal obligation of the law of nature. On the universal condemnation of sinners by the law and covenant of works. On the impossibility of the sinner's justification, by the law, in the sight of God. On the imputation of righteousness without works. On the covenant of grace in general, or divine reconciliation. On the covenant of redemption, or mediation. On the first covenant, or law of Moses. On the second or bette covenant of our Lord Jesus Christ. On faith and its connection with justification and holiness. Objections to the doctrine of justification in the vicarial way answered, and its consistence with the reward of virtue demonstrated. On Christian obedience as a new-covenant condition. On the perseverance of the saints, and final salvation of believers. On the final judgment, and justification and condemnation in that day. Recapitulation and reflections relative to the whole. By John Mellen, A.M. Pastor of the Second Church in Lancaster.",John Gill,96,2,0,0,1,1,0,4,2,1,1,7,0,1,3,0,0,2,4,2,0,2,8,5,2,1,0,2,3,6,1,6,2,1,0,0,0,4,0,0,0,0,1,0,2,2,2,1,1,0,2,0,0,0,0,0,0,0,9,2,1765,1,1,"Boston: N.E. : Printed and sold by Edes and Gill, in Queen-Street, MDCCLXV. [1765].",Boston,568,male,1732,1785,FALSE,"FIFTEEN DISCOURSES Upon doarinal, conneted Subjets, with practical Improvements, viz. On the primitive Covenant On the second or better of Work , or Law of Na Covenant of our Lord ture. Jesus chlifr. On the eternal Obligation On Faith and itsconneaion of the Law of Nature . with Justification and"
0934701800_000027,"The first part of An equal check to Pharisaism and Antinomianism, containing I. An Historical Essay on the danger of parting Faith and Works. II. Salvation by the covenant of grace, A. Discourse preached in the parish church of Madeley, April 18, and May 9, 1773. III. A Scriptural Essay on the astonishing rewardableness of works, according to the covenant of grace. IV. An Essay on Truth, Or, A rational Vindication of the doctrine of salvation by Faith, with a dedicatory Epistle to the Right Hon. the Countess of Huntingdon. By the author of the Checks to Antinomianism.",John William Fletcher,88,2,1,0,3,3,1,1,1,1,0,1,0,0,0,1,0,1,3,0,0,3,6,0,10,0,3,2,1,0,0,2,1,1,1,2,0,0,2,1,0,1,2,2,3,1,3,2,3,0,2,1,1,4,0,0,2,1,4,2,1774,1,1,"Shrewsbury : printed by J. Eddowes: and sold at the Foundery, and by J. Buckland, in Pater-Noster-Row, London; by T. Mills in Bath; and S. Aris in Birmingham, [1774].",Shrewsbury,275,male,1729,1785,FALSE,"to repent, believe , and obey; when we yield to the drawings of his grace , and concur with his spirit in the work of oir lalvation.j f Thru' ( 5s) [Through' that dear Redeemer then, we receive all the favours, which the Fa: her of mercies bellows upon us."
0508201800_000018,"A sermon preached at the opening of the Synod of Merse and Teviotdale, April 18th, 1732. By Hugh Kennedy. M. A. Minister of the Gospel at Cavers. Being an essay to shew the utter vanity and insufficiency of human reason and philosophy, and the absolute Sufficiency of the plain and faithful Preaching of Christ, to recover Men from their great and universal Guilt, Corruption and Misery; and to bring them to complete Holiness and Happiness: In Opposition to Modern Infidels.","Kennedy, Hugh",128,0,1,3,2,0,0,13,1,1,0,1,1,0,2,0,1,3,6,0,0,3,5,5,4,0,7,1,4,2,1,0,2,0,3,4,0,4,1,0,3,2,10,0,0,0,0,3,0,0,0,5,3,6,0,1,4,1,9,0,1732,1,1,"Edinburgh : printed for Arthur Armstrong bookseller in Keslo, and sold at his shop there, M.DCC.XXXII [1732].",Edinburgh,55,male,1698,1764,FALSE,"Ap. plause of Heaven , Well done, good and faithful Serr V ants. 2 Let us preach Christ with holy Sincerity: This is absolutely necessary to save ourselves, and most useful to save others. Tis not enough that the Strain of our Preaching is adapted to the TRUE Iefign of"
0113700304_000045,"Sermons by Samuel Clarke, D. D. Late Rector of St. James's, Westminster. In eleven volumes. Containing Sermons on several Subjects, published from the Author's Manuscript. By John Clarke, D. D. Dean of Sarum. And Eighteen Sermons on several Occasions, published by the Author. Vol. I. With a preface, giving some account of the life, writings, and character, of the author. By Benjamin, now Lord Bishop of Winchester.",Samuel Clarke,96,1,1,0,3,2,2,4,1,12,0,1,0,1,0,2,2,1,1,2,0,2,14,2,0,2,0,1,3,1,1,2,0,0,2,1,1,0,0,2,1,2,2,2,0,1,0,0,5,0,1,0,0,1,0,2,1,3,0,5,1749,4,11,"London : printed for J. and P. Knapton, in Ludgate-Street, MDCCXLIX. [1749].",London,258,male,1675,1729,TRUE,"of the Pa. triarchs and other Ancient Heroes, of whom the World .was rot worthy, separated themselves from the cor. rupt Practises of the idolatrous and unrighteous Nations of the Earth ; and they hall therefore, as our Saviour declares,  come from the East and from the West and"
0196400205_000102,"Practical discourses upon the Communion Service, prescrib'd in the liturgy of the Church of England. Volume V. By Matthew Hole, D. D. Rector of Exeter College in Oxford, and Vicar of Stoke-Gursy in Somersetshire.",Matthew Hole,108,1,1,1,0,1,0,3,0,0,0,0,0,3,2,0,1,2,2,0,0,1,7,1,2,0,1,1,5,2,0,1,2,1,1,0,2,1,0,4,1,2,0,0,2,2,9,13,2,1,15,3,0,1,2,1,0,2,1,2,1717,5,5,"Oxford : printed at the Theater for E. Whistler Bookseller in Oxford; and are to be sold by J. Knapton, J. Tonson, H. Clements, and W. Smith, booksellers in London, 1717.",Oxford,379,male,1639,1730,FALSE,"heartily sorry for them; they are oppofedto the Righteous who are holy in their own Eyes, and think they need no Re. pentance: twas to the former of these that Christ came, to ease them that laboured under the Burden of their Sins , and pot to the latter, who"
