PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(appear),termFreq(appoint),termFreq(better),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(chariti),termFreq(children),termFreq(church),termFreq(citi),termFreq(counti),termFreq(court),termFreq(famili),termFreq(gave),termFreq(gener),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(inhabit),termFreq(justic),termFreq(king),termFreq(labour),termFreq(laid),termFreq(land),termFreq(law),termFreq(littl),termFreq(live),termFreq(mean),termFreq(monei),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parish),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(poor),termFreq(pound),termFreq(power),termFreq(present),termFreq(provid),termFreq(rate),termFreq(reason),termFreq(receiv),termFreq(relief),termFreq(remov),termFreq(rich),termFreq(school),termFreq(set),termFreq(settlement),termFreq(tax),termFreq(think),termFreq(town),termFreq(want),termFreq(wife),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0838400100_000854,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the history and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The sixth edition. The Law-Proceedings being done into English, with Great Additions and Improvements, to this Time. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, Gent.",Giles Jacob,115,0,2,2,0,0,2,2,1,0,1,1,0,4,2,0,1,0,0,1,0,0,3,6,1,0,0,4,3,0,6,1,0,0,13,0,19,1,0,7,9,0,0,0,1,3,0,0,1,9,0,0,1,6,0,0,1,0,1,0,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch and L. Hawes, S. Austin, J. Hodges, A. Millar, C. Corbett, J. and J. Rivington, J. Ward, and W. Johnston, MDCCL. [1750].",London,833,male,1686,1744,FALSE,"he married another Wroman, who had a Term for Years in another Parish , to which Place he removed , and resided there for a Yai; afterwards he returned to the firnt Pa rifl, was rated to the Pooa, lived there two Years, and tlhen he died : In a"
0768800100_000081,"The compleat justice of the peace, and parish officer: shewing the authority and power of a justice of the peace, the original Institution thereof, with the Commission at large, and the Alterations and Amendments that have from time to time been made therein; the manner and order of proceeding in the general quarter-sessions and special sessions. The office and duty of a coroner, churchwardens overseers of the poor, vestry and vestry-clerk, and other ward and parish officers; Appeal to the Sessions, and the Form thereof; also of settlements, informations, indictments in capital and other offences, with an Account of Accessaries before and after the Fact; the laws of highways, landlords and tenants, masters, apprentices and servants, game, and gaming-houses, inns, innkeepers, musick-houses. To whic are added, the most useful precedents of warrants, commitments, &c. With notes and observations according to the statute and common laws of this kingdom, digested under proper Titles in Alphabetical Order, purposely for the use of justices of the peace, mayors, town-clerks, coroners and all officers of parishes; with a Continuation of all the statutes to the end of last sessions of parliament. With a proper table to the whole. By Thomas Pearce, Esq; author of The laws and customs of the Counties of Cornwall and Devon.","Pearce, Thomas           1755           fl. 1755",75,2,2,3,1,0,1,1,2,0,0,0,4,3,0,0,0,2,0,2,2,0,3,6,0,0,1,0,1,0,0,0,3,3,1,3,2,3,0,5,4,4,0,1,1,4,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1756,1,1,"[London] : In the Savoy: printed by Henry Lintot, law-printer to the King's most Excellent Majesty; for W. Owen, at the Homer's Head, near Temple-Bar, M DCC LVI [1756].",London,527,unknown,,,FALSE,"how to be Eater week, yearly, two tradesmen chosen. 1- are to be elected scavengers in each parish by the constables, churchwardens, overseers of the poor , surveyors of the highways, and other inhabitants , who mutt take upon them the office in seven days after election and notice, or"
0894100100_000083,"Parish law: or, a guide to justices of the peace, ministers, church-wardens, Overseers of the Poor, Constables, Surveyors of the Highways, Vestry-Clerks, and all Others concern'd in Patish Business: compiled from the common, statute, and other authentick books; as also from some adjudged Cases never before published: Together With correct Forms of Warrants, Commitments, Indictments, Presentments, Convictions, &c. To which is added A Choice Collection of Precedents for Justices of the Peace, communicated by an able Hand. With a New and Correct Table. By Joseph Shaw, Esq;","Shaw, Joseph",95,2,1,0,0,0,3,1,2,0,0,3,0,5,1,0,0,2,0,6,1,0,0,4,0,0,0,1,3,0,3,1,2,2,10,0,7,2,0,4,10,1,0,0,0,2,4,0,1,6,0,0,0,1,1,2,1,0,0,0,1743,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) for F. Cogan at the Middle Temple Gate Fleet-Street,, and J. Nourse at the Lamb without Temple-Bar, MDCCXLIII. [1743].",London,391,male,1671,1733,FALSE,"of Ten Pounds by Direfs aid pqgmfitted. Sale of the Goods of the aids. M. for the Use of the Poor f fbe pari/h, c. and hereof fail not. Given under our Handi and Seals, cc, A P. XXV .i., Appeals. I. A p1? EA LS may be brought tb"
0217301000_000032,"The complete constable. Directing constables, headboroughs, tithingmen, church-wardens, overseers of the poor, ... in the duty of their offices, ... Wherein the constable's duty, relating to ... rogues, vagabonds, ... is fully set forth. ...","Gardiner, Robert",90,0,1,0,0,0,6,0,2,0,3,1,0,2,0,1,0,0,0,2,1,5,3,1,1,0,0,0,0,0,2,0,0,3,1,0,13,0,0,9,4,1,0,0,0,2,0,2,0,1,0,0,3,7,3,0,2,1,2,5,1724,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for T. Norris, and Thomas Butler, 1724.",London,179,male,1705,1728,FALSE,"to dwell dwel in ae in any Tenement, under Ten Pounds a Tenement Year, and refuse to give Security to dif under lo. charge the Parish ; any two Jufficcs (one per Ann. to be of the Quorunm) on Complaint of the churchwardens or Overfecrs within Forty Days, may send"
0407100200_000449,"The justice of the peace, and parish officer. By Richard Burn, ...",Richard Burn,105,1,0,0,1,0,0,0,6,0,0,2,0,3,5,2,0,0,0,0,1,2,4,1,0,0,0,1,1,0,3,0,0,8,4,4,8,0,0,6,3,0,2,0,0,8,0,1,0,4,0,0,1,15,5,0,3,0,0,0,1756,1,1,"[London] : In the Savoy: printed by Henry Lintot; for A. Millar, 1756.",London,793,male,1709,1785,FALSE,"in his hands , and the tenant paid the rate . By the court ; The tenant doth not gain a settlement , unless he be both rated and pay. Sole 128 Sec.. 2 122 And this kind of practice may be sometimes, on purpose to avoid a settlement ."
0527800500_000006,"Laws relating to the poor, from the forty-third of Queen Elizabeth to the third of King George II. With cases adjudged in the Court of King's Bench, upon the several Clauses of them. In a Method entirely New. By Robert Foley, Esq; Barrister at Law.",,115,1,0,0,18,0,1,1,1,0,3,0,0,1,3,0,0,0,0,1,1,1,3,7,0,0,1,1,1,1,1,2,6,0,8,0,9,5,0,3,15,0,0,0,0,4,0,0,4,0,0,0,2,0,0,2,3,0,1,4,1739,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for T. Woodward, at the Half-Moon between the Temple Gates in Fleet-Street, MDCCXXXIX. [1739].",London,334,unknown,,,FALSE,"in Easter Week,  oi within one Month after Easter,  under the Hand and Seal of two or  more Jufices of the Peace in the  same County , whereof one to be of the Zorum, dwelling in or  near the same Parish , or Division "
0310400104_000358,"The works of Henry Fielding, Esq; with the life of the author. In four volumes. ...",Henry Fielding,116,1,2,1,0,0,2,3,5,0,3,1,0,0,0,0,0,1,0,4,0,1,1,9,2,2,0,1,6,0,0,1,4,2,7,0,8,2,0,8,10,0,3,0,3,1,2,7,10,0,0,0,0,0,0,1,0,0,2,0,1762,4,4,"London : printed for A. Millar, opposite Catharine-Street, in the Strand, M.DCC.LXII. [1762].",London,591,male,1707,1754,TRUE,"and  parishes , where the inhabitants are very numerous, by reaobn of the unlimited power of the churchwardens and ovwreers of the poor , who do frequently upon frivolous pre 8 & 9 W. Ill. C XXX [r) Z anna, C VII r[] georgel. cig] Efaty ou tmlc, C"
0817000502_000175,"The practical justice of peace: or, a treatise shewing the present power and authority of that officer, ... Compiled from the common and statute law, ... By Joseph Shaw, ... The fifth edition, corrected and very much enlarged by many new cases ... In two volumes. ...","Shaw, Joseph",82,3,8,0,3,0,0,2,3,0,0,0,1,3,0,1,0,0,0,1,1,2,0,7,1,1,0,2,0,0,0,0,3,4,2,2,4,0,0,6,2,1,1,0,1,4,0,3,0,1,0,0,1,3,0,1,0,0,0,4,1751,2,2,"[London] : In the Savoy: printed by Henry Lintot; for Thomas Osborne, and Edward Wicksteed, 1751.",London,631,male,1671,1733,FALSE,"Scotland, if he shall be found wandering, c. in Enland, he hall be punished as an incorrigible Rogue. A Clause is omitted in this At which was in the former, to punish Masters of Ships who import Rogues from abroad. Matter of any Vessel bound for Irband, the fle of"
0527800500_000027,"Laws relating to the poor, from the forty-third of Queen Elizabeth to the third of King George II. With cases adjudged in the Court of King's Bench, upon the several Clauses of them. In a Method entirely New. By Robert Foley, Esq; Barrister at Law.",,116,0,2,0,0,0,2,0,3,0,0,1,7,5,1,0,0,1,0,2,2,0,1,8,0,0,0,0,1,0,0,2,0,0,2,0,7,6,0,17,5,1,2,0,3,2,2,6,3,8,0,0,0,0,0,3,10,1,0,0,1739,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for T. Woodward, at the Half-Moon between the Temple Gates in Fleet-Street, MDCCXXXIX. [1739].",London,334,unknown,,,FALSE,"Provided always, and  be it enacted, That if any Person or Persons shall find him, her or  themselves aggrieved by any Determination which any Justice or Justices of the Peace shall make in any of the Cafes aforesaid, the  said Person or Persons Shall have  Liberty"
0527800300_000058,"Laws relating to the poor, from the forty-third of Queen Elizabeth to the third of King George II. With cases adjudged in the court of King's Bench, upon the several Clauses of them. In a Method entirely New. By Robert Foley Esq; Barrister at Law.",,111,0,1,1,1,0,1,0,2,0,1,1,0,5,0,2,0,3,0,2,0,0,4,3,0,0,0,3,0,0,1,0,2,0,15,0,4,1,0,4,16,0,1,0,0,14,1,0,5,2,2,0,1,0,11,0,1,0,0,0,1751,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for J. Worrall, at the Dove in Bell-Yard, near Lincoln's Inn, MDCCLI [1751].",London,376,unknown,,,FALSE,"a County to ab as in the County at large, and also at their Dwel ling houfe though' out of the County ; but not to hold their General Ztoarter scgions, or otherwise intermeddle in a County within a County . 246, 247 Overseer dying, removing or becoming insolvent, two"
1094200500_000191,"The office and authority of a Justice of Peace: collected out of all the books, whether of common or statute-law, hitherto written on that subject. Shewing also the Duty of Constables, Commissioners of Sewers, Coroners, Overseers of the Poor, Surveyors of the Highways, Church-Wardens, and other Parish-Officers: Digested under alphabetical titles. To which are added, Precedents of Indictments and Warrants: Never before Printed. Very useful for Justices of the Peace, Coroners, Sheriffs, Clerks of the Assises, and of the Peace, and all others concern'd in such Matters. The fourth edition, corrected, amended, and continued. By W. Nelson, of the Middle-Temple, Esq;",William Nelson,83,1,1,0,0,0,1,2,1,0,1,1,0,5,1,2,1,0,0,0,2,2,1,5,0,0,0,0,3,0,1,0,0,3,5,2,7,1,1,5,6,0,0,0,2,0,1,2,0,9,0,0,1,4,2,0,1,0,0,0,1711,1,1,"[London] : In the Savoy: printed by John Nutt, assignee of Edw. Sayer Esq; for Charles Harper, at the Flower-de-Luce, over-against St. Dunstan's Church in Fleetstreet, 1711.",London,632,male,1652,,FALSE,"last At. () If on his own Account he execute any public btat yearly Office or Charge for a Year. Italtmate -1 If he pay any Share of Taxes or Levies of the Pa a settle. riih. menr But it muff not be Taxes to the Queen, for ntlrbout there"
0172301400_000048,"The compleat parish-officer; containing I. The authority and proceedings of high constables, ... II. Of churchwardens, ... III. Of overseers of the poor, ... IV. Of surveyors of the highways, ... Together with the statutes relating to Hackney coaches and chairs, &c. The seventh edition corrected, with very large additions. To which is added the office of constables, written by Sir Francis Bacon, ...",Giles Jacob,110,1,5,0,0,2,0,2,1,0,3,3,5,1,3,0,0,0,0,0,0,7,1,2,0,2,0,1,0,0,0,0,1,0,1,3,6,2,1,6,18,0,3,0,5,0,0,1,1,2,0,0,3,0,1,2,0,0,0,15,1734,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edw. Sayer, Esq;) for Bernard Lintot, and S. Birt, 1734.",London,240,male,1686,1744,FALSE,"hired by the Ibid A. R. and CD ce. find, provide and allcw, or cause to be found, provided and allowed unto and for T. W. R. T. L 7 e, poor Persons of the Parish of, c r. afoirelfid, : - fificicnt sufficient Lodging, Meat, Drink, and all ol'her"
0411500200_000348,"The justice of peace: a treatise containing the power and duty of that magistrate, ... Together with a table ... By Theodore Barlow, ... To which is added an appendix, ...","Barlow, Theodore           1749",96,0,4,2,8,0,3,0,2,0,0,1,1,1,5,1,0,0,0,0,2,0,2,10,4,0,2,0,0,0,1,0,2,0,2,1,3,1,0,5,10,0,0,0,0,3,4,2,1,8,0,0,2,1,0,1,1,0,0,0,1745,1,1,"[London] : In the Savoy: printed by Henry Lintot (assignee of Edward Sayer, Esq;) for John and Paul Knapton, and John Nourse, 1745.",London,745,unknown,,,FALSE,"and Inhabitancy . 77 By the filne Adt, after the twenty-fifth of March 1723 being rated to What Rates do not gain the Scavenger, or Repair ol Highways, and paying the lame, docs not gain a settlceent. Sjttlement there. Next follows a Clause, that the Justices il the Liberty of"
0394400108_000188,"The works of Henry Fielding, Esq; with the life of the author. In eight volumes. ...",Henry Fielding,94,0,2,0,0,0,1,0,2,0,0,0,2,1,1,2,0,1,0,1,0,0,2,4,2,0,0,0,7,0,2,0,0,3,1,1,11,1,0,8,10,0,0,1,1,0,4,1,1,9,0,0,0,6,1,0,3,0,1,1,1762,8,8,"London : printed for A. Millar, in the Strand, M.DCC.LXII. [1762].",London,636,male,1707,1754,TRUE,"feal of the city or town corporate, or of the constable or other headofficer, and two other honest houlholders of the city , town , or parish , where he last served, declaring his lawful departure, and the name of the shire and place where he served last. This certificate"
0174500202_000013,"The practical justice of peace, and parish and ward-officer: or, a treatise shewing the present power and authority of these officers, .... By Joseph Shaw, ... The sixth edition, corrected and very much enlarged ... In two volumes. ...","Shaw, Joseph",88,5,1,2,1,0,0,0,1,0,2,2,0,1,0,0,0,0,0,2,3,1,4,5,0,0,4,0,2,0,0,0,2,2,3,1,3,2,0,6,13,0,0,1,0,1,0,5,3,5,0,0,0,1,0,0,1,1,0,2,1756,2,2,"[London] : In the Savoy: printed by Henry Lintot; for James Hodges, and Edward Wicksteed, 1756.",London,640,male,1671,1733,FALSE,"appoint two of the Inhabitants , not said fubltantial Inhabitants , as the Statute directs, and quafcd per Car.' The Kirg and The Inhabitants cf cbil/arti. i Ohars The Defendapts were indicted at the Sessions, for that they won't accouit being Overseers, c. and having taken upon them the Office"
1203000109_000376,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,124,1,5,1,0,0,3,2,2,0,1,0,2,6,0,0,0,0,0,3,0,6,0,6,0,1,0,0,0,0,2,1,1,1,5,5,9,4,0,22,14,0,0,0,3,0,1,1,1,6,0,0,0,7,0,2,0,0,0,0,1786,9,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,723,male,1723,1769,FALSE,"shall direl to be paid to such poor Person to whom such Relief was ordered , shall be paid to him or her accordingly, and the Remainder applied in such Manner as the other Penalties are hereby directed to be disposed of. XXXVIII And be it further enacted, That if"
0233000600_000052,"Legal provisions for the poor: or, a treatise of the common and statute laws concerning the poor, either as to relief, settlement, or punishment. Being a methodical guide for justices of peace, church-wardens, and overseers. Wherein are explain'd, All the Statutes relating to that Subject; with the Ancient and Modern Law-Cases and Resolutions of the Judges: And also many Precedents proper for such a Treatise. By S. C. of the Inner-Temple, Esq;","S. C. (Samuel Carter), of the Inner-Temple, Esquire",96,3,1,0,5,0,1,2,0,0,0,0,5,1,1,0,0,0,0,1,3,3,2,11,1,1,3,1,0,0,0,0,0,3,1,1,2,9,0,6,6,0,2,2,4,3,0,0,0,1,0,0,1,1,0,1,0,1,0,7,1715,1,1,"[London] : In the Savoy: printed by John Nutt, assignee of Edward Sayer Esq; for John Walthoe in the Temple-Cloysters; and at his shop in Stafford, 1715.",London,434,unknown,,,FALSE,"Jutices of the Peace ; wheeof one of the qoorm, may by Warrant remove fueh Persons to such Parili where they were lafr fettled, either as a Native, houfol.der, Sojourner, Apprentice, or Servant, for the Space of Forty Days, unless they give Security to discharge the Parish , to be"
