PassageID,Title,Author,Total termFreq,termFreq(agreeabl),termFreq(answer),termFreq(attent),termFreq(ball),termFreq(believ),termFreq(better),termFreq(brother),termFreq(certainli),termFreq(convers),termFreq(cri),termFreq(dai),termFreq(danc),termFreq(daughter),termFreq(even),termFreq(famili),termFreq(feel),termFreq(felt),termFreq(friend),termFreq(girl),termFreq(happi),termFreq(have),termFreq(hear),termFreq(heard),termFreq(herself),termFreq(hope),termFreq(hous),termFreq(ill),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(littl),termFreq(long),termFreq(love),termFreq(manner),termFreq(mean),termFreq(miss),termFreq(mother),termFreq(parti),termFreq(pleasur),termFreq(pride),termFreq(quit),termFreq(realli),termFreq(repli),termFreq(room),termFreq(saw),termFreq(sir),termFreq(sister),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(time),termFreq(wish),termFreq(woman),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0335900902_000031,Honoria Somerville: a novel. In four volumes. ...,"Purbeck, Jane",75,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,4,1,1,10,2,2,2,3,2,2,1,4,1,0,3,1,0,3,6,1,2,0,0,0,1,1,2,0,5,0,1,1,0,0,2,1,0,1,1,1789,2,4,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, M,DCC,LXXXIX. [1789].",London,236,female,,,FALSE,"endeared them to each other. Sir Edward had been dead nine years, yet his Lady with unusual constancy still lamented him, and could not mention his name without unaffected tears. Thus situated, every one of this party enjoyed in a degree what they most VOL. II L willed wiihed for."
0148902402_000003,"More ghosts! In three volumes. By the wife of an officer, author of The Irish heiress. ...","Patrick, F. C.",86,0,0,1,0,1,0,2,1,0,0,3,0,3,1,1,1,0,1,2,0,6,1,0,0,2,3,1,1,8,0,1,0,9,0,2,7,1,1,1,0,4,0,0,1,0,8,1,0,1,1,0,2,0,0,0,7,1798,2,3,"London : printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1798.",London,241,unknown,,,FALSE,"eager to go down; her jointure was finall in comparison with her wants; the house in town was Sir Charles's, unless he should otherways dispose of it. Young men often die without wills, and then what becomes of their poor disconsolate mothers It was hard to trust in daughters ,"
0653501105_000037,"Ethelinde, or the recluse of the lake. By Charlotte Smith. In five volumes. ...",Charlotte Turner Smith,66,1,0,0,0,2,1,1,1,1,0,2,0,3,0,1,1,1,0,2,0,5,1,1,3,1,2,2,2,8,0,2,1,0,0,0,0,1,1,0,0,1,3,1,1,1,0,0,0,1,6,2,1,0,0,1,1,1789,5,5,"London : printed for T. Cadell, 1789.",London,340,female,1749,1806,TRUE,"make the figure he did today?"" ?"" ""I believe so,"" replied Lord Hawk hurst; "" and why should he not? he has a very great fortune."" ""So I always understood, but I had no idea how great a fortune. I figured to myself too that he was an old man;"
0629100402_000017,"Evelina, or, the history of a young lady's entrance into the world.",Frances Burney,72,0,0,0,1,1,1,4,0,1,3,2,1,1,1,1,0,0,0,0,0,8,1,0,1,1,1,3,6,1,0,0,2,0,0,0,10,1,0,0,0,3,0,1,2,0,1,2,0,2,1,3,1,1,0,0,3,1783,2,3,"London : printed for T. and W. Lowndes, No 77, in Fleet-Street, M.DCC.LXXXIII. [1783].",London,264,female,1752,1840,TRUE,"iay of Madame Duval, I have already written to your sweet mother ; and as to adventures, I have none to record. Situated as 1 now am, I heartily hope I stall not meet with any; my wilh is to remain quiet and unnoticed. Adieu! excuse the gravity of this"
0352200700_000020,"Orwell Manor. A novel, by Mary Elizabeth Parker.",Mary Elizabeth Parker,54,0,1,1,0,1,0,0,1,0,0,2,1,3,1,0,0,1,0,0,1,4,2,1,1,2,2,0,1,1,2,1,0,1,1,1,3,3,1,0,0,0,0,2,3,1,1,1,0,0,1,1,3,0,0,0,1,1795,1,1,"Dublin : printed for P. Wogan, P. Byrne, W. Jones, and J. Rice, 1795.",Dublin,349,female,,,FALSE,"thefaiy he beant over rich."" These conjectures being unknown to Mrs. Byron, Ihe acknowledged, with great attention , all the bows and curtefies till they were cut of sight. The journey was delightful, and they arrived by dinner time , next day , at Blth; after which a secret plan"
1217800102_000030,"The children of the abbey, a tale. In four volumes. By Regina Maria Roche. ...",Regina Maria Roche,86,0,1,2,0,0,0,0,0,1,4,1,1,0,3,0,1,1,0,2,1,6,0,0,2,1,0,1,0,14,0,1,2,0,1,0,7,0,3,2,0,1,2,0,1,1,15,0,1,2,0,1,1,2,0,0,1,1798,2,4,"London : printed for William Lane, at the Minerva-Press, Leadenhall-Street, M.DCC.XCVIII. [1798].",London,349,female,1764,1845,FALSE,"her ladyship, was continually leaning across Amanda, so as to exclude her almost from observation, thus rendering her Situation, exclusive of the regret at being separated from Lord Mortimer and Lady Araminnta, highly dia gr eeable. The Marchidnefs enjoyed a malicious joy in the uneasiness fne saw ihe gave Amanda;"
0720200106_000031,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In six volumes. To the Last of which is added, An Historical and Characteristical Index. As also, A Brief History, authenticated by Original Letters, of the Treatment which the Editor has met with from certain Booksellers and Printers in Dublin. Including Observations on Mr. Faulkner's Defence of Himself, published in his Irish News-Paper of Nov. 3. 1753. Vol. I.",Samuel Richardson,86,0,1,1,0,0,0,1,0,3,0,1,0,2,0,2,0,0,2,5,2,16,1,0,2,4,2,0,3,11,0,0,0,6,0,1,0,1,0,1,0,0,0,0,0,0,3,1,1,1,3,3,2,2,1,0,1,1753,6,6,"London : printed for S. Richardson; and sold by C. Hitch and L. Hawes, in Pater-Noster Row; by J. and J. Rivington, in St. Paul's Church-Yard; by Andrew Millar, in the Strand; by R. and J. Dodsley, in Pall-Mall; and by J. Leake, at Bath; And By R. Main, in Dublin, [1753]- M.DCC.LIV. [1754].",London,438,male,1689,1761,TRUE,"protetion? What, madam, my guardian's house still?? hope a few weeks absence, by help of a discretion of which you have , in the present conversation , given shining proofs, will answer all we wish ; since you never, my dear, could have thought but of admiring, and that at"
0391700203_000022,"Dramatic pieces calculated to exemplify the mode of conduct which will render young ladies both amiable and happy, when their school education is completed. ... . Containing the Good Mother-In-Law, and the Good Daughter-In-Law.",P. I.,77,1,0,1,0,0,4,0,1,2,0,0,1,2,1,0,1,0,1,2,2,12,3,0,2,0,0,0,1,6,0,0,1,0,0,2,13,1,0,1,0,1,0,0,1,1,1,0,1,2,3,1,0,0,1,1,3,1785,3,3,"London : printed and sold by John Marshall and Co. Number 4, Aldermary Church-Yard, in Bow-Lane, [1785?].",London,175,unknown,,,FALSE,"yonder, Teresa, you, who are so very attentive to your old adviser, do not go and give her an account of everything that is pall. mis SELWYN. If any pleasant circumffance occurred, I Should certainly put myself very forward to relateit; but in the present cafe, silence is bell. To"
0653501102_000035,"Ethelinde, or the recluse of the lake. By Charlotte Smith. In five volumes. ...",Charlotte Turner Smith,80,0,1,1,0,0,0,1,1,0,3,1,0,2,0,1,1,0,0,0,4,8,1,1,3,0,2,0,2,7,0,2,1,2,0,4,1,0,3,0,0,1,1,0,2,1,13,0,4,0,0,0,1,1,1,1,1,1789,2,5,"London : printed for T. Cadell, 1789.",London,294,female,1749,1806,TRUE,"happiness of happiness yet dearer to him, that of his daughter . Every circumnftance therefore concurred; his jur apprehensions for his own honour, for the honour of his children, his indignation at Davenant's losses, and his concern for Colonel Chefterville, to determine Sir Edward against suffering the continuance of this"
1711101702_000002,Honoria Sommerville: a novel. In two volumes.,,73,0,0,4,1,1,1,1,0,3,0,2,3,0,4,0,0,1,3,0,1,1,1,0,0,1,0,1,2,7,1,2,1,2,2,1,5,1,3,2,0,0,1,3,2,0,6,0,0,0,0,1,1,0,1,0,0,1789,2,2,"Dublin : printed for Messrs. P. Byrne, P. Wogan, J. Moore, and J. Halpen, M,DCC,LXXXIX. [1789].",Dublin,285,unknown,,,FALSE,"evidently jealous of her attentions to Honoria, butr it was not in her power to lessen them; the amiable qualities lady Clarendon loved in her, the raw with pain were not pofi·ft by loau~ia but instead of noticing the latter's rude and;; natured manner , thle firove by every gentle"
0032900401_000027,"The rival mother: or, the history of the Countess De Salens, and her two daughters. In two volumes. ...",,65,1,4,1,1,0,0,0,0,2,0,1,1,2,0,0,0,0,0,1,1,7,0,1,1,0,1,1,2,0,1,1,1,5,1,0,1,5,0,0,0,1,1,0,2,1,0,1,1,2,0,6,2,4,0,0,1,1755,1,2,"London : printed for F. Noble, at his Circulating Library in King-Street, Covent-Garden ; and J. Noble, at his Circulating Library in St. Martin's-Court, near Leicester-Square, MDCCLV. [1755].",London,286,unknown,,,FALSE,"have dragged only one or two Slaves after my triumphal Car. My Design, however, was not to engage my Heart to any one, but to inspire others with a Love for me: And nothing gave me so high a Satisfaction, as to see the Preference shown me above others of"
0629401201_000012,"The exemplary mother: or, letters between Mrs. Villars and her family. Published by a lady, from the originals in her possession. In two volumes. ...",Maria Susanna Cooper,77,2,1,1,1,2,1,0,1,1,3,2,0,0,1,0,0,1,1,1,0,9,2,0,1,0,0,1,1,4,2,0,2,1,0,0,9,7,1,1,0,0,0,1,1,0,2,0,2,1,3,3,2,2,0,0,0,1769,1,2,"London : printed for T. Becket and P.A. De Hondt, 1769.",London,244,female,1737,1807,FALSE,"ever d viate from the path of duty, I should be inexcusable. I write without reserve, and indeed I never harboured a thought I wish to conceal from you: no, my dear parent, you hall ever be the repository of my thoughts , and the guide of my a.ions. I"
0013000103_000032,Memoirs of modern philosophers. In three volumes. ...,Elizabeth Hamilton,65,0,0,1,0,1,1,0,0,1,2,0,0,2,2,0,1,0,2,2,3,12,1,1,1,2,0,0,1,1,0,3,0,0,2,0,2,0,0,0,1,0,3,3,0,1,3,0,2,1,2,0,0,0,2,2,1,1800,3,3,"Bath : printed by R. Cruttwell, for G. G. and J. Robinson, Pater-Noster-Row, London, 1800.",Bath,367,female,1758,1816,FALSE,"of a whole season. But as to making up one's mind upon the business, that can be done in half an hour as well as in half a century.' ""You astonish me!"" cried Dr. Orwell. "" I have indeed heard of young women's going out to India with a view,"
0019000102_000015,"The asiatic princess. Dedicated, by permission, to Her Royal Highness Princess Charlotte of Wales. By Mrs. Pilkington.",Mary Pilkington,88,0,0,0,0,4,0,0,0,1,1,0,0,3,1,0,0,0,3,10,0,8,1,3,0,0,1,0,3,1,1,0,0,1,0,0,4,4,0,2,1,2,0,9,5,3,5,0,0,2,1,1,1,2,0,2,2,1800,2,2,"London : printed for Vernor and Hood, in the Poultry ; and E. Newbery, Corner of St. Paul's Church-Yard ; by J. Cundee, Ivy-Lane, 1800.",London,149,female,1766,1839,TRUE,"said the artful girl , (delighted at the question,) I believe she is this moment gone into her apartment, for I heard the door close as I came out of the hall, and no one else would attempt to enter it. ""As Christina was anxious to ask the Baroness some"
0496800701_000039,Anna; or memoirs of a Welch heiress. Interspersed with anecdotes of a nabob. In four volumes. ...,Anna Maria Bennett,69,0,0,1,0,1,1,4,2,1,0,0,0,3,0,6,1,1,1,1,0,3,0,0,2,1,0,0,2,12,0,0,0,5,0,1,4,0,0,0,2,1,1,0,0,1,2,0,1,0,0,1,1,0,2,2,2,1785,1,4,"London : printed for William Lane, 1785.",London,253,female,1760,1808,FALSE,"not sleepy, I will give you some "" anecdotes of this family , which will account for the superiority of their ap"" "" over my mama."" This was very good, Anna told her, and lhe would venture to promise attention , if her obliging communication lasted the night; it was,"
0073200103_000062,"The history of Sir Charles Grandison; in a series of letters. By Mr. Samuel Richardson, author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,72,1,2,2,0,0,1,6,1,1,0,3,0,0,3,2,0,0,1,0,1,7,1,1,1,0,0,1,2,4,5,0,0,3,3,0,0,3,0,1,0,0,0,1,2,0,0,2,1,0,0,1,0,2,4,0,3,1781,3,7,"London : printed for W. Strahan, J. Rivington and Sons, T. Caslon, S. Crowder, T. Longman, B. Law, T. Cadell, G. Robinson, T. Lowndes, W. Domville, J. Bew, W. Goldsmith, S. Bladon, T. Evans, W. Fox, J. Johnson, and M. Davenhill, 1781.",London,376,male,1689,1761,TRUE,"certainly in love , Would you have me hate myself?? -- Mother talked to her of the pafiion in favourable terms, and as laudable; She heard her with attention ,, but made no answer . The evening bkfore the day I was to set out for' Germany, the family made"
1577700100_000056,"The history of the Marquis de Roselle, in a series of letters. By Madam Elie de Beaumont. Translated from the French. In two volumes.","Elie de Beaumont, Mme. (Anne-Louise Morin-Dumesnil)",68,3,0,1,0,1,2,2,0,3,0,1,0,1,0,2,0,0,1,0,0,11,0,0,3,0,0,0,4,2,0,1,0,1,3,0,2,1,0,2,1,0,0,3,0,0,1,2,4,1,0,0,4,1,3,0,1,1765,1,1,"Dublin : printed for J. Hoey, sen. P. Wilson, J. Exshaw, S. Cotter, E. Watts, W. Sleater, J. Potts, J. Hoey, jun. J. Williams. and J. Sheppard, M,DCC,LXV. [1765].",Dublin,322,male,1729,1783,FALSE,"he were .to abandon his business and his conneaions, anrd and to wrap himself up in the sciences. The discharge of our necessary duties is always to be presupposed; but when this is done, a woman may be allowed to retire and cultivate her mind by re flcdtion and. reading;"
0363400101_000024,"Caroline; or, the diversities of fortune : a novel. In two volumes. ...","Hughes, Anne",77,3,4,0,0,0,0,2,0,1,2,1,0,2,0,0,0,0,2,1,2,6,0,0,2,0,2,0,3,3,1,4,0,3,1,0,9,0,0,1,0,0,0,5,2,1,0,0,1,0,3,4,2,1,1,0,2,1787,1,2,"Dublin : printed by M. Graisberry, for Messrs. Gilbert, White, Byrne and H. Whitestone, 1787.",Dublin,285,female,,,FALSE,"calaih and followed him. She had not proceeded more thana quarter of a'mile before (he saw him. The morning was delightfully pleasant, it was just cool enough to render the fun agreeable : the verdure was, from some late rains, lively as that of spring, and the tfately oaks, with"
0024200201_000017,"The history of Joshua Trueman, Esq; and Miss Peggy Williams. In two volumes. ...",,77,2,3,0,0,1,1,0,0,0,0,1,0,2,1,0,0,2,6,3,1,4,0,0,1,3,1,1,5,4,2,1,1,1,0,0,8,0,0,2,0,0,0,1,0,0,1,0,1,1,0,3,3,2,2,1,5,1754,1,2,"London : printed for D. Williams and T. Durham, at Plato's head in the Strand, MDCCLIV. [1754].",London,287,unknown,,,FALSE,"would be received with gratitude and joy. As fie had made some appointment, that hindered her going out that day , and was loth to defer letting the dif1 trelted girl know what the thought such good news till the next, she commifiioned her father's new clerk to deliver the"
0012800702_000092,"Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel, to her parents. Now first Published In order to cultivate the Principles of Virtue and Religion in the Minds of the Youth of Both Sexes. A Narrative which has its Foundation in Truth and Nature; and at the same time that it agreeably entertains, by a Variety of curious and affecting Incidents, is intitely divested of all those Images, which, in too many Pieces calculated for Amusement only, tend to inflame the Minds they should instruct. In two volumes. The third edition. To which are prefixed, extracts from several curious letters written to the editor on the subject. ...",Samuel Richardson,77,0,1,0,0,2,1,3,1,0,0,2,9,2,1,2,0,0,0,0,0,8,1,0,0,0,1,0,3,8,1,2,1,2,0,0,3,1,0,0,1,0,1,1,2,0,3,1,1,0,2,2,1,0,4,2,1,1741,2,2,"London : printed for C. Rivington, in St. Paul's Church-Yard; and J. Osborn, in Pater-Noster Row, MDCCXLI. [1741].",London,398,male,1689,1761,TRUE,"tell her, the would certainly beat her Husband, marry whom she would, if he did not beat her firfr, and break her Spirit. Yet has the, continued he, very good Qualities. She was a dutifui Daughter , is a good Wife; fly is boun N 3 tiful tiful to her"
0129101400_000011,"A journey to London. Being part of a comedy written by the late Sir John Vanbrugh, Knt. and printed after his own copy: which (since his decease) has been made an intire play, by Mr. Cibber. And call'd, The provok'd husband, &c.",John Vanbrugh,84,0,0,0,0,3,1,1,0,0,0,0,1,2,2,0,0,0,0,0,1,8,2,0,0,2,4,0,1,4,2,2,1,5,0,0,17,5,0,0,0,1,1,0,1,1,2,1,1,1,3,1,2,0,2,1,2,1728,1,1,"London : printed for John Watts, at the Printing Office in Wild-Court, near Lincoln's-Inn-Fields, [1728].",London,52,male,1664,1726,TRUE,"the next Night after, we -- La. Head. Softly, Miss ... Do you go to the Play tonight, Colonel? Col. I did not design it, Madam; but now I find there is to be such good: Company, I'll do myself the Honour (if you'll give me leave Ladies ) to"
1626600102_000028,"Emmeline, the orphan of the castle. By Charlotte Smith. In four volumes.",Charlotte Turner Smith,64,0,2,0,0,0,0,0,0,0,1,1,0,4,0,2,1,1,0,1,0,5,0,2,1,2,2,0,0,9,1,3,1,1,0,0,3,2,0,1,1,0,0,0,0,1,1,1,2,1,2,2,1,0,3,0,3,1788,2,4,"London : printed for T. Cadell, in the Strand, M DCC LXXXVIII. [1788].",London,270,female,1749,1806,TRUE,"that had happened, written with such clearness and simplicity as immediately impressed it's truth; and it is difficult to say whether Lord Moncreville's pleasure at finding his son still unmarried, or his admiration at the greatrnefs of his niece's mind, were the predominant emotion. When the former sentiment a little"
0380400204_000050,"Female stability: or, the history of Miss Belville. In a series of letters by the late Miss Palmer. ...","Palmer, Miss",95,0,5,0,0,0,0,0,0,3,0,4,0,0,4,0,2,0,1,4,3,6,0,0,1,2,1,1,3,3,4,0,0,3,2,0,4,0,0,2,0,2,0,2,1,1,12,2,1,0,4,0,6,0,0,6,0,1780,4,5,"London : printed for F. Newbery, the Corner of St. Paul's Church-Yard, M.DCC.LXXX. [1780].",London,273,female,,,FALSE,"it was not very gracious, however, in you to tell me so."" I saw by the turn of his countenance he was inclined to proceed, and therefore interrupted him, by introducing Sir Edward to Miss Betty as my most particular friend . She received him as such, and treated him"
0699400401_000034,"The history of Miss Clarinda Cathcart, and Miss Fanny Renton. In two volumes. ...","Marshall, Jane",89,1,0,0,4,1,0,2,0,1,0,1,3,0,1,1,0,0,1,1,2,8,1,0,1,6,0,0,2,5,0,1,0,2,0,1,8,1,0,1,0,1,2,0,0,1,12,0,0,0,7,1,5,0,1,2,1,1767,1,2,"London : printed for Francis Noble, at his Circulating Library, opposite Gray's-Inn Gate, Holborn; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVII. [1767].",London,259,female,,,FALSE,"for a woman to be intoxicated with love , without being courted, as to be intoxicated with liquor! God forbid! If you think it is, send an express immediately on the receipt of this, and then off I fly, with my little symptom of curiosity. Enter Sir William Renton's servant."
1459000901_000008,"The orphan, a novel. In two volumes.","Elliott, Miss, novelist",72,2,0,0,0,4,1,0,1,2,1,1,0,0,2,0,1,2,3,1,2,10,0,1,1,3,0,0,2,3,1,0,1,3,1,0,0,1,0,0,0,1,1,0,0,0,3,2,0,0,4,1,2,5,0,0,3,1783,1,2,"London : printed for T. Hookham, at his circulating library, New Bond-street, corner of Bruton-street, M.DCC.LXXXIII. [1783].",London,238,female,,,FALSE,"whose fate I have so long deplored; and we now conceived hopes that farther intelligence might yet be obtained. This ( 67) This delightful profpe&t gave me new life; we now looked upon it as a certainty, and firmly believed I should soon have the consolation to be acknowledged by"
1076600501_000056,The vicar of Wakefield: a tale. Supposed to be written by himself.,Oliver Goldsmith,68,0,0,0,0,0,0,1,1,0,5,1,1,1,0,2,0,1,2,0,6,6,2,0,0,3,0,2,3,1,5,2,1,0,0,0,0,1,0,3,0,0,1,1,0,1,2,3,0,5,0,0,1,0,2,2,0,1766,1,2,"Dublin : printed for W. and W. Smith, A. Leathley, J. Hoey, Sen. P. Wilson, J. Exshaw, E. Watts, H. Saunders, J. Hoey, jun. J. Potts, and J. Williams, M.DCC.LXVI. [1766].",Dublin,382,male,1728,1774,TRUE,"a walk together on the great road a little way out of the village, a pofl chaife and four drove up to them and instantly ftcpt. Upon which, a well dressed man, but not Mr. Thornhill, stepping out, clasped my daughter round the waist, and forcing hlr in, bid the"
