PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(annuiti),termFreq(appear),termFreq(appoint),termFreq(author),termFreq(bank),termFreq(book),termFreq(cafe),termFreq(capit),termFreq(carri),termFreq(cent),termFreq(charg),termFreq(charter),termFreq(clive),termFreq(committe),termFreq(compani),termFreq(council),termFreq(court),termFreq(debt),termFreq(duti),termFreq(east),termFreq(england),termFreq(follow),termFreq(form),termFreq(fund),termFreq(gener),termFreq(govern),termFreq(governor),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(india),termFreq(king),termFreq(laid),termFreq(law),termFreq(letter),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nabob),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parliament),termFreq(payment),termFreq(person),termFreq(pound),termFreq(power),termFreq(present),termFreq(properti),termFreq(public),termFreq(receiv),termFreq(sea),termFreq(servic),termFreq(sever),termFreq(ship),termFreq(south),termFreq(stock),termFreq(taken),termFreq(trade),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0470500107_000533,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,102,0,0,16,0,1,3,5,5,0,0,1,0,1,0,0,4,2,0,4,0,1,0,2,1,0,2,2,0,2,0,1,0,0,0,3,2,0,2,0,0,0,3,1,1,4,0,3,8,1,0,0,1,4,0,0,7,0,0,9,0,0,1768,7,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,762,male,1723,1769,FALSE,"shall be transferred unto and made Part of the said Sinking Sinking Fund . Fund ; anything in any former At or Adcs of Parliament to the contrary thereof in any wise not with Itanding. XX And be it further enacted by the Authority aforesaid, That from and after the"
1711800102_000020,"A history of England, in a series of letters from a nobleman to his son. To which are added, two letters on the study and biography of the ancient and modern British historians. ...",Oliver Goldsmith,101,0,1,2,1,0,0,1,1,0,2,0,0,0,0,0,0,18,2,0,7,0,0,1,1,0,1,0,6,1,6,0,1,0,2,0,1,0,1,1,6,0,0,1,2,4,0,0,2,0,0,1,1,2,9,0,3,0,10,0,2,1,1799,2,2,"London : printed for G. G. and J. Robinson, F. and C. Rivington, J. Walker, J. Scatcherd, W. Bent, G. Wilkie, and Longman and Rees, 1799.",London,376,male,1728,1774,TRUE,"was not to great as that which England now began to suffer from that ijpirit of avarice and chicanery which had infe~ked almost all ranks of people. In the year Ipo2, John Law , a Scotfmanl, had ereated a company in France under the name of the mjiipi~pi s which"
0470500108_000752,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,100,0,1,10,0,0,1,4,0,0,0,0,0,3,0,0,0,6,0,1,1,8,2,7,0,0,1,0,0,3,4,0,0,0,1,1,1,0,3,0,6,0,2,1,0,4,4,1,11,0,0,0,0,2,0,2,4,0,0,0,2,3,1770,8,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,742,male,1723,1769,FALSE,"and Labour, of any Officer or Officers of Difpfal, cof the Go the said Governor and Company , shall be for the Use and Benefit of the said Governor and coin vernr andcompany ot, any, and at their Disposal only. th Ba XX. Provided always, and be it further enaced"
1010400100_001043,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,102,3,1,12,0,0,0,1,0,0,13,1,0,1,0,0,0,16,0,0,0,0,1,0,0,0,6,0,1,5,1,0,0,1,0,1,0,0,0,0,3,0,0,0,2,4,0,2,0,0,0,0,2,1,7,0,2,2,8,4,0,1,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,FALSE,"empowered to borrow money on con tracs, bills, bonds, or obligations, under their common feal, or on the credit of the capital flock. But if the fub governor , deputy governor , direcors, managers, as fiftants, or other members of the company ,  should purchase any lands or revenues"
1299100103_000052,"Characters of the Kings and Queens of England, selected from different histories; With observations and reflections, chiefly adapted to common life; and particularly intended for the instruction of youth. To which are added notes historical. By J. Holt.",John Holt,74,1,0,0,0,1,0,7,2,0,1,0,0,1,0,0,0,0,0,0,3,1,1,4,4,1,1,2,0,0,2,0,4,1,0,1,0,2,0,1,3,0,3,1,2,4,0,0,3,0,1,0,4,1,2,1,0,0,2,5,1,0,1786,3,3,"London : Printed for G.G.J. and L. Robinson, Pater-noster-row, MDCCLXXXVI. [1786].",London,365,male,1743,1801,FALSE,"utterly ruined and driven from their habitations by the French, were, in compassion of their misery,. brought over to England , who were soon after followed by more. But there having been no preconcerted plan how to dispose of, or settle them, there was no fmallembarraffment on that account upon"
0470400106_000110,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,100,4,0,13,0,1,4,6,0,0,1,0,0,1,0,0,0,3,0,1,0,4,0,6,1,1,1,2,0,3,0,3,0,0,0,0,1,0,1,0,4,0,3,1,3,2,4,6,11,0,0,0,0,1,0,0,1,0,0,3,4,0,1769,6,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,762,male,1723,1769,FALSE,"to app:, lt XXXII And be it enacted by the Authority aforesaid, That the said Governor and Company of the a Colhel caiher B; nk of England and their Sliccelbors, shall from Time to Time, until the fa 3 Annuities after the Rate aen. acunl.t c. f t, .tee Pounds"
0445800400_000069,"The annals of King George, year the fifth. Containing not only the affairs of Great-Britain, but also the most important transactions of Europe, Both Civil and Ecclesiastical. With The Remarkable Occurrences during that Time. Digested into a Method more Convenient and Useful than heretofore. To be continued Annually.",,113,1,3,5,0,0,0,0,2,2,8,1,2,0,0,0,1,9,0,5,2,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,1,2,2,2,1,0,0,5,2,13,0,3,0,13,14,1,0,1720,1,1,"London : printed for A. Bell at the Bible and Cross Keys in Cornhil; W. Taylor at the Ship in Pater Noster Row; and J. Osborn at the Oxford Arms in Lombard Street, 1720.",London,347,unknown,,,FALSE,"and, fames Crags, Esq; one of His Majesty's principal Secretaries of State; to be Lords Juffices for the Adminifiration of the Government during His Majefry's Absence. But before we close the Civil Affairs of this Period, it cannot be omitted what a frange Turn the Sogth Sea Stock took, to"
1613300100_000041,"Warrants of the charter erecting, confirming and granting new privileges to the Royal Bank of Scotland.",Royal Bank of Scotland,93,2,1,2,1,3,0,1,2,0,3,1,0,0,1,0,0,6,0,9,0,0,0,0,0,1,0,6,1,4,1,0,0,0,0,2,1,2,3,0,1,0,4,1,3,1,0,6,7,1,0,0,1,1,0,0,1,0,0,10,2,1,1789,1,1,"Edinburgh : Printed by David Ramsay, MDCCLXXXIX. [1789].",Edinburgh,366,unknown,,,FALSE,"first taken and subscribed the several oaths which then were, or, by any subsequent law , should be directed to be taken by all persons bearing or holding any office , civil or military, under his Majesty, his heirs, and fuc F f ceffors, That I here flial be, fr~'n,"
0939600100_000120,"A collection of such statutes relating to his Majesty's customs, and duties upon salt, as have passed since the printing the folio book of rates at London, in the Year 1725. As also an alphabetical index to the same.",Great Britain,94,0,0,2,1,0,0,0,0,0,3,1,0,0,2,0,0,9,0,0,3,2,3,3,0,0,5,0,0,0,2,3,0,1,4,1,3,1,1,0,0,0,0,0,0,7,1,1,10,0,1,0,1,0,0,0,3,0,0,5,0,15,1734,1,1,"Edinburgh : printed by Robert Freebairn His Majesty's Printer, M.DCC.XXXIV. [1734].",Edinburgh,610,unknown,,,FALSE,"say, Pro jidt.d always, and it is her: ly Declared and Enatled by the Al though rtty aore/aid, That at any lime, upon three years Notice, after the qiwenty filth Day of March, which hall be in the rear of our Lord One thou/and ]even hundred and thirty-three, and upon"
1530300100_000071,"Additional observations on the nature and value of civil liberty, and the war with America: also observations on schemes for raising money by public loans; an historical deduction and analysis of the national debt; and a brief account of the debts and resources of France.",Richard Price,99,1,0,20,0,0,0,1,0,0,6,0,3,2,2,0,0,11,0,0,5,3,2,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,3,0,1,2,2,0,0,1,0,0,4,0,1,0,9,0,1,0,9,2,0,1,1778,1,1,"[London : printed for T. Cadell, 1778].",London,380,male,1723,1791,TRUE,"called Nsw South Sea Annuities , in order to diftinguilh them from the former annuities , which have ever since gone under the name of OLD South Sea annuities . -- From 1733, to he present time, south SEA STOCK has continued the same; but the capital of the OLD"
1337000102_000059,"The Historical register, containing an impartial relation of all transactions, foreign and domestick. With a chronological diary of all the remarkable occurrences, viz. births, marriages, deaths, removals, promotions, &c. that happen'd in this year: together with the characters and parentage of persons deceas'd, of eminent rank. Volume II. For the year 1717.",,74,1,1,5,0,0,0,3,0,0,0,0,1,2,0,0,4,3,0,0,1,2,0,1,2,0,6,1,1,3,2,0,5,1,1,0,1,0,0,1,3,0,0,1,1,5,0,4,0,2,2,0,1,3,0,0,2,0,1,0,0,1,1717,2,2,"London : Re-printed and sold by S. Nevill in the Old Baily, near Ludgate, where compleat sets and single parts may be had, at 1s. each register. Sold also by E. Nutt at the Royal Exchange, R. Gosling in Fleet-street, D. Browne without Temple-Bar; C. King in Westminster-Hall, and at the Sun Fire-Office behind the Royal Exchange, [1717?].",London,473,unknown,,,FALSE,"annato; years, AD Ana, 9 1 Per Cn* 12, 8l0000 900000 Somes 90ylears( we bit Years t2'jyears $1,000 **_-*** exchequr~r a~sof Pari 1w1 Rates of Inti and when granted , since. Bank Annuities . Twvo acs ocharges the general orl 1 Geor·. s1. agg~reae Fund , after the per Cent"
0067900107_000343,"The statutes at large; from Magna Charta, to the end of the last parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,82,1,2,7,0,1,3,2,0,2,0,0,0,2,0,0,0,6,0,1,0,2,0,2,1,0,2,1,0,5,0,0,0,0,0,3,2,0,0,0,5,0,3,0,3,1,2,4,6,2,0,0,1,2,0,4,0,0,0,1,3,0,1764,7,8,"London : printed by Mark Basket, Printer to the King's Most Excellent Majesty, and by the assigns of Robert Basket; and by Henry Woodfall and William Strahan, Law Printers to the King's Most Excellent Majesty, MDCCLXIII. [1763].",London,762,male,1723,1769,FALSE,"their Accep tree thereof; and that no other Method of afiigning or transferring the (aid Stock , and the Annuities attendi: g the same, or any Part thereof, or any Interest therein, shall be good and available in Law ; and that,, p.s. -- _? .no s amp Duties whatfoee.r"
0387200100_000380,"Ninth report from the select committee, appointed to take into consideration the state of the administration of justice in the provinces of Bengal, Bahar, and Orissa.",Great Britain. Parliament. House of Commons,89,3,3,0,1,4,0,0,0,0,1,0,0,2,0,0,5,6,6,2,0,1,1,0,3,0,0,1,2,11,0,1,0,1,1,1,1,0,0,2,2,4,6,2,2,1,0,4,0,1,1,0,0,5,0,0,0,0,0,0,1,1,1783,1,1,"[London] : [s.n.], Printed in the Year M.DCC.LXXXIII. [1783].",London,671,unknown,,,FALSE,"performed or to be performed by the said Warren Hallings in India , or upon any other Account or Pretence whatsoever, without the Licence or Consent of the Court of Direors for the Time being of the said Company , signified under their Hands; nor any such' Reward, Gratuity, Allowance"
0145700102_000134,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,91,1,0,0,0,1,0,9,1,0,2,1,0,0,1,0,1,12,0,1,0,0,0,3,0,3,0,1,0,1,0,0,3,2,2,0,1,0,1,1,3,0,0,1,1,1,1,1,2,0,2,0,5,3,9,0,1,0,9,4,0,0,1791,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,581,male,1721,1771,TRUE,"raised by these expedients amounted to three hundred millions sterling, which exceeded the value of all the lands in England . The nation was so intoxicated with the spirit of adventure, that people became a prey to the grossest delusion. An obscure projector, pretending to have formed a very advantageous"
0470500107_000062,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,96,2,0,14,0,1,2,3,3,0,5,0,0,1,0,0,0,2,0,0,0,1,0,1,0,1,1,2,0,2,0,4,0,0,0,2,3,0,1,0,2,0,2,2,2,0,6,12,4,1,0,0,0,1,0,0,3,0,0,9,1,0,1768,7,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,762,male,1723,1769,FALSE,"to be paid or discharged out of the same, flhall, by order of the Commissioners of the Treasury, or any three or more of them now being, or the High Treasurer or Commissioners of the Treasury of his Majesty, his Heirs or Successors for the time being, without any further"
0597500107_000292,"Minutes of the evidence taken at the trial of Warren Hastings Esquire, late Governor General of Bengal, at the bar of the House of Lords, in Westminster Hall, upon An Impeachment against him for High Crimes and Misdemeanors, by the Knights, Citizens, and Burgesses, in Parliament assembled, in the Name of themselves, and of all the Commons of Great Britain.",Warren Hastings,67,1,3,0,0,3,0,0,1,0,0,0,0,1,0,3,3,3,6,1,0,3,0,0,2,0,0,0,0,7,0,0,0,0,1,1,0,2,3,2,1,2,2,1,0,0,1,1,1,0,3,0,0,1,0,1,1,1,0,0,1,4,1788,7,11,"[London] : [s.n.], MDCCLXXXVIII. [1788].",London,477,male,1732,1818,TRUE,"Time, by all Ways and Means , and by Men with or without Capacities, it must be effected by a Governor thus reftridted.""  (a) [We are to oblcrve that our President, Lord Clive , has himself set the first Example of that Moderation which he requires in future Governors"
1286700500_000111,"The new annual register, or general repository of history, politics, and literature, for the year 1780. To which is prefixed, a short review of the principal transactions of the present reign.",,73,0,2,1,2,1,0,0,0,1,1,1,0,0,3,0,5,6,1,2,1,2,4,0,1,0,0,1,1,0,0,0,5,2,2,0,0,2,0,1,0,0,1,2,1,4,0,0,0,1,3,0,5,2,0,0,2,0,0,1,0,3,1793,1,1,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, 1793.",London,665,unknown,,,FALSE,"not brought home to Lord North, and therefore voted, that it was ill-founded and injurious. On the 20th, Mr. Fullarton made - a complaint in the house of commons I _ 43 mons of the contemptuous languagei end severe reflecfions, that had lately been thrown out against him in the"
0764700300_000093,"The history of the customs, aids, subsidies, national debts, and taxes. Of England, from William the Conqueror, to the present year, 1778. By T. Cunningham, Esq. The third edition corrected. With several improvements suggested by Sir Charles whitworth, Chairman of the Committee of Supply and Ways and Means. And an appendix containing I. Particular Lists of the Taxes raised, and the Prices of Provisions, in the Reigns of Hen. III. Ed. I. Ed. II. Ed. III. Ric. II. Hen. IV. Hen. V. Hen. VI. Edw. IV. Hen. Vii. Hen. Viii. Ed. VI. Mary, Eliz and James I. II. A brief View of the public Revenue, both certain and casual, with the ordinary Expence of the Common-Wealth of England, Scotland and Ireland; together with a State of the public Debts, as the same appeared to a Committee of the House of Commons, in April, 1659, about seven Months after the Death of Oliver Cromwell.",Timothy Cunningham,97,0,6,4,1,0,0,2,0,0,1,0,0,5,0,0,0,2,0,0,3,2,0,0,3,0,4,1,0,0,9,0,1,0,1,1,0,0,0,1,2,0,17,0,3,3,1,2,1,0,1,0,2,1,3,1,9,0,3,0,1,0,1778,1,1,"London : printed for J. Johnson, No 72, St. Pauls Church-Yard, MDCCLXXVIII. [1778].",London,465,male,,1789,FALSE,"taken out of the savings upon other articles, then in the hands of the paymaflcr general , we have not fated them, as they were not to be provided for by this fefilon in any other way than by direting how those savings hold be applied. An as for making"
0832800205_000101,"The historical Register, containing an impartial relation of all transactions, Foreign and Domestick. With a chronological diary of all The remarkable Occurrences, viz. Births, Marriages, Deaths, Removals, Promotions, &c. that happen'd in this Year: Together with the Characters and Parentage of Persons deceased, of eminent Rank. Volume V. For the year 1720.",,96,0,0,13,4,2,0,1,9,0,3,2,4,4,0,0,0,6,0,1,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,1,3,1,0,0,3,0,1,2,4,0,3,4,0,0,1,0,1,1,4,0,1,0,2,4,3,0,1720,5,5,"London : printed and sold by C. Meere, in the Old Baily, near Ludgate, where compleat Sets and single Parts may be had, at 1 s. each Register. Sold also by T. Norris at the Looking-Glass on London-Bridge, and R. Gosling at the Middle-Temple-Gate in Fleet-Street, and J. Maceuen at Buchanan's Head over against St. Clement's Church in the Strand, and at his shop in Edinburgh, [1720].",London,434,unknown,,,FALSE,"1719, and be payable at s. percent. to the 24th of Joune, 1727, and afterwards at 4 1 percent. till redeemed. And they are also to prepare one or more Books , wherein shall be entered every principal Sum carrying Interest at p1. percent. which shall have been aetually paid"
