PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(arm),termFreq(bed),termFreq(birth),termFreq(blood),termFreq(bodi),termFreq(born),termFreq(bring),termFreq(brought),termFreq(cafe),termFreq(care),termFreq(caus),termFreq(child),termFreq(children),termFreq(continu),termFreq(dead),termFreq(death),termFreq(deliv),termFreq(deliveri),termFreq(father),termFreq(feet),termFreq(follow),termFreq(forc),termFreq(gener),termFreq(god),termFreq(hand),termFreq(happen),termFreq(head),termFreq(hous),termFreq(infant),termFreq(know),termFreq(labour),termFreq(ladi),termFreq(left),termFreq(life),termFreq(littl),termFreq(live),termFreq(mean),termFreq(month),termFreq(mother),termFreq(natur),termFreq(observ),termFreq(open),termFreq(oper),termFreq(order),termFreq(pain),termFreq(parent),termFreq(person),termFreq(present),termFreq(reason),termFreq(taken),termFreq(turn),termFreq(uteru),termFreq(water),termFreq(wife),termFreq(woman),termFreq(womb),termFreq(women),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0002000100_000070,"A letter to William Smellie, M.D. containing critical and practical remarks upon his treatise on the Theory and practice of midwifery. By John Burton, M.D. Wherein the various gross mistakes and dangerous methods of practice Mentioned and recommended by that writer, are fully demonstrated and generally corrected. Likewise the several Advantages or Dangers, to both Motner and Child, attending the Turning the last in the Womb to extract by the Feet, or that accrue from the Use of each particular Kind of Instrument, employ'd in delivering Women, are shewn in a more ample Manner than heretofore. Being as an Appendix, to both the above-mentioned Authors Treatises on Midwifery; absolutely necessary to be perused by all who have read the former's Book, or attended his Lectures with a View to Practice. To which is affixed a Copper-Plate, representing several Sorts of Instruments used by the Ancients, with the Fillet as improved by the Author thereof.",John Burton,99,0,1,0,0,1,1,0,0,3,2,0,0,12,0,1,0,0,10,2,0,1,1,1,0,0,3,0,9,0,0,0,1,0,0,0,1,0,0,1,0,1,0,3,4,2,4,0,1,3,0,0,6,11,3,0,7,3,0,0,1753,1,1,"London : printed for W. Owen at Homer's Head, Temple-Bar, MDCCLIII. [1753].",London,263,male,1710,1771,FALSE,"(d) P. 329 pre: [ 183 C presenting wrong, and at the same Time the Pains  push : hem down, so as to dilate the Os Internum  more or less. The Membranes being broke, and  the Operator's Hand being betwixt the Inside of  the Membranes and"
0601900102_000143,"A general system of surgery. In three parts. Containing the Doctrine and Management I. Of Wounds, Fractures, Luxations, Tumors, and Ulcers, of all Kinds. II. Of the several Operations performed on all Parts of the Body. III. Of the several Bandages applied in all Operations and Disorders. The whole illustrated with thirty-eight copper plates, exhibiting all the Operations, Instruments, Bandages, and Improvements, according to the Modern and most approved Practice. To which is prefixed An Introduction Concerning the Nature, Origin, Progress, and Improvements of Surgery, with such other Preliminaries as are necessary to be known by the Younger Surgeons. Being a Work of Thirty Years Experience. Translated into English from the Latin of Dr. Laurence Heister, Professor of Physic and Surgery in the University of Helmstadt, Fellow of the Royal-Society, London, and of the Royal Academy at Paris, &c.",Lorenz Heister,83,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,4,0,8,0,4,0,14,0,0,0,2,2,0,1,0,4,2,0,0,1,1,2,2,0,0,1,0,0,4,7,1,0,0,5,2,0,1748,2,2,"London : printed for W. Innys in Pater-Noster-Row; C. Davis in Holborn; J. Clarke under the Royal-Exchange; R. Manby and H. S. Cox on Ludgate-Hill; and J. Whiston in Fleet-Street, MDCCXLVIII. [1748].",London,378,male,1683,1758,FALSE,"the Os Uteri, under the Arch of the Off Pubis, A the Infant , BB the Womb laid open , CC the oja Pubis, DD the Offa Ifcii, EE the Offa ei, F the nave ftring, G the Secundines adhering to the Womb . Fg. 3 An Infant presenting with"
0904800202_000083,"First lines of physiology, by the celebrated Baron Albertus Haller, ... Translated from the correct Latin edition printed under the inspection of William Cullen, M.D. ... In two volumes. ...",Albrecht von Haller,79,0,0,0,3,3,2,1,0,0,0,0,4,2,1,2,0,0,1,2,0,0,0,1,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,6,6,3,1,1,0,0,3,0,0,1,0,1,0,12,3,0,0,4,3,1,1786,2,2,"Edinburgh : printed for Charles Elliot, Edinburgh; and G. G. J. and J. Robinson, London, 1786.",Edinburgh,278,male,1708,1777,FALSE,"sinuses; and lastly, from the menstrual blood retained in the uterus , and not yet quite spent on the foetus. Thus its thickness continues the same, because the greater quantity of blood and dilatation of the arteries and veins make up for the extenuation of its solid parts. But more"
1704300700_000026,"Aristotle's compleat and experienced midwife. In two parts. I. Guide for child-bearing women, in the time of their conception, baring and suckling their children; with the best means of helping them, both in natural and unnatural labours: together with suitable remedies for the various indispositions of new-born infants. II. Proper and safe remedies for the curing all those distempers that are incident to the female sex; and more specially those that are any obstruction to their bearing of children. A work far more perfect than any yet extant; and highly necessary for all surgeons, midwives, nurses. and child-bearing women. Made English, by W- S-, M.D.",Aristotle,79,0,1,2,2,0,1,2,0,0,1,1,2,10,1,0,1,0,1,1,0,0,2,1,0,0,3,3,4,0,0,1,6,0,2,0,4,0,1,0,0,2,0,0,1,0,4,0,0,1,1,0,0,0,6,1,3,4,2,1,1770,1,1,"London : Printed and sold booksellers, [1770?].",London,167,male,,,FALSE,"or superfluous fleih. As to hard labour occasioned by the child , it is when the child happens to slick to a mole, or when it is to weak it cannot break the membranes, or if it be too big all over, or in the head only, or if the"
1116000111_000909,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,109,0,0,0,1,0,3,0,2,3,8,0,1,16,0,0,1,0,3,5,0,7,0,2,3,0,3,0,6,0,0,0,6,0,1,1,0,0,1,0,5,7,1,3,2,0,4,0,0,5,0,0,3,3,3,0,0,0,0,0,1798,11,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,834,unknown,,,FALSE,"very narrow, or the head of a large size, it must be opened by pushing the fcilfars through the occipital bone, so that the contents of the cranium may be evacuated, and the extraaion made by means of the forceps, blunt hook or crotchet. But if the head , by"
0167000100_000141,"A treatise on the theory and practice of midwifery. Elucidated with upwards of forty copper-plate engravings of anatomy, difficult labours, and instruments, and containing a copious variety of Laborious, Extraordinary, and Preternatural cases. By W. Smellie, M.D.",William Smellie,98,0,2,1,5,2,0,0,3,1,0,1,3,9,0,2,1,0,6,0,0,0,0,0,0,0,2,1,0,0,3,1,1,0,2,0,1,1,1,6,4,6,0,1,0,2,3,0,0,1,1,0,2,0,2,0,14,7,0,0,1794,1,1,"London : printed for the proprietors, and sold by Mess. Murray, Kay, and Otridge, in the strand, MDCCXCIV. [1794].",London,492,male,1697,1763,FALSE,"as excited by its retention in the womb , that the woman must have run a great rik of her lite, if he had not speedily ddiver d her of it, and so put sop to the looding; after which she did very well In ol ór. 6q4, we find"
0167500900_000042,"The art of midwifery improv'd. Fully and plainly laying down whatever instructions are requisite to make a compleat midwife. And The many Errors in all the Books hitherto written upon this Subject clearly refuted. Illustrated with thirty eight cuts curiously Engraven on Copper Plates, representing in their due Proportion the several Positions of a Foetus. Also A New Method, demonstrating, How Infants ill situated in the Womb, whether obliquely, or in a strait Posture, may, by the Hand only, without the Use of any Instrument, be turned into their right Position, without hazarding the Life either of Mother or Child. Written in Latin by Henry à Daventer. Made English. To which is added, a preface giving some account of this work, by an eminent physician.",Hendrik fan Deventer,106,0,0,0,5,0,5,1,3,1,1,1,2,2,1,2,2,1,1,0,0,0,0,5,1,0,1,4,11,0,14,1,4,0,1,0,3,0,1,0,1,0,0,2,0,0,1,0,0,0,6,0,3,0,0,0,2,14,3,0,1746,1,1,"London : printed for W. Innys, and C. Hitch in Pater-Noster-Row; J. Hodges, near London Bridge; and J. Pemberton in Fleet-Street, MDCCXLVI. [1746].",London,349,male,1651,1724,FALSE,"c!ildren; and on' th contrary, great Women little Children ,. yet' moil commonv it is otherwil, and it is more generally received, that every on;; brings forth a Chiid proportionab'; t the Bigness of her Body ; whence it necclrir y foll: )s, it a big Woman having a small"
0216400500_000085,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With fit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd, an exact description of the parts of generation in women. A Work much more perfect than any now extant, and very necessary for all, especially Midwives and Men practising that Art. The eighth edition corrected, and augmented with several new figures, and with the Description of an excellent Instrument to bring a Child that comes right; all correctly engraven on Copper-Plates. Written in French by Francis Mauriceau, and translated by Hugh Chamberlen, M.D.",François Mauriceau,94,0,0,0,0,7,4,0,2,0,4,0,4,10,1,3,0,4,1,0,0,5,0,0,0,0,3,2,9,0,6,1,2,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,2,2,2,0,0,2,0,3,5,1,0,1755,1,1,"London : printed for R. Ware, T. and T. Longman, C. Hitch and L. Hawes, J. Clarke, J. and J. Rivington, J. Ward, R. Baldwin, and T. Field, M.DCC.LV. [1755].",London,434,male,1637,1709,FALSE,"if it were loosened from the Sides of the Womb , would cause a Flooding, for the Reasons already alleged, that the Orifices of the Vessels to which it was joined, would continue open by this Separation, as long as the Womb was distended by the otherchild yet within it,"
0952000100_000090,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With fit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd, an exact description of the parts of generation in women. A Work much more perfect than any now extant, and very necessary for all, especially Midwives and Men practising that Art. Written in French by Francis Mauriceau, and translated by Hugh Chamberlen, M.D.",François Mauriceau,102,0,0,0,1,0,2,1,4,0,4,2,1,13,1,0,5,1,4,0,0,1,0,1,0,0,7,1,4,0,1,2,2,0,6,1,1,0,0,0,1,1,0,0,5,0,5,0,0,0,1,1,2,0,6,0,5,9,0,0,1727,1,1,"London : printed for T. Cox at the Lamb, and J. Clarke at the Bible under the Royal-Exchange in Cornhill ; and T. Combes at the Bible and Dove in Pater-Noster Row, M.DCC.XXVII. [1727].",London,439,male,1637,1709,FALSE,"the other, by reason of the Di llention made by the enclosed Waters : of which being very certain, let him slide with his right Hard along the inside of his left this crooked Knife, taking care that the point of it, in introducing it, be always towards his left"
1095200100_000054,"A new system of midwifery, in four parts; founded on practical observations. The whole illustrated with copper plates. By Robert Wallace Johnson, M.D.","Johnson, Robert Wallace",91,1,1,0,2,0,4,0,2,3,4,0,0,13,0,0,2,1,3,0,0,2,3,1,1,0,6,3,5,0,0,0,1,0,5,0,0,0,0,0,0,1,1,1,5,3,1,0,0,0,0,2,4,2,3,0,2,3,0,0,1786,1,1,"Brentford : printed for the author, by P. Norbury; and sold by J. Johnson, ST. Paul's Church-Yard; R. Baldwin, Pater-Noster-Row; and G. Nicol and T. Cadell, Strand, London, M.DCC.LXXXVI. [1786].",Brentford,486,unknown,,,FALSE,"the operation ; then the ribs being broken, and the fcapulm extracted, the rest of the foetus will easily follow , unless the abdomen is swollen;; which. cafe , the belly must be punctured, and, on the exit of the flatus, the. child will be brought along. If part of"
0461001200_000028,"A treatise on the improvement of midwifery; chiefly with regard to the operation. To which are added, fifty-seven cases, Selected from upwards of Twenty-Seven Years Practice. A Work particularly adapted to improve such, of either Sex, whose Profession has already led them to make some Progress in this Science. The third edition; with large additions. By Edmund Chapman, Surgeon.","Chapman, Edmund",69,1,0,0,0,1,3,1,0,0,2,1,0,5,0,1,3,0,2,1,0,2,0,1,0,0,3,1,0,0,2,0,4,1,1,1,2,3,0,0,2,1,0,0,1,0,4,0,1,1,0,3,1,0,1,2,7,2,1,0,1759,1,1,"London : printed for L. Davis and C. Reymers, against Gray's-Inn, Holborn, Printers to the Royal Society, M.DCC.LIX. [1759].",London,264,male,1680,1756,FALSE,"relaxes the Fibres of the Os Uteri; till the Stimulus be such as may occasion an Expulsion of what is contained in the Womb , or the Parts allow of Delivery by Art. CASE CASE XXXII Of a Lady , vwho died by Flooding in Labour . I W A"
1592500600_000065,"Outlines of the theory and practice of midwifery. By Alexander Hamilton, M.D. F.R.S. Edin. Professor of midwifery in the university, and member of the Royal College of Surgeons, Edinburgh. [One line in Latin].",Thomas Dobson,106,0,13,0,0,0,3,1,4,0,8,0,0,13,1,1,2,0,5,3,0,6,1,1,1,0,2,0,4,0,0,1,0,0,0,4,0,0,0,0,2,5,1,1,3,0,1,0,0,5,0,0,7,3,0,0,3,0,1,0,1790,1,1,"Philadelphia : Printed by Thomas Dobson, bookseller and stationer, at the stone house in Second Street, M,DCC,XC. [1790].",Philadelphia,320,male,1751,1823,FALSE,"teraat every artificial effort; and if much mechanical force be used, the uterus is in hazard of naual laceration. In there circumffanes, regardless of the anxiety of the patient, or the importunities of the attendants, the operator thould desist for some time from further efforts; a large dose of liquid"
0649200100_000212,"A treatise on the theory and practice of midwifery, to which is now added, a set of anatomical plates, exhibiting the various cases that occur in practice, accurately engraved, with explanations. By W. Smellie, M.D. in three parts. part I.",William Smellie,89,1,3,2,0,0,5,0,4,4,5,0,3,7,0,0,1,1,4,1,0,1,0,4,0,0,6,1,5,0,0,0,5,0,2,1,0,0,0,0,1,0,2,2,0,0,4,0,0,3,0,0,4,1,3,0,1,1,1,0,1790,1,1,"London : printed for Alexander Cleugh, No. 14, Ratcliff-Highway; and M. Watson, Hermitage-Bridge. Five Shillings in Boards, 1790.",London,506,male,1697,1763,FALSE,"crult over its whole body ; so thatw wewre convinced it had been dead for some time, The want of waters was tome surprise, till I recolleted, that, in the time of labour , she told us they were pasing; at which time I had the curiosity to make firic"
0350100500_000041,"A directory for midwives: or, a guide for women, in their conception, bearing, and suckling their children. The first part contains. 1. The anatomy of the vessels of generation. 2. The Formation of the Child in the Womb. 3. What hinders Conception, and its Remedies. 4. What furthers Conception. 5. A Guide for Women in Conception. 6. Of Miscarriage in Women. 7. A Guide for Women in their Labour. 8. A Guide for Women in their Lying-In. 9. Of nursing children. To cure all diseases in women, read the second part of this book. By Nicholas Culpeper, Gent. Student in Physick and Astrology. Newly corrected from many gross errors.",Nicholas Culpeper,83,1,0,0,1,2,1,1,1,0,3,1,3,19,1,0,2,0,0,6,0,0,1,1,0,0,1,0,4,0,1,0,2,0,1,1,0,0,0,0,3,2,1,0,2,0,2,0,0,1,1,1,0,0,2,0,5,5,4,0,1755,1,1,"London : printed for S. Ballard, R. Ware, S. Birt, C. Hitch, and L. Hawes, and J. Hodges, M.DCC.LV. [1755].",London,342,male,1616,1654,FALSE,"calls for its Use. My engli/h Plylcian teacheth you at large 3 Mugworr used in the same manner worketh the same Effeat. 4 A Dram of Cinnamon in Powder given inwardly, profits much in this cafe . 5 Tanfie bruised and tied to the Privities, or an Oil of it"
0692500503_000023,"A collection of preternatural cases and observations in midwifery. By William Smellie, M.D. Completing the design of illustrating his first volume, on that subject. Vol. III.",William Smellie,97,2,0,1,0,1,4,0,3,6,1,0,0,11,0,1,1,0,2,1,0,0,1,3,0,0,6,0,3,0,0,0,2,0,6,1,5,1,0,1,3,0,1,2,1,1,5,0,0,2,0,1,6,3,0,0,8,0,0,1,1779,3,3,"London : printed for W. Strahan; T. Cadell, and G. Nicol, in the Strand; and W. Fox, and S. Hayes, in Holborn, MDCCLXXIX. [1779].",London,515,male,1697,1763,FALSE,"I told them the danger of tearing the Uterus , and of the woman's dying in the operation , from her great weakness; and that as there was no flooding, it was much safer to continue giving her nourinfiing food; for although the child presented wrong, yet when her strength"
